PID,AGE,GENDER,SES,CACT1_1,CACT1_1A,CACT1_2,CACT1_2A,CACT1_3,CACT1_3A,CACT1_4,CACT1_4A,CACT1_5,CACT1_5A,CACT1_6,CACT1_6A,CACT1_7,CACT1_7A,CACT2_1,CACT2_2,CACT2_1A,CACT2_2A,CACT4,CACT4_1A,CACT5_1,CACT5_1A,CACT5_2,CACT5_2A,CACT5_3,CACT5_3A,CACT6_1,CACT6_1A,CACT6_2,CACT6_2A,CACT6_3,CACT6_3A,CACT6_4,CACT6_4A,CACT6_5,CACT6_5A,CACT6_6,CACT6_6A,CACT8_1,CACT8_1A,CACT8_2,CACT8_2A,CACT8_3,CACT8_3A,CEIE1_1,CEIE1_2,CEIE1_3,CEIE1_4,CEIE1_5,CEIE1_6,CEIE1_7,CEIE1_8,CEIE1_9,CEIE1_10,CEIE1_11,CEIE1_12,CEIE1_13,CEIE1_14,CEIE1_15,CEIE1_16,CEIE2_1,CEIE2_2,CEIE2_3
5484740bfdf99b07b28f22ee,25,2,7,1,1,1,7.7,0,,1,0.2,1,3.2,1,5.1,1,1.1,0,0,,,0,,0,,1,6.5,0,,0,,1,1.1,1,6.7,1,6.6,1,0.1,0,,1,6.4,0,,0,,,,,,,,,,,,,,,,,,,,
553d9e80fdf99b7e6dea1496,23,2,6,0,,1,5,0,,0,,0,,0,,0,,0,0,,,0,,1,2.4,1,4.9,0,,0,,0,,1,0.9,1,1,0,,0,,1,1.2,0,,0,,7.5,5.2,4.7,5.3,1.7,3.3,4.6,7.6,7.5,2,4.4,6.9,7,1.6,2.1,2.2,7.2,5.8,7.2
55885869fdf99b4020ba0b64,24,2,6,0,,1,2.5,0,,0,,1,2.8,0,,0,,0,0,,,0,,0,,0,,1,2.7,1,2.5,0,,1,5.4,1,6.6,0,,0,,1,5.1,0,,0,,8,6.9,10,8.1,8.4,6.9,8.3,10,9.3,5.2,9,9.8,9.3,7.7,9.1,5.4,10,10,10
5614087f7ffc8a0005812433,24,2,5,0,,1,5.4,0,,1,4.6,1,6.2,1,3.6,0,,0,0,,,0,,0,,1,6.5,0,,0,,0,,0,,1,3.4,1,1.2,0,,1,3,0,,0,,6.4,5.5,6.5,8,5,7.8,6.9,7.8,4.5,1.2,4,4.3,4.5,3.4,1.1,0.5,7.7,9,7.1
56168fdb7ffc8a000a812190,22,2,5,1,8,1,5,0,,0,,0,,0,,0,,0,0,,,0,,1,2.4,1,7.7,0,,0,,0,,0,,1,2.5,0,,0,,0,,0,,0,,7.6,4.4,2.6,1.3,2.4,2.7,0.8,7.6,7.6,1.1,4.7,1.4,2.5,1,1.6,1.2,6.4,4.4,8.4
56492ba96902220005c4a768,21,2,7,1,2,1,5,0,,0,,1,2.7,0,,1,2.5,0,1,,2,0,,0,,1,7.6,0,,0,,1,2.5,0,,0,,0,,0,,0,,0,,0,,7.3,6.1,6.9,3.4,7.5,10,7.3,7.2,7.1,9.1,9.3,7.3,10,5.5,5.8,4.4,7.9,8.3,7.9
567b4ea8b7d79a0012b27089,22,2,5,0,,1,1,0,,0,,1,1.1,0,,0,,0,0,,,0,,0,,0,,0,,0,,0,,0,,1,2,0,,0,,1,0.9,0,,0,,9.7,7.1,2,2,1.1,8.9,9.2,7.1,8.9,5.9,4.8,4.7,7.7,3.1,0,0,8.8,7.5,8.9
56e11def8b1c33000c3888ac,23,2,5,0,,1,6.8,1,1.9,1,2.3,1,2.2,0,,0,,0,0,,,0,,0,,1,4.8,1,2.3,0,,0,,1,2.8,1,2.9,0,,0,,1,4.8,0,,0,,2.5,3.8,1.3,7.5,4.6,7.8,7.1,8.4,5,3.9,9.5,8.2,9.9,5.1,1.6,3.2,8.7,6.6,8.3
572cd18388902e000e1e3fae,24,2,6,0,,1,5,0,,0,,0,,0,,0,,0,0,,,0,,0,,1,7.6,1,6.4,0,,1,5.5,0,,1,4.5,1,3.8,1,4,1,2.9,0,,0,,4.5,3.1,7.5,7,1.7,5.8,7.3,6.7,7.2,1,7.5,7.8,6.5,3.5,1.3,2.5,7.1,7.2,7.3
581649f0b434f0000184d2a9,25,2,5,1,4,1,6.6,0,,0,,0,,0,,0,,0,0,,,0,,0,,1,4.6,1,7.7,0,,1,2.8,0,,0,,0,,0,,0,,0,,0,,4.8,3.2,6.2,4.1,4.8,6.2,2.3,0.6,5.4,0.9,6.8,4.8,5,5.5,2.3,1.4,9.3,7.9,8.3
5817fda1b780e20001f3577a,20,2,8,1,8,1,9.7,0,,0,,0,,0,,0,,0,1,,7.8,1,3,1,5,1,7.6,0,,1,7.6,1,5,0,,1,2.5,1,2.4,1,2.3,1,2.6,0,,0,,6.1,7.2,8,5.3,8.5,9,5.4,8.9,7.4,5.9,9.4,7.7,6.8,3.4,1.5,5.3,7.2,7.3,6.5
5834b3b550174c00016c0209,25,2,6,1,1,1,8.4,0,,1,2.5,1,2.4,0,,1,0.9,0,0,,,0,,0,,1,10,1,9.6,1,0.6,1,5.1,1,0.5,1,7.6,1,0.3,1,5,1,8.7,1,2.4,0,,5.4,2.5,8.2,8.5,4.7,7.5,8.2,0.7,0,1.7,6.6,6.7,6.7,6.7,5,6.8,5.4,5.2,5.4
583db8742b21bf0001016d1b,24,2,7,0,,1,7.7,0,,0,,0,,0,,1,2.4,0,0,,,0,,0,,1,8.5,1,6.2,0,,0,,1,2.5,1,2.5,0,,0,,1,2.4,0,,0,,7.5,7.7,3.3,3.2,3.2,6.1,6,6.3,7.6,3.3,8.5,6,6.8,3.4,6.4,6.5,6.8,6.7,8.2
5884c2186907b40001de4239,24,2,6,0,,1,5.1,0,,0,,0,,0,,0,,0,0,,,0,,0,,0,,0,,0,,0,,1,2.2,1,2.4,0,,0,,0,,0,,0,,8.8,8.7,10,4.5,2,8.8,9.9,10,10,5.9,8.2,7.5,9.3,5.8,1.6,0.4,8.4,8.6,8.6
589ce4d65e63bf00013b3175,24,2,3,0,,1,9.3,0,,0,,0,,1,1.7,0,,0,0,,,0,,0,,1,9.3,1,7.9,0,,0,,0,,0,,0,,0,,0,,0,,0,,7.5,6.2,1.5,0.1,1,0.1,0.3,0.6,0.5,0.4,2.5,0.1,0.4,1,0.1,0.6,3.5,6.4,6.7
58ce29970b6a0e00011d8276,20,2,7,0,,1,7.8,0,,0,,0,,0,,0,,0,1,,0.6,0,,1,8.6,1,8.1,0,,0,,0,,0,,0,,0,,0,,1,2.4,0,,0,,2.3,0.9,1.5,3.3,0.3,2.6,1.2,8.1,3.9,0.4,4.4,4.4,5,1.1,0.3,0.3,1.4,0.6,1.6
59275759990b8600014acbc5,25,2,3,0,,1,4.9,0,,0,,1,2.6,0,,1,2.3,0,0,,,0,,0,,1,5.1,1,7.5,0,,1,2.5,1,4.9,1,2.5,0,,1,2.3,0,,0,,0,,9.4,6.4,6.1,2.4,4.4,6.6,5.7,10,7.4,2.8,6.4,5.2,8.6,1.6,2.9,1.6,5.7,7.7,8
592fcc8ab97ad00001744d37,22,2,4,0,,0,,0,,0,,0,,0,,0,,0,0,,,0,,0,,1,7.5,0,,0,,0,,0,,0,,0,,0,,1,1.1,0,,0,,10,10,0,0,0,0,0,4.8,9.3,0,10,9.3,8.7,0,0,0,9.2,9,10
593495766bedf50001dc3015,25,2,4,0,,1,8.7,1,3.1,1,7.4,1,7.6,0,,1,3.7,1,0,,,0,,0,,1,3.4,1,3.1,0,,1,3.3,1,3.8,1,2.4,0,,1,2.5,1,4,1,1.9,0,,9.2,5.8,9.3,8.8,5,9.8,10,10,10,6.5,10,9.5,8.5,9.4,5.1,5,7.7,6,8.4
595ff7ea241f8d00010649da,19,2,7,0,,1,5,0,,0,,0,,0,,0,,0,0,,,0,,0,,1,6.5,0,,0,,0,,0,,1,7.4,1,1,0,,0,,0,,0,,7.9,8.2,7.6,8.4,7.7,8.3,6.4,8.5,8.4,4,7.9,7.2,6.3,8.3,7.9,7.9,9.3,10,9.3
598728a8d3103300010a32f5,25,2,5,1,1,0,,0,,0,,0,,0,,0,,0,0,,,1,0,0,,1,5.7,1,5.5,0,,0,,0,,0,,0,,0,,0,,0,,0,,6.8,4.6,3.4,6.2,1.1,2.6,3.3,6.3,9,0.5,5.2,3.2,2.3,3,4.8,4.7,5.9,5,6
5987c9f26ab9880001b5b04d,19,2,6,1,2,1,7.6,0,,1,2.4,0,,0,,1,2.4,1,1,7.8,9.6,0,,0,,1,7.5,1,4.9,0,,0,,0,,1,5.1,0,,0,,1,2.3,0,,0,,8,6.7,5.2,3.9,4.5,3.8,5.9,10,10,0.2,5.8,5.5,4.8,4.9,5.8,4.9,5.9,6.1,5.9
599763cbbbe8480001796593,21,2,7,0,,1,8,0,,0,,0,,0,,0,,0,0,,,0,,0,,1,5,1,6,0,,0,,0,,0,,0,,0,,0,,0,,0,,8,7.1,2.6,2.6,4.8,7.9,5.4,7.7,5,0.5,6.5,3.3,8,5.7,0.5,0.8,7.5,6.1,7.6
59aa0e512d73c00001e5c8f7,20,2,3,0,,1,3.8,0,,0,,1,1,0,,1,0.8,0,0,,,0,,0,,1,8.9,0,,0,,1,0.3,1,0.3,1,0.2,1,0.1,1,0,0,,0,,0,,6.6,6.3,5.1,2.8,0.3,0.8,3,7.9,8.3,0.9,4.9,4.3,5,0.3,0.5,0.1,6.3,6.4,6.1
59ba4ce13849cf0001937915,18,2,5,1,0,1,5,1,1.9,0,,0,,1,1.6,0,,0,0,,,0,,0,,1,5.2,0,,1,4.4,1,2.1,1,1.6,1,1.4,0,,0,,0,,0,,0,,7.8,7.5,9.7,10,1.8,8.5,10,10,10,0.8,9.8,8.6,10,7.8,0.9,2.3,0,9.4,8.8
59c1a65a0c5fc80001193bd8,23,2,5,0,,1,1.7,0,,0,,0,,0,,0,,0,0,,,0,,0,,0,,0,,0,,1,1.8,0,,0,,0,,0,,0,,0,,0,,7.1,2.1,4.7,2.1,1.7,0,0,2.8,1.2,0,6,3.1,2.9,1.1,0,0.2,10,10,10
59ff85cb7542890001aa60f1,18,2,3,0,,1,4.9,0,,0,,0,,0,,0,,0,0,,,0,,0,,1,6.5,1,5,1,2.3,1,3.6,1,3.6,1,4.1,1,6,1,0.7,0,,0,,0,,9.1,10,10,7,7.2,7.8,10,10,9.5,0,0.6,7.3,8,4.9,0,0,8.2,8.4,8.9
5a0502cb517dfb00013db4a3,22,2,5,1,2,1,5.1,1,5.1,1,5.1,1,5.1,1,4.9,1,5,0,1,,5,0,,1,5.1,1,5.1,1,7.8,0,,0,,1,5,0,,0,,0,,0,,0,,0,,8.4,6.8,5.2,4.6,5.2,6.4,6.4,5.9,5.9,7.1,6.4,6.3,6.4,5.6,6.3,5,7,6.9,7.4
5a1339787ecfc50001be1dc0,20,2,5,1,3,1,7.6,0,,0,,1,2.1,0,,1,0.9,1,1,7.5,7.5,1,1,0,,1,8.7,1,5,0,,0,,1,1,0,,0,,0,,0,,1,4.9,0,,7.9,7.8,8.4,5.5,5,6.7,6.7,6.5,7,2.8,7.1,7.3,7.6,5,1.6,3.7,7.5,7.1,6.8
5a18bc79a383a100011b60ef,20,2,6,1,1,1,6.7,0,,1,1,1,7,0,,1,2.1,1,0,6.6,,0,,0,,1,6.7,1,2.3,1,5,0,,0,,0,,0,,0,,0,,0,,0,,8.8,9.5,7.9,7.1,6.9,7.1,1.4,2.8,8.7,1.5,7.6,6.1,6.6,6.5,7.1,1.8,8.3,7.7,8.3
5a1f24609b760100013a8c1b,21,2,5,0,,1,6.3,1,2.4,0,,1,3.5,0,,1,2.4,0,0,,,0,,1,2.4,1,9.6,1,7.4,1,2.5,0,,1,1.4,1,2.7,0,,0,,0,,0,,0,,8.6,8.5,8.6,5.8,9.4,4.5,3.3,8.4,2,3.7,7.5,6.6,8,6.8,7,7.8,5.3,7.7,7
5a1f6085074b190001253521,21,2,6,1,1,1,10,0,,0,,0,,0,,0,,0,0,,,0,,1,2.3,1,10,1,10,0,,1,5.1,1,2.4,1,2.5,0,,1,2.5,1,2.5,0,,0,,5.3,5.3,2.9,8.3,3.8,7.7,5.9,8.7,7.4,4.9,8.5,9,7.9,5.8,0.8,3,10,8.4,10
5a1f7dcf0fff620001a6e50f,19,2,5,1,1,1,7.9,0,,0,,1,5.3,0,,1,5.3,1,1,2.2,5.3,1,1,1,7.7,1,7.9,1,5.3,1,5.6,0,,1,2.6,1,2.6,1,2.4,1,2.5,1,2.6,1,2.5,1,1,6.9,8.9,8.3,9.8,9.1,5.4,5.3,10,10,8.3,7.9,8.4,9.4,5.3,5.2,5.5,8.6,8.9,9.2
5a2578356267fa00016e3f52,22,2,3,0,,0,,0,,0,,0,,0,,0,,0,0,,,0,,0,,1,2.7,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5.8,6.1,1.4,7.6,7.3,4.2,5.8,2.2,7.6,0.7,2.8,6.6,6.9,1.1,1.5,1.3,7.5,7.4,8.3
5a2e1fb3840612000134339b,21,2,5,1,1,1,9.8,1,4.9,1,6.4,1,7.9,0,,1,9.8,0,0,,,0,,0,,1,9.7,1,8,1,7.7,1,5.1,1,5.3,1,7.5,0,,1,0,1,5,0,,0,,9.7,8.2,10,9.3,7.6,9,10,9.6,9.2,8.6,9.6,9.4,9.1,9.4,6.4,6.3,9.5,8.5,8.9
5a3a829550833c0001eeb6e6,19,2,6,1,1,1,10,1,2.4,1,5.1,1,7.6,1,2.4,0,,1,1,0.1,2.4,0,,1,2.3,1,7.7,0,,1,7.7,1,4.9,1,5,1,2.5,1,2.5,1,2.2,1,4.9,0,,0,,5.5,4.7,6,6.9,5.6,7.5,4.1,5.3,5.4,3.8,6.6,6.8,6.6,4.5,2.4,5.4,6.4,8.1,8.1
5a49033a7aebf7000115452e,22,2,5,0,,1,7.5,0,,0,,0,,0,,0,,0,0,,,1,1,1,7.5,1,5.2,0,,0,,0,,0,,1,5.2,0,,0,,0,,0,,0,,8.7,9.2,8.6,9,6.7,8.4,6.8,8.4,9.3,9.2,9.6,7.7,6.6,8,10,8.1,9.5,8.5,7.3
5a55a0caf6c517000194b09a,19,2,6,0,,1,7.6,0,,0,,0,,0,,1,2.4,0,0,,,0,,1,2.4,0,,1,4.9,0,,1,2.6,1,2.3,1,5.1,1,5.1,1,2.4,0,,0,,0,,7.3,6.6,7.7,7.5,7.4,7.6,7.1,9.1,8,6.5,7.2,8,8.1,7.8,7.8,7.3,9,8.9,8.8
5a5c23afe0cf3d0001268781,22,2,5,0,,1,10,0,,1,3.7,1,8.7,1,3.8,1,2.4,1,1,8.8,4,1,1,1,10,1,8.6,1,3.9,0,,1,5.1,1,6.4,1,3.6,1,1.4,1,1.5,1,4.8,1,5.1,0,,10,10,7.1,10,8.8,10,5,6.1,6.6,8.7,8.9,7.6,10,7.1,6.5,8.2,9.1,7.5,9.2
5a6d4c08e6cc4a0001b6c4f6,21,2,6,0,,1,7.8,0,,0,,0,,0,,0,,0,0,,,0,,0,,1,2.6,0,,0,,1,2.3,0,,1,5.1,0,,0,,0,,0,,0,,7.4,6.3,7,1.5,1.3,7.1,6.5,4.1,4.4,0.1,5.2,5.2,4.5,1.4,0.4,0.1,6.9,7,7
5a6eac90d5d4cb0001d6815a,24,2,6,0,,1,2,0,,0,,0,,0,,0,,0,0,,,0,,0,,0,,1,2.7,0,,0,,1,1.3,1,1.7,0,,0,,0,,0,,0,,6.9,0.5,6.2,2.8,2.1,4.9,3.4,1.7,6.4,0.4,8.2,5.6,5.3,0.3,0,0.1,5.7,5.2,5.9
5a6ff39ef660ae0001a9837e,21,2,6,0,,1,7.1,1,2.1,1,6.7,1,4.8,0,,1,2.4,1,0,0.3,,0,,0,,1,2,0,,0,,0,,0,,0,,0,,0,,1,2,0,,0,,5.5,5,0.2,0.4,0,0.4,0.4,10,0.4,0.4,4.7,0.4,0.4,0.4,0.4,0.4,0.2,0.2,0.2
5a78f57a2a842c0001fc43db,22,2,3,0,,1,7.6,0,,1,2.4,1,5,1,5.1,1,2.5,0,0,,,0,,0,,1,7.5,1,2.5,0,,1,5.1,1,5.2,1,2.6,0,,0,,0,,0,,0,,7.2,4.8,7,5,4.9,7.2,5.2,7.8,5.4,5.1,6.9,6.2,9.6,5.7,5.1,6.2,7.7,7.9,8
5a8c9bdd8fe2dc0001064221,21,2,6,0,,1,7.5,0,,1,4.9,1,7.7,1,2.5,1,2.3,0,0,,,0,,0,,1,7.7,1,5,1,7.6,1,5,1,2.5,1,2.2,1,2.4,1,2.4,1,2.4,0,,0,,6.5,6.4,5.5,5.5,3.4,8.3,4,0,9,2.1,7.1,7.5,7.5,4,1.2,0.8,7.9,7,7.2
5aad397c811b2000016f6de3,21,2,7,0,,1,4.9,0,,0,,0,,0,,0,,0,0,,,0,,0,,0,,0,,0,,1,2.2,0,,1,0,0,,0,,0,,0,,0,,9.3,9,8.2,2.1,2.2,4.9,6.9,7,6.8,1.5,7.3,7.2,7,7.3,2.1,3.6,7.3,3.2,7.2
5ab582bc0527ba0001c17397,25,2,4,1,2,1,8.3,0,,1,5.1,1,2.4,1,5.1,1,2.4,0,0,,,1,1,1,1.4,1,7.4,1,5.4,1,0.8,1,6.3,1,2.5,1,2.6,0,,1,1.5,1,7.5,1,8.3,0,,10,10,10,10,4.4,10,0,9.1,10,6.1,10,10,7.2,6.5,4.8,10,10,10,10
5aba49ec47a9f7000153baa7,20,2,7,1,0,1,7.6,0,,0,,0,,1,2.3,1,2.4,0,0,,,1,0,0,,1,7.6,1,4.7,0,,0,,1,2.4,0,,0,,0,,1,4.9,1,4.9,0,,10,9.9,9.7,7.6,5,9.4,6.9,9.9,6.6,0.6,9.9,10,7.3,6,0.8,1.6,6.1,6.1,5.3
5abc50b2f69e940001d92a87,18,2,4,1,1,1,7.1,1,1.9,0,,1,5.1,1,0.9,1,3.7,0,0,,,1,4,0,,1,9.3,0,,0,,1,2.9,1,0.8,1,4.1,1,0.8,1,4.6,1,4,0,,0,,5,4.4,8.8,7.2,3,9.5,9.2,9.7,8.8,3.5,8.7,8.5,9.6,7.6,5,5.2,6.5,7.1,7
5ac6e40ff69e940001d99253,20,2,7,1,4,1,7.7,0,,0,,1,6.5,1,3.8,1,2.5,0,0,,,0,,1,1.1,1,7.7,1,7.9,0,,1,1.5,1,1.6,1,1.2,0,,1,1.8,1,2.3,0,,0,,8.3,7.3,9.8,5.8,6,9.2,8,10,9.8,1.6,8.4,7.9,9,5.6,3.4,7.6,7.3,6.5,5.9
5accdd6587e271000171be3e,20,2,3,1,2,1,7.5,0,,1,6.5,1,7.6,1,4.9,1,3.2,1,1,9.6,5,0,,0,,1,6.3,1,4.3,0,,0,,0,,0,,1,1.2,0,,0,,1,1.7,0,,8.8,8.9,7.1,7.4,7.6,7.2,7.3,6.4,6.6,6.3,7.7,8.3,7.2,6.2,7,6.3,7.7,7,8
5ad6b9112230320001bd1793,25,2,4,0,,1,5.8,0,,0,,0,,0,,0,,0,0,,,0,,0,,1,4.3,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,6.8,7.9,0.8,3.2,1.2,7.7,0,2.4,10,0,6.1,3.5,5.4,1.1,1,1.9,1.5,2.1,1.5
5ae4f9c702d85e00017da29d,21,2,6,0,,1,6.5,0,,0,,0,,0,,0,,0,0,,,0,,0,,1,2.9,0,,0,,1,3.4,1,1.5,0,,0,,0,,0,,0,,0,,4.7,3,3.1,2.1,1.8,5.7,0.8,0.7,0.3,0.4,3.7,6.4,5.1,1.5,1.8,3.2,5.9,6.6,6.5
5aeafd656b4ecd000115adfd,25,2,4,1,3,1,7.7,1,1.3,1,1.9,1,2.1,1,1.5,1,1.3,0,0,,,0,,0,,1,8.9,1,2.9,1,1.7,1,2,1,2,1,5.1,1,2.3,1,0,1,3.8,1,1.7,0,,6,2.4,9.5,6.5,1.5,6.4,10,7.1,9.7,2.6,10,7.8,10,9.5,0.1,1.5,7.1,6.2,7.2
5aeb33dc329e250001c1f9c3,20,2,5,0,,1,7.8,1,2.6,1,5,1,5.2,1,2.7,1,5.2,1,1,7.7,2.5,1,2,1,2.4,1,9.9,0,,1,5.1,1,5.1,1,2.5,1,2.4,0,,1,5,0,,1,2.5,0,,8.8,9.4,8.8,9.2,9.5,8.8,8.4,10,10,10,7.3,7.4,10,7.8,8.8,3.4,9.3,8.3,10
5af6432e57516b0001410a55,20,2,7,0,,1,9.1,1,1,0,,0,,1,5.5,1,1,1,1,5.9,5.3,1,2,1,5.7,1,8.4,1,7,1,5.3,1,3.1,1,0.7,1,4.6,0,,0,,0,,0,,0,,9.5,6.1,7.5,9.5,7.7,7.6,9.7,9.8,9.8,6.3,9.9,9.7,9.9,9,6.1,7.9,8.3,7.9,8.6
5b04e8e9a496b300013d9a1d,22,2,4,1,5,1,8,0,,1,5.8,1,4.9,1,2.1,1,2.6,0,1,,4.7,0,,0,,1,7.7,1,4.6,0,,1,2.2,1,1.7,1,4.8,0,,0,,0,,0,,0,,9.2,8.4,7.8,8,4.9,8.2,8.3,5,7.9,2.2,7.7,7.8,8.3,8.1,9.5,10,7.1,7.7,7.9
5b0e11f3e9270900013be1c0,21,2,5,0,,1,6.2,1,1.3,1,2.3,1,2.3,0,,1,1.5,1,1,0.3,1,1,0,1,2.7,1,7.6,1,4.8,0,,0,,1,0.8,0,,0,,0,,1,6.6,1,2.6,0,,9.8,9.5,6.8,0.5,6.9,1.2,2.1,10,10,4.8,2.7,1.4,1.2,4.2,1.6,1.7,8.5,8.5,8.5
5b0e2bce30d56200015576ea,20,2,7,0,,1,6.6,0,,1,2.3,1,5.8,0,,1,1,0,0,,,0,,0,,1,8,1,3.7,1,5,0,,0,,0,,0,,0,,1,1.1,0,,0,,2.3,3.2,1.1,5.6,0.4,3,0.6,6.2,4.8,0,4.2,2.3,5,4.2,0,1.1,3.2,3.1,3.3
5b119bc255df300001e68dc0,24,2,7,0,,0,,0,,0,,0,,0,,0,,0,0,,,0,,0,,1,8.7,1,6.4,0,,0,,1,2,0,,0,,0,,0,,0,,0,,6.8,5.8,2.7,0.3,1.3,0.1,0.1,0.1,6.4,0.1,2.6,5.1,4.7,2.6,0.1,0,8.2,8.1,8.3
5b147696d282ff00015c2c4e,25,2,8,0,,1,8,0,,1,2.2,1,2.5,0,,0,,0,0,,,0,,0,,1,10,1,6.1,0,,0,,1,1.3,1,5.6,0,,1,,1,0.8,0,,0,,4.7,3.1,1.7,3.8,0.6,7.1,4.6,2.7,6.3,0.7,6.1,3.2,7.6,2.6,3.9,2.5,8.1,4.1,6.2
5b158b62e9270900013c729f,22,2,7,0,,1,7.6,0,,0,,0,,0,,0,,0,0,,,0,,0,,0,,0,,0,,1,5,1,2.5,0,,0,,0,,1,0.2,0,,0,,1,0.6,0.4,0.1,0.1,0,0.1,0.8,4.2,0.1,2.5,2.2,0.5,0.4,0.1,0.1,2.8,4.6,6
5b1954512767e20001e4e351,25,2,6,0,,1,7.3,0,,0,,1,2.3,0,,0,,0,1,,2.3,0,,0,,1,7.4,1,4.6,0,,1,6.8,1,2.3,1,5.5,1,2.6,1,2.2,0,,1,2.4,0,,9.9,8.9,8.4,2.2,2,7.6,4.8,9.7,7.2,3.1,8.8,9.3,3.2,7.3,0.4,1.8,7.2,2.1,6.8
5b1de87c68a5ed000173a7c9,22,2,4,0,,1,7.5,1,2.3,1,5.1,1,5,1,2.3,1,2.5,0,0,,,0,,0,,1,7.6,1,7.6,1,2.6,1,2.3,1,2.4,1,7.6,0,,1,2.4,1,9.9,0,,0,,10,10,8.3,9.6,6.6,8,10,10,9.9,7.7,10,10,10,9.9,0.2,0.6,7.2,7.3,7.4
5b1ebf1ebdf4e1000163a8ba,25,2,5,1,1,1,7,0,,0,,0,,0,,1,1,0,0,,,1,1,1,1,0,,0,,0,,1,3.5,1,0.9,1,4.7,0,,0,,0,,0,,0,,3.9,2.8,4.7,0.8,0,6.3,3.1,10,10,0.2,7.1,6.6,7.3,2,1.2,1.5,6.7,6.5,6.6
5b1eff2f3522660001b4693e,25,2,6,1,1,1,4.9,0,,0,,0,,0,,0,,1,1,6.4,6.6,0,,1,2.3,1,7.5,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,8.3,8.4,6.4,4.5,7.1,5.9,5.9,10,8.3,1,5.1,4.6,6.6,8.6,2.2,3.3,6.5,6.5,6.4
5b20740a3522660001b48123,23,2,7,1,0,1,7.6,1,1.7,0,,0,,0,,1,4,0,0,,,0,,0,,1,5.2,1,5.5,0,,1,4.1,0,,0,,0,,1,3,1,1.6,1,5,0,,7.6,8.2,8.4,6.1,6,10,8.1,2.8,2.9,9.8,10,7.4,9,7.4,6.4,8.6,9.8,9.8,9.8
5b21c4ab31d0080001b9f55e,22,2,6,0,,1,4.4,0,,0,,0,,0,,0,,0,0,,,0,,0,,1,0.2,0,,0,,0,,0,,1,0.7,0,,0,,0,,0,,0,,4.6,3.3,5.4,6.4,4.7,6.6,5.5,5.1,5,2.9,7,5.9,6,4.3,6.5,5.2,5.1,5.6,5.3
5b23d0784fb0d40001e95407,20,2,5,0,,1,5.2,0,,0,,1,5.1,1,2.5,1,2.4,0,0,,,1,1,1,2.2,1,4.7,0,,1,2.6,1,2.5,1,2.2,0,,0,,0,,0,,1,2.3,0,,5.8,7.4,7.4,6.5,7.7,7.9,5.2,7.6,7.7,2.5,8,7.8,7.5,7.7,2.1,3.1,5.4,5.4,5.4
5b23fc6c5b5c0900018a64c1,23,2,7,0,,1,4.8,0,,0,,1,0,0,,1,2,0,0,,,0,,0,,1,5.2,1,4.8,0,,1,2.8,1,2.3,1,,0,,0,,0,,0,,0,,3.6,5.6,0.3,0.3,0.4,2.3,1.3,8.6,8.8,0.2,0.1,0.7,0.2,1.6,0.1,0.3,5.2,5,5
5b241ef5d6b13a000128ba38,25,2,9,1,4,1,7.6,1,1.4,1,0.8,0,,0,,0,,1,0,0.3,,0,,1,2.6,1,6.1,0,,1,7.7,1,0.9,0,,1,2.1,0,,0,,0,,0,,0,,9.2,7.3,4.1,5.3,5.3,6.4,6.9,6.9,8.6,4.8,7.5,6,8.1,2.8,2.6,1.7,6.1,5.4,6.5
5b26356f7f78160001461949,25,2,3,0,,1,4.7,0,,1,2.5,1,3.9,1,2.4,1,0,0,0,,,0,,0,,1,5,1,2.6,0,,1,2.5,1,2.5,0,,0,,1,0,0,,0,,0,,0.6,0,0.6,0.1,0,2,0.5,0,0.5,0,1.2,1.3,4.1,0.1,0,0,4.1,3.6,4.1
5b2ad02b34ffd00001b4c6ad,25,2,6,0,,1,2.5,0,,0,,0,,0,,0,,0,0,,,0,,0,,1,5.1,1,3.2,0,,1,2.5,1,3.2,1,2.6,0,,0,,1,3.2,0,,0,,10,10,10,10,10,10,10,8.8,10,10,9.8,10,10,10,10,10,5.5,5.3,5.4
5b467b0774d69400016e8132,25,2,5,0,,1,4.9,0,,0,,1,4.8,0,,1,2.6,0,0,,,1,1,0,,1,4.9,1,5.1,0,,0,,0,,0,,0,,0,,0,,0,,0,,6.1,3,3.1,5.5,2.1,3,3.2,10,10,3.3,4.1,5.6,3.2,3.2,7.1,4.9,8.4,8.5,8.3
5b4caed7995d4e000108feac,24,2,7,1,2,1,5.3,0,,1,2.1,1,2.4,0,,0,,0,0,,,0,,0,,1,5.1,1,6.5,0,,0,,0,,1,2.3,0,,1,2.7,0,,1,2.4,0,,5,5,6.6,4.2,5.1,4,4.1,6.3,4.4,4.1,4.1,4.1,4.2,4.8,4.2,2.9,6.7,6.9,6.4
5b4e2793d4581f0001327939,21,2,8,0,,1,7.1,0,,0,,0,,0,,0,,0,0,,,0,,0,,1,6.3,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.6,0.5,0.9,0.6,0.8,1,0.9,0.6,0.7,1.1,1,6.3,0.9,0.9,0.7,0.8,9,9,9
