PID,AGE,GENDER,SES,CACT1_1,CACT1_1A,CACT1_2,CACT1_2A,CACT1_3,CACT1_3A,CACT1_4,CACT1_4A,CACT1_5,CACT1_5A,CACT1_6,CACT1_6A,CACT1_7,CACT1_7A,CACT2_1,CACT2_2,CACT2_1A,CACT2_2A,CACT4,CACT4_1A,CACT5_1,CACT5_1A,CACT5_2,CACT5_2A,CACT5_3,CACT5_3A,CACT6_1,CACT6_1A,CACT6_2,CACT6_2A,CACT6_3,CACT6_3A,CACT6_4,CACT6_4A,CACT6_5,CACT6_5A,CACT6_6,CACT6_6A,CACT8_1,CACT8_1A,CACT8_2,CACT8_2A,CACT8_3,CACT8_3A,CEIE1_1,CEIE1_2,CEIE1_3,CEIE1_4,CEIE1_5,CEIE1_6,CEIE1_7,CEIE1_8,CEIE1_9,CEIE1_10,CEIE1_11,CEIE1_12,CEIE1_13,CEIE1_14,CEIE1_15,CEIE1_16,CEIE2_1,CEIE2_2,CEIE2_3
5c88612e46b0ad0001ecef20,18,1,7,1,5,1,8.8,1,2.3,1,7.6,1,8.4,0,,1,2.4,1,1,6.7,5.1,1,1,1,6.4,1,8.8,0,,1,6,0,,0,,0,,0,,0,,0,,1,6,1,1,7,4.9,5,5.9,6.1,6.2,2.9,6.8,6.3,3.3,8,6.2,8.6,7.3,4,8.5,8.3,8.3,8.4
5c886169739b210001f6241a,18,1,8,0,,1,9.1,0,,0,,0,,0,,0,,0,0,,,0,,0,,1,8.1,1,6.8,0,,1,2.7,0,,0,,0,,0,,1,1.1,0,,0,,6.5,8.3,3.5,0,2.3,10,7.1,2.1,7.4,7.1,5.6,8.1,8.3,0.3,0,0,1.4,10,10
5c8899046ef9740001749269,22,1,7,1,0,1,10,0,,1,7.7,1,7.8,1,7.6,0,,1,0,7.5,,0,,0,,1,10,1,7.7,1,7.6,1,8.7,1,8.9,1,6.3,0,,0,,0,,0,,0,,7.1,6.1,6.2,6.9,2.1,7.7,6.8,6.7,7,4.2,7.7,7.8,7.3,6.9,2,2.7,7.3,6.4,6.8
5c88c437973d930016653c3b,23,1,5,1,1,1,7.6,1,1.1,1,3.9,1,2.4,1,3.7,1,2.1,0,0,,,0,,0,,1,8.6,1,7.6,0,,1,5,1,5.1,1,6.3,1,5.9,1,6.1,0,,0,,0,,8.2,4.4,9.5,8.4,5.8,8.3,9.9,9.8,9.8,2.8,7.2,9.4,9.9,5.9,1.9,1.9,8.7,8.8,8.8
5c8925114dae95001495e7f1,18,1,7,0,,1,7.4,0,,0,,0,,0,,1,2.6,0,0,,,1,1,1,5,1,7.5,1,10,0,,1,2.3,1,2.3,0,,0,,1,4.8,0,,1,5,0,,10,10,10,2.7,10,5.3,3.2,10,8.1,1.6,1.5,1.7,10,2.1,1.5,1.7,10,7.3,10
5c89bf9c54effd0016d7285b,22,1,5,0,,1,5.8,0,,1,0.9,1,3.5,1,1.1,0,,0,0,,,0,,0,,1,7.5,1,2.4,0,,1,7.5,1,7.6,1,2.4,0,,0,,0,,0,,0,,9.2,8,9.4,7.8,5.6,9,9.4,10,10,1.5,9.5,7.7,9.2,9.3,6,7.1,8.7,7.7,9.1
5c8c6dae079f570001f1191a,19,1,6,1,0,1,7.1,0,,0,,0,,1,2.4,0,,0,0,,,0,,0,,1,7.1,1,5,0,,1,2.2,0,,0,,0,,0,,0,,0,,0,,7.7,6.7,0.1,0,0.1,1.4,0.5,1.7,0.8,0.1,6.2,5,4.6,0.1,1.5,0,6.2,7.1,5.9
5c8d1616aef068000161aac3,19,1,7,0,,1,7.6,0,,1,3.3,1,1.5,0,,1,2.5,0,0,,,0,,1,1.4,1,8.7,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,9,8.2,8.3,7.4,1.9,6.7,0.8,0,2.1,7.6,5.9,6.6,6.2,5.6,0,1.2,7.2,1.7,8.2
5c90f96826e3ed0001989dce,23,1,7,0,,1,6.2,0,,0,,0,,0,,1,2.1,0,0,,,0,,0,,1,4.6,1,7.8,0,,1,4.3,0,,0,,0,,0,,1,5.4,0,,0,,10,6,0.6,0,0,8,0,10,10,2,5.5,5,0.4,1.2,1.3,0,3.4,7.8,4.5
5c912c0ebe78b00014c824f3,24,1,6,0,,1,6.2,1,0.7,0,,0,,0,,1,0.4,0,0,,,0,,0,,1,8.8,1,7.6,0,,1,5.9,1,5.8,0,,0,,0,,0,,0,,0,,7.4,10,3.7,0,3.8,10,0,10,10,1.1,10,10,4.5,0,0,0,10,10,10
5c91976f5e774a00169637dc,18,1,6,0,,1,5.4,0,,0,,0,,0,,0,,0,1,,6.9,0,,0,,1,4.8,0,,0,,1,2.6,0,,0,,0,,0,,0,,0,,0,,7.8,6.8,7.9,4.8,6,5.3,5,7.8,9.2,4.6,6.4,4.6,7.9,5.2,5.2,4.3,8.4,8.1,7.9
5c91a1961878b000172234b1,25,1,6,0,,1,6,1,1.2,1,2,1,5.1,0,,1,5.2,0,1,,2.5,0,,1,1.1,1,5.1,1,7.8,1,5,1,2.5,1,2.9,1,5.1,0,,1,5.1,0,,0,,0,,10,10,10,10,1.4,10,10,10,10,10,10,10,10,10,1,0.8,6.3,6.2,6.1
5c9290d594219e00014cb500,22,1,6,0,,1,5.1,0,,1,5.2,1,5,1,2.5,0,,0,0,,,0,,0,,1,5.2,1,5,1,5.2,0,,0,,0,,0,,0,,1,0,0,,0,,8.5,8.2,0.3,0.7,0.1,0.5,0.5,0.5,10,0.1,8.7,8.5,8.7,0.4,0.7,0.2,0.3,0.4,0.2
5c937ba0928ee400143e0644,24,1,7,0,,1,7.6,0,,1,1.2,1,0.8,1,1.4,0,,0,0,,,0,,0,,1,8.1,1,5,0,,1,1.2,1,1.8,0,,0,,0,,0,,0,,0,,8.6,3,1.2,0.9,0.8,8.4,1.1,1.2,7.2,0,8,5.3,8.7,0.7,0,3.5,1.8,1.2,1.1
5c9567e99d4cac0011609746,20,1,6,1,40,1,6,0,,1,4.8,1,5.5,1,2.3,1,1.3,1,1,8.3,8.4,0,,1,2.6,1,6.8,0,,0,,1,3.3,1,4,1,1.2,0,,1,2.1,0,,0,,0,,8.6,9.5,8.8,5.5,4.6,10,7.3,7,9.2,1.1,10,5.4,10,5.3,4,6.6,10,10,10
5c9833cd8efd9100153341ff,20,1,5,0,,1,,0,,0,,0,,0,,0,,0,0,,,0,,0,,1,5.1,1,2.3,0,,1,2.4,0,,1,2.3,0,,1,1.2,1,2.5,0,,0,,0,0,0,2.3,0.1,1.4,1.7,1.3,1.6,0.2,6.1,5.1,8,3.8,0,5.1,10,10,10
5c99059edb70520017acbdf5,25,1,5,0,,1,8.6,0,,0,,0,,1,6.6,1,5.1,0,0,,,1,1,1,1.7,1,8.8,0,,0,,1,5,1,3,1,2.5,1,0.5,1,1.5,1,2.2,0,,0,,8.6,8.6,7.4,7.5,4.6,6.6,8.3,8.3,8.5,0,10,7.3,7.4,5.5,0,0,8.3,8.5,8.2
5c9950b8ee4bb400018db934,22,1,6,1,3,1,6.8,0,,0,,0,,0,,1,4.5,1,0,0.3,,0,,1,2.4,1,9.5,1,4.6,0,,1,7,1,4.6,0,,0,,0,,1,10,0,,0,,8.1,6.9,8.4,8.6,7.2,8.1,7.1,4.9,4.9,10,9.6,9.1,9.1,5.5,3.1,5.2,8.3,8.3,8.9
5c9999e227e5bf001413fc04,22,1,6,0,,1,6.6,0,,0,,1,1,1,0.2,0,,0,1,,7.7,0,,0,,1,0.1,1,7.7,0,,1,5.1,1,2.5,1,2.6,1,2.4,1,2.3,0,,0,,0,,0.8,4.8,1.2,0.4,0.8,10,1.1,0.1,0.8,0.2,0.1,1.1,0.3,1.7,1.2,2.5,6.1,6.3,6.5
5c99b220c7f75b0001678674,21,1,5,0,,1,7.6,0,,1,4.9,1,9.5,1,7.4,1,4.9,0,0,,,0,,0,,1,7.7,1,7.6,1,7.5,1,7.7,1,4.8,0,,1,7.6,1,7.6,0,,0,,0,,10,10,10,3.2,10,7.3,7.4,0,2,4.7,10,10,4.5,10,1.5,10,10,10,10
5c9a8a071966cc001775122e,19,1,5,0,,1,5.2,0,,0,,0,,1,5,1,2.4,0,1,,2.5,0,,1,1.3,1,5.5,1,7.9,1,9.8,1,7.7,1,8.3,1,8.9,1,9.6,1,9.6,1,8,0,,1,1,8.8,9.4,10,9.2,9.4,9.2,9.2,9.4,9.2,9.5,8.9,9.2,6.3,9.1,8.1,9.1,9.2,8.8,10
5ca2ab559cd82b00164fe038,20,1,6,1,6,1,8.6,1,4.9,1,2.4,1,3.7,1,7.2,1,3.7,1,1,3.7,5,1,2,1,2.1,1,7.5,0,,1,1.7,1,6.3,1,6.1,0,,0,,1,7.9,0,,0,,1,2,8,10,0,0,7.3,6.1,0,0,0,0,0,0,5.2,0,0,0,0,5.2,0
5ca2e8f345fea20015d840ca,25,1,3,1,1,1,8.8,0,,1,2.7,1,4.9,1,4.7,1,0.5,0,0,,,0,,0,,1,8.8,1,8.4,1,1.6,1,3.7,1,5,1,4.4,0,,1,0.2,0,,0,,0,,4.9,5,5.2,5,2.3,8.4,7,8.1,8.8,2.1,9.3,8.4,8.4,6.3,4.8,3.1,10,10,10
5ca4f31d6e18460015073aa4,21,1,6,0,,1,6.2,0,,1,6.7,1,4.8,0,,1,6.5,0,0,,,0,,0,,1,7.4,1,8.2,0,,1,6.4,1,7.4,0,,0,,0,,0,,0,,0,,5.5,4.5,6.3,1.6,4.7,6.4,3.7,2.7,6.1,2.5,4.9,6.7,3.7,5.8,6,6.8,7.2,4.8,4.4
5c83f1ed20b39a001440b6b1,23,1,5,1,1,1,7.5,0,,0,,1,5,1,3.4,1,2.5,0,0,,,0,,0,,1,10,1,8.7,1,6,1,3.9,1,2.5,0,,0,,0,,0,,0,,0,,9.9,9.2,9.1,9.1,0.1,9.5,7,9.1,9.3,9.1,10,9.1,9.9,8.9,10,0.1,10,7.1,10
