,Q2,Q4,Q5,Q10,Q12,Q14,Q17,Q18,Q26,Q28,Q30,Q32,Q34,Q35,Q39,Q45,Q47,Q48,Q49,Q50,Q51,Q52,Q53,Q54,Q56,Q59,Q60,Q63,Q66,Q70,Q71,Q72,Q63,Q74,Q75,Q76,Q77,Q78,Q79,Q80,Q82,Q84,Q86,Q88,Q89,Q90,Q91,Q95,Q98
5888,1,2,    E,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,1,2,3,5,3,1,4,4,3,2,2,2,1,1,1,1,1
5889,2,2,    E,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,5,8,1,1,6,1,2,1,2,1,1,1,1,2
5890,2,2,    E,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,7,2,2,1,3,2,2,2,2,3,4,6,4,1,7,2,2,1,3,2,1,1,2,1
5891,1,2, B,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,1,4,1,4,7,2,1,3,1,2,1,4,1,1,1,1,2
5892,1,1, , ,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,2,1,5,1,2,2,2,7,1,8,8,4,7,3,1,2,4,2,1,1,4,1
5893,2,1,    E,2,1,1,4,2,1,3,1,1,1,7,2,5,3,1,1,1,1,1,1,2,1,6,5,2,1,4,2,2,2,3,2,3,8,8,4,6,3,2,1,3,2,1,2,6,2
5894,1,2,    E,2,1,1,1,1,2,1,2,1,1,5,1,3,2,1,1, ,1,1,1,1,1,1,1,1,1,3,2,2,1,3,3,1,1,4,1,5,3,2,2,2,2, ,1,4,1
5895,2,2,    E,4,1,1,3,2,2,1,1,1,1,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,1,2,4,5,5,8,4,5,4,2,1,4,2,1,1,1,2
5896,2,2,    E,1,1,1,1,1,2,1,1,1,1,4,2,5,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,2,1,1,3,2,4,2,2,1,5,2,1,1,1,2
5897,1,1,    E,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,1,3,1,1,5,7,2,1,3,2,1,3,1,1,1,5,2
5898,2,1,    E,2,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,3,1,2,2,3,5,5,3,4,2,2,1,4,2,1,1,2,2
5899,2,1,    E, ,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,1,1,3,1,1,8,6,1,4,3,2,3,2,2,1,1,6,2
5900,2,2,    E, ,1,1,3,1,2,1,2,1,1,5,2,1,1,1,1,1,1,1,1,1,1,6,3,3,1,2,2,2,3,2,2,2,6,6,1,6,2,2,1,4,1,1,1,7,2
5901,1,1,    E,2,1,1,1,1,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,4,4,1,4,1,4,8,8,2,1,2,2,1,3,1,1,1,8,2
5902,1,2,    E,2,1,1,1,1,2,1,1,2,1,6,2,2,1,1,1,1,1,1,1,1,1,5,6,3,1,3,2,1,3,2,1,1,5,4,3,1,2,2,1,3,2,1,1,5,2
5903,1,2,    E,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,8,5,4,6,3,2,1,4,2,1,1,6,2
5904,2,2,    E,2,5,5,8,3,2,1,1,2,1,7,3,7,6,2,6,6,2,1,3,3,3,4,7,2,1,4,1,2,2,3,6,2,6,8,4,6,1,1,1,2,3,5,5,8,1
5905,2,2,    E,4,1,1,3,2,2,1,2,1,1,6,2,5,3,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,2,2,2,3,7,5,6,3,2,1,4,2,1,1,2,2
5906,1,2,    E,2,1,1,1,1,2,1,2,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,3,1,6,6,2,7,1,2,1,4,1,1,1,2,2
5907,2,1,  C,2,1,1,1,1,2,1,2,1,1,2,1,3,3,2,2,1,1,1,1,1,1,6,2,2,1,2,1,2,2,3,2,4,8,8,4,4,4,2,1,4,1,1,1,6,2
5908,1,2,    E,3,1,1,1,1,2,1,1,1, ,6,1,5,3,5,1,1,1,1,1,1,1, , , ,1,2,2,2, ,3,3,1,2,7,3,6,3,2,1,3,2,1,1,1,1
5909,1,2, B,1,1,1,1,1,1,4,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,7,5,2,1,6,1,1,8,5,1,7,1,2,2,2,2,1,1,1,1
5910,1,2,    E,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,4,3,1,7,2,6,8,8,1,2,2,2,1,7,1,1,1,8,2
5911,2,2,    E,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,5,2,3,1,5,3,4,3,3,1,2,8,8,1,4,3,2,1,4,2,1,1,6,1
5912,1,2,    E,2,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,2,1,2,1,2,1,2,1,6,3,2,1,1,3,1,1,2,2
5913,2,1,    E,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,3,1,3,8,4,2,4,1,3,1,5,1,1,1,2,2
5914,1,2,    E, ,1,1,1,1,2,1,1,1,1,1,2,7,6,1,1,1,1,1,1,1,1,1,1,1,1,5,2,2,1,4,1,3,2,3,5,3,2,2,1,3,2,1,1,5,1
5915,1,2,    E,2,1,1,1,1,2,1,2,1,1,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,4,3,3,4,7,1,7,4,2,1,2,2,1,1,5,1
5916,1,2,    E,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,3,1,2,8,3,2,3,1,2,1,4,1,1,1,1,2
5917,1,1,    E,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,1,7,2,2,7,5,2,4,3,2,1,3,1,1,1,4,2
5918,1,2,    E,4,1,1,1,1,2,1,2,1,1,6,3,3,1,1,1,1,1,1,1,1,1,8,2,2,1,1,1,1,2,3,2,2,5,4,1,7,1,2,1,2,2,1,1,2,1
5919,1,1,    E,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,4,1,8,2,1,7,2,2,1,3,1,1,1,1,2
5920,1,2,    E,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,1,3,1,2,5,6,2,5,2,2,1,4,1,1,1,2,2
5921,1,1, ,1,1,1,1,1,1,3,2,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,3,4,1,1,1,2,2,2,3,4,1,7,2,2,1,1,1,1,1,3,1
5922,2,2,    E,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,2,1,5,1,1,8,6,2,4,3,3,1,5,1,1,1,3,2
5923,1,1, ,1,1,1,1,1,2,1,1,1,1,3,1,4,1,1,1,1,1,1,1,1,1,8,7, ,1,3,1,2, ,1,2,2,8,8,1,7,3,2,2, ,2,1,1,8,2
5924,1,1, , ,1,1,1,1,1,2,1, ,2,1,1,1,1,1,1,1,1,1,1,1,1,6,3,3,1,6,1,2,3,3,2,2,8,8,1,3,1,2,2,5,2,1,1,8,1
5925,1,1,    E,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,3,2,3,6,1,6,5,1,3,5,4,2,1,1,1,2
5926,2,1,   D,1,1,1,1,1,2,1,2,1,2,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,3,2,1,1,4,4,2,2,1,5,2, ,1,4,2
5927,2,1, ,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,6,6,1,1,1,1,2,8,3,1,7,1,2,1,3,1,1,1,2, 
5928,1,1, ,2,1,1,1,1,2, ,2,1,1,1,1,4,2,1,1,1,1,1,1,1,1,6,4,2,3,3,1,1,2,2,1,5,8,3,5,4,2,2,1,5,1,1,2,1,2
5929,1,2,    E,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,3,2,2,8,8,5,6,2,2,1,3,2,1,1,3,2
5930,1,1,    E,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,2,1,1,5,1,2,6,7,3,6,4,2,1,2,1,1,1,4,1
5931,2,2,    E,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,2,1,3,3,3,8,8,5,7,3,2,1,2,1,1,1,8,1
5932,2, , ,3,1,1,2,1,2,1,2,1,1,1,1,4, ,1,1,1,1,1,1,1,1, ,6,2,1,3,1,1,2,2,1,1,7,2,1,1,1,2,1,4,1,1,1,2,2
5933,1,1,    E,2,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,8,2,2,1,3,2,2,2,3,2,3,7,7,2,5,3,3,1,2,1,1,1,4,2
5934,2,2,    E,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,7,2,2,1,3,1,2,2,2,2,2,8,7,1,5,4,2,1,3,1,1,1,3,2
5935,1,1, ,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,6,2,3,1,3,2,2,3,1,2,1,6,7,2,7,4,2,1,2,1,1,1,4,2
5936,1,1, ,2,1,1,1,1,2,1,1,2,1,2,2,4,1,1,1,1,1,1,1,1,1,6,4,2,1,2,2,1,2,3,2,1,1,8,1,1,4,2,3,4,1,1,1,8,2
5937,1,2,    E,2,1,1,2,1,1,1,1,1,1,2,2,6,1,5,2,1,2,1,1,1,1,6,3,2,3,4,1,2,2,4,2,2,8,5,1,1,1,2,1,4,3,1,1,1,1
5938,1,2,    E,2,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,2,1,2,8,6,4,6,2,2,1,5,1,1,1,6,2
5939,1,2,  C E,2,1,1,1,1,2,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,5,4,3,1,3,3,3,2,1,1,1,4,1
5940,2,1,A,2,1,1,1,1,2,1,2,1,1,2,2,5,1,1,1,1,1,1,1,1,1,4,7,3,1,5,2,2,3,2,1,3,6,1,2,1,1,2,1,4,1,1,1,1,2
5941,1,1,A   E,2,4,1,3,1,1,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,1,1,5,1,1,1,5,1,6,2,2,2,2,2,1,1,2,1
5942,1,1, ,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,7,6,1,6,4,2,1,3,2,1,1,2,2
5943,1,2,    E,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,6,5,2,1,2,2,7,2,3,2,4,7,5,1,2,2,2,1,2,1,1,3,5,2
5944,2,1,    E,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,7,2,2,1,2,1,2,2,2,2,2,4,5,1,7,1,3,1,4,2,1,1,8,2
5945,2,2,    E,3,1,1,1,1,1,2,2,1,1,6,2,2,1,2,2,1,2,1,1,1,1,6,2, ,1,5,4,4, ,5,7,5,5,7,1,1,1,2,1,2,2,2,3,7,2
5946,2,2,    E,2,1,1,1,1,2,1,1,1,1,4,1,2,1,1,1,1,1,1,1,1,1,7,2,2,1,2,3,1,2,1,3,6,6,6,2,4,4,2,1,5,2,1,1,4,2
5947,2,1, ,1,1,1,3,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,7,2,2,1,3,2,1,2, , ,2,8, ,4, ,2,2, , , ,1,1,4, 
5948,1,1, ,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,2,2,8,8,5,1,1,3,1,4,2,1,1,8,2
5949,1,1,    E,2,1,1,1,1,2,1,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,6,4,2,1,3,1,1,2,1,2,2,5,3,1,1,1,1,1,5,2,1,1,3,1
5950,2,1,    E,5,5,1,3,1,2,1,2,1,1,5,1,6,4,1,1,2,1,1,1, , ,6,4,3,1,5,4,2,3, , ,5,8,8,1,3,3,2,1,4,2,1, ,6,2
5951,2,1,A C,2,1,1,1,1,2,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,2,2,5,6,6,2,7,4,2,1,3,2,1,1,3,1
5952,1,1,    E,2,1,1,1,1,1, ,1, ,1,2,2, , ,1,1,1,2,1,1,1,1,6,2,2,1,3,2,2,2,3,2,1,3,1,2,2,1,1,1,3,3,1,1,2,2
5953,2, ,  C, ,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,5,1,4,1,1,2,3,4,2,1,1,1,2
5954,2, ,    E,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,3,8,6,4,5,2,2,1,3,7,1,1,1,1
5955,2,1, ,2,1,1,1,1,2,1,2,1,1, ,1,3,1,1,1,1,1,1,1,1,1,6,7,2,1,3,1,1,2,2,3,3,8,4,4,7,3,2,1,5,2,1,1,4,1
5956,2,2,  C,2,1,1,1,1,2, ,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,1,3,2,4,3,5,7,3,2,1,2,3,1,1,2,2
5957,1,1, ,1,1,2,1,1,2,1,2,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,3,4,8,1,3,4,1,2,1,4,2,2,1,1,1
5958,2,1, ,1,1,1,3,1,2,1,1,3,1,1,2,6,4,1,1,1,1,1,1,1,1,4,7,2,1,7,4,2,2,2,3,3,8,6,1,5,2,2,1,4,3,1,1,1,2
5959,2,1,    E,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,5,6,3,1,4,1,2,1,3,2,1,1,3,2
5960,1,2,  C,1,1,1,1,1,1,4,2,1,2,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,3,4,1,1,1,2,5,1,7,1,1,2,2
5961,1,2,    E,2,1,1,2,1,2,1,2,1,1,4,1,3,1,1,2,1,2,1,1,1,1,6,2,2,1,3,2,2,2,1,1,2,3,7,2,2,3,2,5,3,2,1,1,4,1
5962,1,1,    E,1,1,2,2,1,2,1,1,1,1,2,2,7,4,4,1,1,1,1,1,1,1,6,3,2,1,3,1,2,2,3,4,6,8,4,5,3,2,2,1,2,1,1,1,4,2
5963,2,2,    E,2,1,1,4,3,2,1,1,1,1,5,3,7,4,1,1,1,1,1,1,1,1,6,2,2,1,1,2,1,2,3,1,4,1,7,1,4,3,2,1,4,2,1,1,7,2
5964,2,1,    E,2,2,1,1,1,2,1,2,1,1,2,1,3,1,1,1,1,1,1,1,1,3, , , ,1,2,3,3, ,3,2,1,4,8,2,2,4,2,1,3,1,1,1,8,2
5965,1,1,  C,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,2,1,4,2,2,8,8,1,7,4,3,1,3,2,1,1,5,2
5966,1,1,A,2,1,1,1,1,2, ,2,1,1,2,3,1,1,1,1,1,1,1,1,1,1,4,2,2,1,2,1,1,2,3,3,2,4,5,1,7,3,2,1,4,2,1,1,4,1
5967,2,1, ,1,1, , , , , , , ,1,7, , , , , , , , , ,6, ,5,7,3, ,6,5,4,3, , , , ,6,1,4,4,3,5,3,2, , ,5,1
5968,2,1, ,2,1,1,2,2,2, ,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,2,1,1,1,2,1,7,1,2,1,3,3,1,1,1,1
5969,2,1,A,6,5,2,3,3,1,1, ,1,1,7,3,7,6,1,2,1,1,1,1,3,1,5,2,2,1,4,5,2,2,2,3,7,3,5,2,4,1,3,1,1,2,2,2,7,1
5970,2,1,    E,1,1,1,2,2,2, ,2,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,4,2,8,8,1,1,3,2,1,3,2,1,1,2,2
5971,2, ,    E,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,5,5,1,7,1,3,5,4,3,1,1,5,1
5972,2,1, , ,3,1,4,1,2,1,2,1,1,1,3,1,1,1,2,2,1,1,1,1,1, , , ,1,5,1,1, ,2,5,4,8,8,1,1,3,2,2,5,2,1,1,8,2
5973,1,1,    E,2,1,1,1,1,1,3,1,1,1,6,1, , ,5,4,4,1,1,1,1,1,6,4,2,1,2,2,2,2, , , , , , , , , ,1,5,3,4,1, ,2
5974,2,2,  C,2,1,1, , ,2, ,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,2,2,2,2,1,4,5,1,2,1,3,3,1,1,4,2
5975,1,1, ,2,1,1,1,1,2, ,2,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,2,2,1,4,1,4,8,6,3,3,2, ,2,5,7,1,1,3,2
5976,2,1,    E,2,1,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,6,7,4,5,3,2,1,5,3,1,1,6,1
5977,1,1, ,2,1,1,2,1,2,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,5,2,2,1,2,2,1,2,1,2,1,4,6,7,7,1,2,1,4,3,1,1,4,1
5978,2,1,    E,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,8,2,2,1,3,2,1,2,2,2,2,2,4,1,5,3,2,1,4,1,1,1,1,2
5979,1,2,    E,2,1,1,1,1,2,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,2,2,1,3,4,4,4,2,2,1,4,1,1,1,1,2
5980,1,2,    E,2,1,1,1,1,2,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1, ,5,2,1,1,4,2,1,4,3,3,6,1,2,1,3,1,1,1,4,2
5981,1,2,    E,2,1,1,1,1,2,1,2,1,1,7,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,1,4,3,2,1,1,1,4,1,2,1,4,1,1,1,1,2
5982,1,2,    E,2,1,1,1,1,2,1,2,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,1,5,3,1,8,1,1,6,1,3,2,2,1,1,1,1,2
5983,1,2,    E,2,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,1,4,1,1,4,5,3,1,3,2,1,4,1,1,1,3,2
5984,2,2,    E,3,1,1,2,1,1,1,2,1,1,6,2,3,2,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,1,2,1,2,5,1,1,5,1,2,1,3,1,1,1,1,2
5985,1,2,    E,2,1,1,1,1,2,1,2,1,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,2,1,4,2,6,8,6,2,3,4,2,1,3,1,1,1,3,2
5986,2,2,  C E, ,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,4,2,2,6,4,1,6,4,2,1,4,2,1,1,4,2
5987,1,2,    E,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,6,2,2,1,3,2,2,5,6,3,4,2,2,1,4,1,2,1,5,1
5988,1,2,    E,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,4,2,2,1,2,1,2,7,3,2,4,4,2,1,2,1,2,1,1,1
5989,2,2,  C,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,5,1,1,8,6,3,1,4,2,1,4,2,1,1,8,2
5990,2,2,    E,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,2,2,1,8,3,1,4,2,2,1,4,1,1,1,3,2
5991,2,2,    E,1,1,1,1,1,2,1,2,1,2,1,3,1,1,1,1,1,1,1,1,1,1,8,2,2,1,6,6,6,2,6,1,6,8,8,4,5,3,2,1,4,2,1,1,8,2
5992,2,2,    E,2,1,1,1,1,2, ,1,2,1,5,2,5,3,5,1,1,1,1,1,1,1,8,2,2,1,2,1,2,2,2,4,1,3,1,5,1,2,1,1,3,1,1,1,4,2
5993,2,2,    E,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,1,1,6,1,1,8,8,1,5,4,2,1,2,1,1,1,8,2
5994,1,2,    E,3,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,2,8,2,2,6,2,2,1,4,2,1,1,2,2
5995,1,2,    E,2,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,1,4,2,1,6,2,5,5,2,2,1,4,1,1,1,1,2
5996,1,2, B DE,1,2,1,1,1,2,1,2,1,1,1,1,3,2,2,1,1,1,1,1,1,1,5,5,2,3,3,1,2,2,3,1,2,2,6,3,4,1,2,2,2,1,1,1,4,2
5997,2,2,  C,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,6,3,2,3,2,5,2,2,1,1,6,1
5998,1,2,    E, ,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,4,1,1,4,3,1,7,3,2,3,1,2,1,4,1,1,1,3,2
5999,1,2,    E,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,3,1,7,4,2,3,2,2,1,3,1,1,1,1,2
6000,1,2,    E,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,2,2,1,3,1,3,5,6,1,4,2,2,1,3,1,2,1,3,1
6001,2,2,    E,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,1,2,4,6,7,6,1,4,1,3,2,1,1,1,1,6,2
6002,2,2,    E,1,1,1,1,1,2,1,2,1,1,6,3,6,2,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,1,2,2,2,8,7,1,5,2,2,5,5,1,1,2,7,2
6003,1,1,A,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,5,3,3,1,5,2,1,7,6,1,4,3,2,1,1,1,1,1,4,2
6004,1,2,    E,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,2,1,6,1,1,8,8,2,5,4,2,1,3,1,1,1,6,2
6005,1,2,    E,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,2,3,1,3,6,4,4,3,2,1,4,1,1,1,5,2
6006,2,2,    E,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,1,1,2,2,2,7,5,1,3,3,2,1,4,1,1,1,2,2
6007,1,2, B,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,1,4,1,2,8,8,2,3,2,2,1,4,1,1,1,4,2
6008,1,1,ABCDE,6,1,1,8,8,2,1,1,7,1,7,3,7,6,6,6,6,6,6,6,6,3,4,3,3,1,1,1,1,3,1,7,1,8,1,7,7,4,1,4,1, ,6,6,1,2
6009,2,2,    E,2,1,1,2,2,2,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,4,1,3,2,4,7,8,3,5,3,2,1,3,1,1,1,4,2
6010,1,2,    E,2,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,2,2,3,1,1,1,8,1
6011,2,2,    E,1,1,1,3,1,1,1,1, ,1,1, ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,2,2,5,5,8,2,2,1,2,1,4,1,1,1,8,2
6012,2,2,    E,2,1,1,3,3,2,1,2,1,1,5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,3,1,6,6,4,4,3,2,1,3,1,1,1,4,2
6013,2,2,    E,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,1,4,4,4,8,7,3,3,3,2,1,5,1,1,1,3,1
6014,1,2, B,1,1,1, ,1,2,1,2,1,2,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,4,6,1,2,1,4,2,4,8,8,1,3,2,2,1,3,1,1,1,8,1
6015,1,2,  C,2,1,1,1,1,2,1,2,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,2,2,1,8,4,7,1,3,2,1,3,2,1,1,6,2
6016,2,2,    E,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,2,1,1,2,5,1,4,3,2,1,3,3,1,1,1,1
6017,1,2,    E,2,1,1,1,1,2,1,1,1,1,2,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,5,5,2,1,5,3,4,6,6,2,3,4,2,1,3,1,1,1,3,2
6018,2,1,    E, ,1,1,2,1,2,1,1,5,1,7,2,7,4,1,2,1,1,1,1,1,1,6,2,2,1,5,5,1,2,5,2,1,1,8,3,3,3,2,1,4,1,1,1,5,2
6019,1,2,  C,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,3,2,3,8,8,2,1,3,2,1,3,1,1,1,8,2
6020,1,2,    E,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,6,4,1,4,2,2,1,3,2,1,1,1,2
6021,1,2,    E,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,4,2,1,5,8,2,3,3,2,1,5,1,1,1,3,2
6022,2,2,    E,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,2,1,5,2,1,6,6,2,3,3,2,1,4,1,1,1,4,2
