,Q2,Q4,Q5,Q10,Q12,Q14,Q17,Q18,Q26,Q28,Q30,Q32,Q34,Q35,Q39,Q45,Q47,Q48,Q49,Q50,Q51,Q52,Q53,Q54,Q56,Q59,Q60,Q63,Q66,Q70,Q71,Q72,Q63,Q74,Q75,Q76,Q77,Q78,Q79,Q80,Q82,Q84,Q86,Q88,Q89,Q90,Q91,Q95,Q98
4043,1,2,A   E,1,5,5,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,3,1,3,2,5,1,5,5,1,3,2,1,5,1,1,1,6,2
4044,2,2,    E,1,4,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,2,1,4,2,5,8,8,4,2,3,1,1,3,3,1,1,6,2
4045,1,2,    E,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,5,1,2,3,8,1,1,2,2,1,2,1,1,1,3,2
4046,2, ,A   E,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,2,1,3,3,3,8,3,4,5,3,2,1,4,2,1,1,3,2
4047,2,2,    E,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,3,2,3,6,4,4,3,3,4,5,2,2,1,4,2
4048,1,2,    E,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1,3,1,2,1,3,1,2,5,7,5,2,1,3,1,4,1,1,1,8,2
4049,2,2,    E,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,2,4,4,8,5,2,5,4,2,1,4,1,1,1,1,2
4050,1,2,    E,2,1,1,1,1,2, ,2,1,2,1,3,1,1,1,1,1,1,1,1,1,1, , , ,1,2,1,2, ,2,1,2,4,1,5,1,1,3,5,5,7,1,1,3,2
4051,1,2,    E,1,1,1,1,1,2,1,2,1,1,6,3,4,3,2,1,1,2,1,1,1,1,4,2,3,1,2,2,2,3,3,3,3,6,4,2,7,2,2,1,3,2,1,1,2,2
4052,2,2,    E,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,2,1,1,2,4,8, , , ,2,2,1,3,1,1,1, ,2
4053,2,2,    E,2,3,1,1,1,1,2,2,1,2,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,2,2,3,1,2,3,7,1,6,1,7,1,1,1,1,3,3,1,4,2
4054,1,2,    E,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,4,5,2,3,1,2,2,1,8,8,3,2,4,3,1,2,2,2,1,8,1
4055,1,2,    E,1,1,1,2,1,1,3,1,3,1,7,3,7,1,4,1,1,1,1,1,1,1, ,2,3,1,2,1,3,3,2,2,1,2,3,1,1,1,1,1,1,2,1,1,5,1
4056,1,2,    E,1,1,1,1,1,2,1,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,6,5,2,3,3,2,1,4,1,1,1,6,2
4057,1,2,    E,1,1,1,1,1,2,1,1,1,1,6,2,3,2,2,1,1,1,1,1,1,1,6,2,3,1,3,2,1,3,2,1,3,1,7,4,1,3,2,1,4,2,1,1,4,2
4058,1,2,    E,1,1,1,1,1,2,1,2,1,1,5,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,5,1,3,1,4,2,5,2,7,4,1,1,3,2,1,1,5,2
4059,2,2,    E,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1, , , ,4,5,2,2, ,4,4,3,1,8,1,4,3,2,5,3,1,1,1,1,2
4060,2,2,    E,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,7,1,2,1,7,1,8,1,7,3,2,1,3,2,1,1,3,2
4061,2,2,  C,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,8,8,4,4,3,2,5,4,2,1,1,8,1
4062,1,2,    E,2,1,1,1,1, , ,1,2,1,6,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,7,1,2,1,3,2,2,8,8,2,1,3,1,1,5,3,1,1,7,1
4063,1,2,    E,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,2,2,1,3,5,4,3,3,2,1,6,1,1,1,3,2
4064,2,2,    E,2,5,1,1,1,2,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1, , , ,1,4,1,1, ,2,1,4,8,4,2,5,3,2,1,4,1,1,1,6,2
4065,2,2,  C E,2,1,1,1,1,2,1,2,1,1,7,3,1,1,1,1,1,1,1,1,1,1,8,2,3,1,3,1,2,3,2,2,2,8,4,6,4,3,2,2,2,2,1,1,4,2
4066,1,2,    E,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,1,4,1,2,7,4,1,4,1,2,1,4,1,1,1,1,2
4067,2,2,    E,2,1,1,1,1,2,1,2,1,2,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1,7,3,2,1,3,1,1,5,8,3,1,2,2,1,4,1,1,1,8,2
4068,2,2,    E,4,3,1,1,1,2,1,1,1,1,7,3,7,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,8,5,5,2,2,1,1,1,1,1,1,2
4069,2,2,    E,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,5,1,1,6,5,6,1,2,1,4,1,1,1,5,2
4070,2,2,A,2,1,1,2,1,2,1,2,1,1,7,1,1,1,1,1,1,1,1,1,1,1,7,3,3,1,3,2,3,3,2,2,4,7,6,5,2,2,2,1,4,2,1,1,4,2
4071,1,2,    E,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,5,8,8,7,7,2,2,1,7,1,1,1,1,2
4072,2,2,    E,2,4,3,8,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,1,1,3,1,3,8,3,6,3,1,2,1,4,1,1,1,3,2
4073,2,2,    E,2,1,3,1,1,2,1,2,1,1,7,2,7,4,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,2,2,2,8,1,5,5,1,2,2,3,2,1,1,1,2
4074,1,2,    E,2,1,1,1,1,2,1,1,1,1,7,1,6,2,1,1,1,1,1,1,1,1,6,4,2,3,2,2,1,2,1,3,1,8,4,2,2,1,2,1,4,2,1,3,3,2
4075,1,1,    E,2,1,1,1,1,1, ,1,1,1,7,2,7,6,2,3,2,1,1,1,1,1,4,7,3,1,3,2,1,3,2,4,1,5,1,2,1,1,2,1,3,1,2,2,1,2
4076,2,2,    E, ,1,1,1,1,2,1,1,1,1,3,3,2,2,1,1,1,2,1,1,1,1,1,1,1,1,3,2,2,1,2,2,3,8,1,6,5,1,2,2,3,3,1,1,1,2
4077,2,2,    E,2,1,1,1,1,2,1,1,1,1,7,3,7,6,1,1,1,1,1,1,1,1,7,7,3,1,3,2,2,3,2,2,3,8,6,5,2,2,2,1,3,1,1,1,5,2
4078,1, ,    E,3,1,1,1,1,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,6,7,3,1,1,1,3,3,3,3,2,3,1,1,7,1,3,1,3,1,1,1,1,2
4079,1,2,    E,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,5,6,4,1,7,2,5,7,1,3,1,1,1,1,5,2,1,1,1,2
4080,2,2,    E,3,5,1,1,1,2, ,1,2,1,3,3,7,6,1,3,1,1,1,1,1,1,1,1,1,1,3,2,1,1,2,3,2,8,1,5,5,1,2,2,2,3,2,3,1,2
4081,2,2,    E,2,5,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,3,4,5,8,4,1,2,2,1,5,1,1,1,8,2
4082,1,2,    E,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,5,1,4,1,1,2,2,5,1,1,1,1,2
4083,2,2,  C,2,2,1,3,1,2,1,1,1,1,6,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,2,5,6,5,3,2,2,1,3,2,2,1,6,2
4084,2,2,A   E,2,5,5,8,3,1,1,1,1,1,7,2,7,5,1,4,1,1,1,1,1,1,7,6,3,1,3,1,2,3,3,2,2,7,8,1,3,3,2,1,3,2,1,4,8,2
4085,2,2,    E,3, ,1,1,1,2,1,1,2,1,6,3,7,4,1,4,2,1,1,1,6,1,8,2,2,1,2,3,3,2,2,3,2,8,1,6,3,1,2,2,3,3,1,5,1,2
4086,1,2,    E,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,4,1,1,4,4,5,5,3,5,5,1,2,1,3,2,1,1,3,1
4087,1,2,    E,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,3,3,4,3,1,2,2,5,1,1,1,3,1
4088,2,2,A   E,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,2,2,1,2,1,4,5,7,2,4,2,2,1,3,2,1,1,8,2
4089,1,2,  C,1,1,1,1,1,2,1,2,1,1,5,2,5,3,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,3,1,1,5,1,2,1,2,2,1,1,2,1
4090,2,2,  C,2,1,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,2,3,2,8,8,1,2,3,3,2,1,7,1,1,8,2
4091,2,2,    E,2,1,1,2,1,1, ,2,1,1,1,3,2,1,1,1,1,1,1,1,1,1,7,2,2,1,3,1,2,2,3,1,4,8,8,2,4,2,2,1,4,1,1,1,8,2
4092,1,1, ,1,1,1,2,1,2,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,1,2,4,2,6,3,1,5,2,2, , , ,1,1,2, 
4093,2,2,A,2, ,1,4,1,2,2,1,3,1,2,2, , ,4,5,1,2,3,4,1,1, , , ,2,6,2,3, ,3,2,1,1,7, ,7,4, , , ,2,6,2,7,1
4094,1,2,    E,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,2,2,2,5,6,3,7,3,2,1,3,1,1,1,6,2
4095,1,2,    E,2,1,1,1,1,2, ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,6,2,6,2,2,1,6,3,1,1,2,2
4096,1,2,  C E,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,4,8,3,2,2,1,2,1,5,1,1,1,1,1
4097,1,2,    E,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,6,2,3,3,2,1,1,3,2,3,4,5,7,1,3,3,2,1,6,1,1,1,3,1
4098,2,2,A   E, ,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,7,2,2,1,2,2,3,2,2,3,3,6,6,3,4,3,2,1,3,1,1,1,6,2
4099,2,2,A   E,2,1,1,2,2,2,1,1, ,1,3, ,1,1,1,1,1,1,1,1,1,1,7,2,2,1,2,1,2,2,2,3,1,6,2,3,4,2,2,2,2,3,6,1,1,1
4100,2,2,    E, ,1,1,5,1,2,1,1,1,1,7,2,7,6,1,1,1,1,1,1,1,1,6,3,2,1,3,2,2,2,4,4,2,4,6,5,6,3,2,1,2,2,1,3,7,2
4101,1,2,    E,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,2,1,1,4,2,3,4,6,2,5,2,2,1,2,1,2,1,4,2
4102,1,1,    E,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,4,8,4,4,3,2,1,2,1,1,1,6,1
4103,1,2,    E,2,1,1,1,1,2,1,2,1,1,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,3,2,1,4,8,1,5,2,3,1,4,2,1,1,5,2
4104,1,2,    E,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,4,8,8,4,1,3,2,1,5,1,1,1,8,2
4105,2,2,    E,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,4,3, , ,5,4,4,3,2,1,5,1,1,1,3,2
4106,1,2,    E,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,2,1,3,1,1,2,6,3,5,2,2,1, ,2,1,1,6,2
4107,2,2,    E,1,1,1,1,1,1,1,2,1,1,3,2,2,2,1,1,1,1,1,1,3,1,1,1,1,2,3,3,2,1,4,3,5,1,8,7,2,2,1,3,2,3,1,3,8,1
4108,2,2,    E,2,3,1,1,1,1,1,2,1,1,4,2,1,1,1,1,1,1,1,1,1,1,6,2,2,1,4,2,2,2,4,4,4,8,7,4,4,3,2,1,5,1,1,1,8,2
4109,1,2,    E, ,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,3,1,1,6,6,2,4,1,2,1,4,2,1,1,1,1
4110,2,2,  C,2,1,3,4,3,2,1,1,3,1,2,2,5,3,1,1,1,1,1,1,1,1,3,6,2,1,2,1,2,2,2,3,7,1,4,7,4,1,1,5,7,4,1,1,3,1
4111,2,1, ,1,4,1,5,1,1,2,1,7,1,1,2,3,2,1,5,2,1,6,1,5,3,4,7, ,1,2,2,1, ,2,2,2,2,5,2,5,1,2,1,1,3,1,5,7,1
4112,1,2,    E,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,2,2,2,7,5,5,5,2,2,1,3,1,1,1,5,1
4113,2,1,    E,2,1,1,2,1,2,1,2,1,1,7,2,2,1,1,1,1,1,1,1,1,1,7,3,2,1,7,7,4,2,7,1,5,8,8,4,2,2,2,1,6,1,1,1,8,2
4114,1,1, ,2,2,3,7,2,1,1,1,1,1,2,1,7,4,1,2,1,1,1,1,5,1,1,1,1,3,4,5,2,1,5,1,4,2,3,4,2,1,2,1,1,2,2,3,4,2
4115,1,2,  C,2,1,1,1,1,2, ,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,1,1,1,4,8,5,4,4,2,2,1,5,1,1,1,5,2
4116,1,2,    E,2,1,1,2,1,2, ,2,1,2,1,1,1,1,1,6,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,6,1,4,2,6,7,2,2,1,1,4,3,1,1,1
4117,1,2,    E,2,1,1,1,1,2,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,1,6,1,1,1,6,2,7,2,2,1,3,3,1,1,5,2
4118,2,2,    E,2,1,1,1,1,1,1,2,1,1,5,2,7,4,1,1,1,1,1,1,1,1,1,1,1,4,2,2,3,1,2,4,2,1,3,2,6,1,2,1,2,2,1,3,1,2
4119,2,2,    E,2,1,1,1,1,2,1,1,1,1,7,3,3,2,2,1,1,1,1,1,1,1,7,2,2,1,2,2,1,2,3,4,1,8,4,1,5,1,2,2,2,1,1,1,4,2
4120,1,2,    E,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,2,1,3,1,2,4,6,2,1,1,2,1,3,1,1,1,4,2
4121,1,2,A   E,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,4,1,1,5,2,2,8,7,4,2,3,2,1,4,1,1,1,6,2
4122,2,2,A,2,1,1,1,1,2,1,1, ,1,7,3,6,5,1,1,1,1,1,1,1,1,7,2,2,1,2,1,2,2,1,4,6,7,8,2,2,3,2,1,3,1,1,1,6,2
4123,1,2,    E,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,3,8,1,4,4,1,2,1,2,1,1,1,5,2
4124,2,2,    E,3,1,1,1,1,2,1,1,1,1,7,2,6,1,1,1,1,1,1,1,1,1,7,7,2,1,5,2,2,2,3,3, , ,8,2,2,3,2,1,3,1,1,1,6,2
4125,2,2, B,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,1,4,1,2,6,5,1,3,1,2,1,1,7,1,1,5,1
4126,1,2,    E,2,1,1,1,1,2,1,2,1,1,5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,2,1,4,8,4,1,2,2,1,4,1,1,1,6,1
4127,2,2,    E,2,1,1,2,2,2,1,2,1,1,2,2,1,1,1,2,1,1,1,1,1,1,7,2,2,1,2,1,1,2,2,3,2,4,7,1,3,4,2,1,5,1,1,1,1,2
4128,2,2,    E, ,1,1,1,1,2,1,2,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,5,3,4,1,4,2,2,1,4,2,1,1,1,2
4129,1,2,    E,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,3,1,2,8,8,3,1,3,2,1,5,1,1,1,7,2
4130,1,2,  C,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,3,3,7,1,4,2,1,4,2,1,1,4,2
4131,1,2,    E,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,6,8,5,1,2,3,2,4,2,1,1,2,1
4132,1,2, B,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,1,1,4,1,4,8,6,3,4,2,2,5,5,1,1,1,4,2
4133,1,2,    E,2,1,1, , ,1, ,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,3,3,2,1,3,2,1,4,1,5,5,2,2,1,4,1,1,1,5,1
4134,1,1,A   E,2,1,1,2,2,1,2,2,1,2,1,1,1,1,1,4,1,3,1,1,1,1,5,2,3,1,5,1,1,3,1,2,2,7,6,1,1,2,2,1,1,1,1,1,6,1
4135,2,2,    E,1,3,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,7,3,2,1,5,4,3,8,5,1,7,4,2,1,2,1,1,1,3,2
4136,2,2,    E,2,1,1,1,1,2,1,2,1,1,7,2,4,1,1,1,1,1,1,1,1,1,8,2,2,1,2,2,1,2,2,1,1,8,8,1,5,1,2,1,2,1,1,1,5,1
4137,1,1,    E,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,3,2,1,5,1,3,8,8,1,1,2,2,1,3,1,1,1,8,2
4138,1,1, ,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,4,1,1,8,5,2,5,1,2,1,2,2,1,1,3,1
4139,2,2, B  E, ,1,1,1,1,2,1,2,1,1,2,2,2,1,1,2,1,1,1,1,1,1,6,2,2,1,2,1,2,2,1,2,3,8,7,2,7,4,1,1,4,1,2,1,8,2
4140,2,2,    E,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,7,3,1,1,5,1,2,1,3,1,1,1,1,1
4141,2,2,    E,2,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,8,2,4,1,1,2,1,5,1,1,1,1,1
4142,2,2, B,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,5,2,1,8,6,3,3,1,2,1,3,1,1,1,6,2
4143,1,2,    E,2,1,1,4,1,1,2,2,1,1,5,1,3,2,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,3,3,1,2,3,1,5,1,2,1,3,1,1,1,2,1
4144,2,2,    E,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,7,2,2,1,2,1,2,2,2,2,3,5,6,5,5,1,2,1,3,1,1,1,1,2
4145,1,2,    E,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1, ,2,1,1,1,7,1,1,4,3,1,5,3,2,1,3,1,1,1,2,1
4146,1,2, B,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,3,1,1,8,1,4,3,1,2,1,4,1,1,1,1,2
4147,2,2,    E,2,5,1,1,1,2,1,2,1,1,3,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,2,3,2,2,4,1,6,1,2,1,4,1,1,1,4,2
4148,1,2,    E,2,1,1,1,1,1,1,1,1,1,2,3,3,1,1,1,1,1,1,1,1,1,6,3,2,3,5,4,2,2,4,2,2,2,2,3,1,1,1,1,4,2,1,1,1,1
4149,2,2,    E,1,3,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,2,3,3,7,5,3,7,1,2,1,3,4,1,1,1,2
4150,2,2,    E,2,4,1,1,1,2,1,1,1,1,7,3,7,4,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,2,4,1,2,7,5,3,1,2,1,4,2,1,2,4,1
4151,1,1,    E,2,1,1,1,1,1,1,2,1,1, ,1,2,1,1,1,1,4,1,1,1,1,1,1,1,3,4,1,3,1,4,3,1,1,1,4,1,1,2,2,1,3,1,1,1,1
4152,2,1,    E,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,2,1,3,1,1,2,1,2,3,8,8,6,6,2,2,1,2,1,1,1,4,2
4153,1,2,    E,2,5,1,1,1,2,1,1,2,1,7,3,7,4,1,2,1,1,1,1,1,1,6,3,2,1,2,1,1,2,3,1,1,4,1,1,4,1,2,2,1,1,1,1,1,1
4154,2,2,    E,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,1,5,5,1,8,5,2,7,1,2,1,4,1,1,1,1,2
4155,1,2,    E,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,2,3,8,5,3,4,3,2,1,4,1,1,1,2,2
4156,1,2,    E,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,2,1,4,2,4,8,8,1,1,3,2,1,6,1,1,1,7,2
4157,1,2,    E,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,2,1,5,1,1,7,6,2,4,3,2,1,4,1,1,1,4,2
4158,2,2,    E,2,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,2,3,1,1,1,5,8,8,4,5,3,2,1,4,1,1,1,8,2
4159,2,2,    E,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,2,1,3,2,2,3,8,4,3,2,2,2,4,1,1,1,8,2
4160,2,1,    E,3,5,1,1,1,2, ,1,1,1,4,3,7,6,6,1,1,1,1,1,1,1,4,7,3,1,7,7,7,3,7,1,7,8,8,3,3,4,2,1,1,4,1,1,8,2
4161,2,2,    E,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,5,2,1,8,6,2,4,2,1,1,4,1,1,1,4,2
4162,1,2,  C,2,1,1,3,3,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1, , , , , , , , , , , , ,1,1, , 
4163,1,2,    E, ,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,1,4,2,4,2,7,2,5,3,2,1,3,1,1,1,7,2
4164,1,2,    E,1,1,1,3,3,1,1,1,1,1,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,1,1,2,3,1,2,3,1,7,1,2,2,1,4,1,1,3,1
4165,2,2,    E,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,1,3,2,3,8,8,4,2,2,2,1,4, ,1,1,6,2
4166,1,2,    E,1,1,1,2,1,1,1,1,1,1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1, ,5,3,2,1,5,2,2,5,4,1,7,1,2,1,4,1,1,1,4,1
4167,1,2,    E,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,1,1,3,1,2,8,6,3,5,4,2,1,3,1,1,1,4,2
4168,1,2,    E,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,2,1,2,2,6,6,8,5,4,3,3,1,5,1,1,1,6,2
4169,1,2,    E,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,4,2,1,4,2,3,5,6,1,7,1,2,1,3,2,1,1,6,1
4170,2,2,    E,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,5,1,2,2,4,6,7,3,5,2,3,1,4,2,1,1,4,2
4171,1,2,    E,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,3,2,4,1,2,1,6,3,1,1,2,2
4172,1,1,    E,1,1,1,1,1,2,1, ,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,4,3,8,1,1,1,1,2,1,3,2,1,1,1,2
4173,2,1, ,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,3,2,7,6,4,6,3,3,1,4,5,1,1,5,1
4174,1,2,    E,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,3,1,2,1,3,5,1,2,1,4,1,1,1,1,2
4175,2,2,    E,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,4,7,8,5,4,3,2,1,4,1,1,1,6,2
4176,1,2,    E,1,1,1,1,1,2,1,2,1,1,3,2,1,1,1,1,1,1,1,1,1,1,5,2,3,1,7,1,2,3,4,2,1,8,7,2,2,2,2,1,5,1,1,1,2,2
4177,1,2,A,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,3,5,1,2,1,2,3,2,8,2,5,6,2,2,1,4,2,5,1,3,1
