boro_ct,ntaname,ALAND,pop2020,pop2010,pop2000,trees15,trees05,trees95,geometry,ppt_2020,ppt_2010,ppt_2000,blocks,trees_per_block15,trees_per_block05,trees_per_block95,trees_per_block15_bins,trees_per_block05_bins,trees_per_block95_bins
1014700,Lincoln Square,65417.0,2987,2755.0,2231.0,105,61.0,32.0,"POLYGON ((-73.98669500070864 40.77166799956575, -73.98714600040056 40.77105400056377, -73.98749600012671 40.770575999829305, -73.98761499982801 40.7704150005925, -73.98806300057045 40.769791000776394, -73.99059599954033 40.77085500027338, -73.99091300096602 40.770987999774874, -73.9904539995533 40.77161199997178, -73.9903780003484 40.771714999987736, -73.99023699935752 40.77190699971311, -73.98999399989559 40.7722420002003, -73.98954000029477 40.77286599970236, -73.98833300020118 40.7723579996504, -73.98740499954816 40.771966999800085, -73.98669500070864 40.77166799956575))",28.447619047619046,45.16393442622951,69.71875,3.5562764026762617,29.525264099545993,17.1527724768791,8.998175725575923, 21 to 30, 11 to 20, 1 to 10
1014801,Upper East Side-Carnegie Hill,51979.0,3221,2863.0,2903.0,93,35.0,79.0,"POLYGON ((-73.95398400003376 40.778822000505166, -73.95448200054821 40.778139000675985, -73.95494499985023 40.777503999577675, -73.95654599958863 40.7781799997542, -73.95816500067401 40.77886100029975, -73.95770199991809 40.779495999894166, -73.9572019994001 40.78017900022403, -73.95558500004827 40.77949599965247, -73.95398400003376 40.778822000505166))",34.634408602150536,81.8,36.74683544303797,2.825743937121993,32.911686999749904,12.386118763346737,27.957239494411205,31 to 40, 11 to 20, 21 to 30
1014802,Upper East Side-Carnegie Hill,125621.0,7494,7066.0,6947.0,256,207.0,172.0,"POLYGON ((-73.95165900000728 40.78200799985615, -73.95212200035125 40.78138700036774, -73.95257499931533 40.78075299933579, -73.95303299963157 40.78012600025122, -73.95349200002795 40.779496000549784, -73.95367300016568 40.779247000734955, -73.95375800020815 40.77913000043794, -73.95398400003376 40.778822000505166, -73.95558500004827 40.77949599965247, -73.9572019994001 40.78017900022403, -73.95670800004304 40.78085600002045, -73.95625300042066 40.78148199982035, -73.955792999503 40.78211000042498, -73.95533599964851 40.78273700054372, -73.95487699966898 40.78336299987567, -73.95326000028172 40.78268200003459, -73.95165900000728 40.78200799985615))",29.2734375,34.13526570048309,40.38953488372093,6.8291575275630905,37.486322283057774,30.311205908566244,25.18612278392944,31 to 40,31 to 40, 21 to 30
1014900,Lincoln Square,174054.0,6351,5842.0,5956.0,242,205.0,202.0,"POLYGON ((-73.98157299972637 40.77360199945451, -73.9787279997907 40.77241699994368, -73.9791929991002 40.77178200073484, -73.97965199969396 40.77115600041315, -73.98011199958246 40.770529000257, -73.98056400029425 40.76990500035462, -73.98149599931581 40.77029799999633, -73.98214700040788 40.77057400000104, -73.9834679996401 40.77113600058642, -73.98532199994703 40.77191500018704, -73.98623799942375 40.77229899969741, -73.9857920002604 40.77290399995809, -73.98533200026037 40.77353100002386, -73.98487900040796 40.77415500053473, -73.98441200037998 40.77480799998253, -73.98413100006995 40.77468799947129, -73.98365300030908 40.77448400019992, -73.98358699978488 40.77445599937821, -73.9822219999276 40.773872999359796, -73.98157299972637 40.77360199945451))",26.24380165289256,28.497560975609755,29.485148514851485,9.462129614494918,25.57563781722914,21.665313026991626,21.34825966562102, 21 to 30, 21 to 30, 21 to 30
1015001,Upper East Side-Carnegie Hill,51643.0,2321,2294.0,2247.0,137,25.0,77.0,"POLYGON ((-73.9572019994001 40.78017900022403, -73.95770199991809 40.779495999894166, -73.95816500067401 40.77886100029975, -73.95977399982579 40.779542000524, -73.96136099993488 40.7802409998794, -73.96091900073252 40.78085000088571, -73.96041599937061 40.78153200035659, -73.95881400010713 40.78085799991171, -73.9572019994001 40.78017900022403))",16.94160583941606,91.76,29.181818181818183,2.80747790732394,48.7982468686947,8.904789574579324,27.42675188970432,> 40, 1 to 10, 21 to 30
1015002,Upper East Side-Carnegie Hill,125571.0,5642,5437.0,5866.0,309,278.0,270.0,"POLYGON ((-73.95487699966898 40.78336299987567, -73.95533599964851 40.78273700054372, -73.955792999503 40.78211000042498, -73.95625300042066 40.78148199982035, -73.95670800004304 40.78085600002045, -73.9572019994001 40.78017900022403, -73.95881400010713 40.78085799991171, -73.96041599937061 40.78153200035659, -73.95992100071675 40.78221300037366, -73.95946899967834 40.782833000162604, -73.95900399969331 40.7834670000097, -73.95855799996082 40.784098000166004, -73.95809599928168 40.784717999421844, -73.9564870002184 40.78404400005756, -73.95487699966898 40.78336299987567))",18.258899676375403,19.557553956834532,21.725925925925925,6.826439368366952,45.265179008529046,40.72401218243066,39.55209816279237,> 40,> 40,31 to 40
1015200,Yorkville,189340.0,7730,7275.0,6909.0,286,252.0,318.0,"MULTIPOLYGON (((-73.93862700001718 40.77940200033804, -73.93921699984317 40.77856500024892, -73.93950799902191 40.77922400034946, -73.9395719994623 40.779368000126745, -73.93953699937832 40.77969400044221, -73.93930800056718 40.77985100028988, -73.93933599978025 40.78008300019871, -73.9389729996687 40.780492999653525, -73.93880300007397 40.780601999312175, -73.93882899974474 40.78076299978557, -73.9381010008734 40.78123700009807, -73.93751500025229 40.78113300015548, -73.9374919995107 40.781077000293216, -73.93740000009815 40.781038999864705, -73.9373279996503 40.78098500078141, -73.93760199925671 40.78059200043679, -73.93883299960258 40.78005900026384, -73.93862700001718 40.77940200033804)), ((-73.94360999942366 40.78029900040924, -73.94324600059106 40.77938100006594, -73.94283800059367 40.779632000513715, -73.94238899969329 40.77908299994784, -73.94283100019528 40.7786020002409, -73.94258800025153 40.778135000012114, -73.94223500044255 40.777566999794466, -73.94259000021147 40.77749999980616, -73.9426850000463 40.77749799927356, -73.94283300053597 40.77749500029135, -73.94291300040044 40.77749300039357, -73.94337900049783 40.77686800009555, -73.94351299940078 40.77692800067393, -73.94387899945049 40.777083000486236, -73.94530999992415 40.77769000005586, -73.94571099966717 40.77786000015363, -73.94796800008052 40.7788069993279, -73.94750800002143 40.77943800007708, -73.94704900042244 40.78006400012013, -73.9465909998512 40.78069200067919, -73.94613100020563 40.781316000217096, -73.94567000004722 40.78194699985172, -73.94521299951583 40.782570999829254, -73.94472300002337 40.783247000232876, -73.94405400019649 40.78296400017704, -73.94395499967135 40.78291600015213, -73.94383300058601 40.782859000447026, -73.9437600000121 40.782829000463884, -73.94360400027819 40.78264999964527, -73.94373100012587 40.782151000426076, -73.94383499987603 40.78135500061734, -73.94360999942366 40.78029900040924)))",27.027972027972027,28.86904761904762,21.72641509433962,10.293125243938478,27.785535803950566,24.482360218865534,30.894406942854125, 21 to 30, 21 to 30,31 to 40
1015601,Yorkville,73562.0,5568,5345.0,5486.0,88,130.0,61.0,"POLYGON ((-73.94472300002337 40.783247000232876, -73.94521299951583 40.782570999829254, -73.94567000004722 40.78194699985172, -73.94803899978565 40.78294200014961, -73.9485320001496 40.78315100012678, -73.95028199964086 40.783891000619356, -73.94982399970426 40.78451600004102, -73.9493319998734 40.785194000210176, -73.94892499987307 40.785021000064184, -73.94867799946702 40.78491599964917, -73.94706900012355 40.7842360003483, -73.94472300002337 40.783247000232876))",63.27272727272727,41.11538461538461,89.93442622950819,3.999064535727275,22.005146257034884,32.507602425165175,15.253567291808272, 21 to 30,31 to 40, 11 to 20
1015602,East Harlem South,108760.0,2154,2298.0,1598.0,66,52.0,36.0,"POLYGON ((-73.94331899956218 40.78517399967957, -73.94422300028275 40.78393299964684, -73.94472300002337 40.783247000232876, -73.94706900012355 40.7842360003483, -73.94867799946702 40.78491599964917, -73.94892499987307 40.785021000064184, -73.9493319998734 40.785194000210176, -73.94911099940516 40.78549299995412, -73.94882700011956 40.785881000222616, -73.94837800021043 40.78649700025344, -73.9479239998892 40.78712099970498, -73.94612799978094 40.78635599944955, -73.94569599953061 40.78617300029596, -73.94331899956218 40.78517399967957))",32.63636363636363,44.19230769230769,44.388888888888886,5.912539883441158,11.162715398308203,8.794866677454948,6.088753853622656, 11 to 20, 1 to 10, 1 to 10
1015700,Lincoln Square,182390.0,11197,10751.0,10961.0,329,295.0,315.0,"POLYGON ((-73.97499700085605 40.77753300014586, -73.9754610001735 40.77689900014885, -73.97595499991088 40.776219999883615, -73.97645799991967 40.7755330000262, -73.97691199998508 40.774908999879585, -73.97974599994946 40.77610600008185, -73.98210199935579 40.777095999690744, -73.98258299974486 40.777302999841865, -73.98211800054155 40.77792300054135, -73.98199200061373 40.77811800016368, -73.98162099985927 40.77860799910454, -73.98113500031384 40.77929200007675, -73.98067299968046 40.77992500029388, -73.97992799986592 40.77961100019099, -73.97886799928581 40.779166000380194, -73.97783099940457 40.778729999313846, -73.97593099976717 40.77792699986618, -73.97554800009189 40.77776500035439, -73.97499700085605 40.77753300014586))",34.03343465045592,36.44406779661017,34.7968253968254,9.915301115675183,33.18103970436976,29.7519960875048,31.7690805680136,31 to 40, 21 to 30,31 to 40
1015801,Upper East Side-Carnegie Hill,125755.0,5600,5650.0,5804.0,289,279.0,293.0,"POLYGON ((-73.9493319998734 40.785194000210176, -73.94982399970426 40.78451600004102, -73.95028199964086 40.783891000619356, -73.95073900088101 40.78326199985915, -73.95119900033313 40.78263400019321, -73.95165900000728 40.78200799985615, -73.95326000028172 40.78268200003459, -73.95487699966898 40.78336299987567, -73.95441699968617 40.783991999993596, -73.95396100007217 40.78461599964517, -73.95350300006011 40.78524699990424, -73.95304500008565 40.78587399997387, -73.95255100086737 40.786548999444946, -73.95128799930976 40.786018000641064, -73.95092700002641 40.78586599967127, -73.95017399988824 40.785549000715406, -73.9493319998734 40.785194000210176))",19.377162629757784,20.25089605734767,19.808873720136518,6.836442194208742,42.273450398632264,40.81070124989066,42.858550058128905,> 40,> 40,> 40
1015802,East Harlem South,51506.0,4516,3346.0,3190.0,93,74.0,62.0,"POLYGON ((-73.94837800021043 40.78649700025344, -73.94882700011956 40.785881000222616, -73.94911099940516 40.78549299995412, -73.9493319998734 40.785194000210176, -73.95017399988824 40.785549000715406, -73.95092700002641 40.78586599967127, -73.95128799930976 40.786018000641064, -73.95255100086737 40.786548999444946, -73.95228300007834 40.786914000409176, -73.9520580006042 40.787221999981305, -73.95180799991006 40.78757600007431, -73.95160900058426 40.78785799997444, -73.94998099979922 40.78717299946632, -73.94885700031408 40.786699000273224, -73.94858900078026 40.78658599935076, -73.94837800021043 40.78649700025344))",48.55913978494624,45.21621621621622,51.45161290322581,2.8000301511265198,33.213928058090325,26.42828684192133,22.14261870539355,31 to 40, 21 to 30, 21 to 30
1015900,Lincoln Square,175135.0,10054,9623.0,9293.0,285,239.0,205.0,"POLYGON ((-73.98067299968046 40.77992500029388, -73.98113500031384 40.77929200007675, -73.98162099985927 40.77860799910454, -73.98199200061373 40.77811800016368, -73.98211800054155 40.77792300054135, -73.98258299974486 40.777302999841865, -73.98310699993817 40.77751699986268, -73.98405100023146 40.77790300023097, -73.98544800000916 40.77847599975381, -73.98709399929886 40.77916399959846, -73.98732400086425 40.77926299983444, -73.98799400037937 40.77954499958826, -73.98841200079325 40.77973899957645, -73.98852099993768 40.7797789992306, -73.98919000024529 40.7799420003969, -73.98814000080182 40.781409000289166, -73.98741399948763 40.781087999594085, -73.98736400000922 40.78106300060043, -73.98730799931991 40.78104100047996, -73.9870710008576 40.78090600039445, -73.98654400033196 40.780657999833785, -73.98567899978814 40.780312999887194, -73.98537000007488 40.78107800010028, -73.98507200056302 40.78178000002626, -73.98351500036986 40.78112599994958, -73.98235000067096 40.78063200000255, -73.98152099946567 40.78028200018205, -73.98067299968046 40.77992500029388))",35.27719298245614,40.26359832635983,45.33170731707317,9.520896216315439,29.934156777343198,25.10267884135096,21.53158645387844, 21 to 30, 21 to 30, 21 to 30
1016001,Upper East Side-Carnegie Hill,125615.0,3852,3744.0,4172.0,366,329.0,355.0,"POLYGON ((-73.95255100086737 40.786548999444946, -73.95304500008565 40.78587399997387, -73.95350300006011 40.78524699990424, -73.95396100007217 40.78461599964517, -73.95441699968617 40.783991999993596, -73.95487699966898 40.78336299987567, -73.9564870002184 40.78404400005756, -73.95809599928168 40.784717999421844, -73.95763599982509 40.78534399999721, -73.95716800033377 40.78598299941408, -73.95671799971028 40.78660100031768, -73.95626200014736 40.787223000448314, -73.95577799975517 40.78791400011732, -73.95416300005787 40.787227000184544, -73.95255100086737 40.786548999444946))",10.524590163934427,11.379939209726444,11.752112676056338,6.828831348459554,53.59628629319747,48.17808248760101,51.98546894558771,> 40,> 40,> 40
1016002,East Harlem South,51426.0,3607,3131.0,3164.0,127,91.0,118.0,"POLYGON ((-73.95160900058426 40.78785799997444, -73.95180799991006 40.78757600007431, -73.9520580006042 40.787221999981305, -73.95228300007834 40.786914000409176, -73.95255100086737 40.786548999444946, -73.95416300005787 40.787227000184544, -73.95577799975517 40.78791400011732, -73.95552799997287 40.78824499984459, -73.9552749998922 40.78858399985476, -73.95481699990738 40.78920500023742, -73.95413499928125 40.78892000051396, -73.9532100000443 40.788533000635184, -73.9527969996062 40.78835899941823, -73.95160900058426 40.78785799997444))",28.401574803149607,34.40659340659341,26.8135593220339,2.7956810964126975,45.42721276863844,32.550207574378724,42.207961470073506,> 40,31 to 40,> 40
1016100,Upper West Side,155737.0,6617,6437.0,6710.0,296,273.0,355.0,"POLYGON ((-73.97357099997991 40.77947800037092, -73.97376699999185 40.77921100073147, -73.97406699997899 40.7788049994973, -73.97453199963682 40.778167999638505, -73.97499700085605 40.77753300014586, -73.97554800009189 40.77776500035439, -73.97593099976717 40.77792699986618, -73.97783099940457 40.778729999313846, -73.97886799928581 40.779166000380194, -73.97992799986592 40.77961100019099, -73.98067299968046 40.77992500029388, -73.98020999942423 40.78056099953161, -73.97974799951999 40.78119500002332, -73.97958600010898 40.78141899933574, -73.97928500042714 40.78183900055157, -73.97882300000114 40.782465000170596, -73.97845800011554 40.78231100056108, -73.9764999999516 40.7814849995475, -73.97598099948581 40.78126700005688, -73.97642799955094 40.78065400035488, -73.97357099997991 40.77947800037092))",22.35472972972973,23.57875457875458,18.901408450704224,8.466359174581424,34.96189966623218,32.245265570545214,41.930656694298726,31 to 40,31 to 40,> 40
1016200,East Harlem South,272018.0,9033,9308.0,10067.0,193,179.0,117.0,"POLYGON ((-73.93504899948312 40.791690000535255, -73.93562600084884 40.791263000679905, -73.9359989997875 40.79085599966653, -73.93636100037578 40.790404000729055, -73.93667700050133 40.789974000666504, -73.93688100052076 40.78966899941363, -73.93712899949948 40.7891829993769, -73.93733300023766 40.788753000137326, -73.9376039999848 40.788120000045986, -73.93785299956775 40.78759999973484, -73.93810200004155 40.78720400050193, -73.938545999632 40.78671200024616, -73.93855700012239 40.78670000005349, -73.93924200011509 40.78585099953082, -73.93971900035605 40.78531500075893, -73.9406020000168 40.78481600024072, -73.94109900016139 40.78454399994417, -73.94171900025113 40.78428200090144, -73.9426610007831 40.78375999977622, -73.94323300023984 40.783238999803125, -73.94360400027819 40.78264999964527, -73.9437600000121 40.782829000463884, -73.94383300058601 40.782859000447026, -73.94395499967135 40.78291600015213, -73.94405400019649 40.78296400017704, -73.94472300002337 40.783247000232876, -73.94422300028275 40.78393299964684, -73.94331899956218 40.78517399967957, -73.94285500030819 40.785807999702946, -73.94239500002551 40.78643800022325, -73.94193699988756 40.787064999673305, -73.94147799997437 40.78769200058775, -73.94137999929309 40.78782400034246, -73.94101900037091 40.78831900070778, -73.94055999994127 40.78894900014279, -73.94006599993152 40.7896260004045, -73.93956200072155 40.79031700023225, -73.93913199992869 40.79090500041971, -73.93864899945243 40.79155799998505, -73.93819299982547 40.792187999601545, -73.9377369992594 40.792815999834254, -73.9367919999426 40.792404000066554, -73.93555300002693 40.79184200048132, -73.93533700003826 40.791836999574386, -73.93521699923694 40.79178200010759, -73.93504899948312 40.791690000535255))",46.803108808290155,52.0,86.04273504273505,14.787764564305784,13.05133031843481,12.104601694299642,7.911946358843901, 11 to 20, 11 to 20, 1 to 10
