Date,Open,High,Low,Close,Adj Close,Volume
2022-03-15,84.010002,84.269997,83.360001,84.169998,81.613533,3722500
2022-03-16,84.089996,84.360001,82.349998,84.029999,81.477791,2327400
2022-03-17,83.879997,85.129997,83.690002,84.260002,81.700806,2013200
2022-03-18,84.570000,84.860001,83.050003,83.430000,80.896019,4032300
2022-03-21,83.489998,84.779999,83.489998,84.519997,81.952904,1567000
2022-03-22,84.870003,84.870003,83.610001,84.199997,81.642624,1636000
2022-03-23,84.330002,85.349998,83.919998,84.680000,82.108047,1685300
2022-03-24,84.750000,85.559998,84.489998,85.419998,82.825569,1309300
2022-03-25,85.930000,86.680000,85.529999,86.660004,84.027924,969200
2022-03-28,86.959999,87.040001,86.180000,87.029999,84.386673,1115800
2022-03-29,87.540001,87.839996,86.720001,87.779999,85.113892,993600
2022-03-30,87.769997,88.680000,87.410004,88.639999,85.947769,1451100
2022-03-31,88.629997,89.209999,88.139999,88.190002,85.511444,1604600
2022-04-01,88.190002,89.870003,87.620003,89.839996,87.111328,1650500
2022-04-04,89.449997,89.580002,87.959999,89.120003,86.413200,1148600
2022-04-05,89.250000,90.959999,89.250000,90.089996,87.353729,1654100
2022-04-06,90.580002,92.349998,90.150002,92.250000,89.448128,1371600
2022-04-07,92.139999,92.550003,91.169998,92.139999,89.341476,2021000
2022-04-08,92.529999,93.330002,91.940002,92.529999,89.719620,1117000
2022-04-11,92.910004,93.250000,91.589996,91.779999,88.992409,1368500
2022-04-12,91.510002,93.029999,90.779999,92.839996,90.020203,1556500
2022-04-13,92.879997,93.000000,92.059998,92.510002,89.700233,1390400
2022-04-14,92.760002,93.199997,92.339996,92.599998,89.787498,1191500
2022-04-18,92.610001,93.139999,91.239998,91.669998,88.885742,648300
2022-04-19,91.860001,92.779999,91.540001,92.500000,89.690536,1347900
2022-04-20,93.379997,93.820000,92.860001,93.260002,90.427452,933100
2022-04-21,93.150002,94.629997,92.639999,93.099998,90.272308,1032200
2022-04-22,93.000000,93.239998,91.879997,92.000000,89.205727,1089600
2022-04-25,92.320000,92.519997,89.480003,90.690002,87.935516,1299000
2022-04-26,90.250000,91.529999,89.709999,89.720001,86.994972,1202900
2022-04-27,89.809998,90.809998,88.839996,89.510002,86.791344,1065800
2022-04-28,89.919998,90.610001,89.120003,90.199997,87.460396,1291400
2022-04-29,89.830002,89.870003,87.220001,87.400002,84.745445,2291800
2022-05-02,88.110001,88.589996,85.290001,86.180000,83.562500,1465800
2022-05-03,86.809998,88.330002,86.190002,86.720001,84.086098,1644800
2022-05-04,87.040001,88.699997,86.690002,88.570000,85.879906,1733100
2022-05-05,88.269997,91.989998,88.169998,89.820000,87.091942,2401800
2022-05-06,89.290001,91.410004,89.290001,90.400002,87.654320,2038000
2022-05-09,90.300003,91.480003,89.550003,90.540001,87.790070,1595200
2022-05-10,90.580002,92.029999,88.290001,89.129997,86.422890,1562200
2022-05-11,89.139999,91.040001,89.000000,89.290001,86.578033,1333100
2022-05-12,88.919998,89.540001,87.510002,88.919998,86.219269,1844900
2022-05-13,89.440002,89.669998,87.919998,89.339996,86.626503,1525200
2022-05-16,89.629997,90.120003,88.720001,89.269997,86.558640,1598500
2022-05-17,89.309998,90.129997,88.019997,90.059998,87.324646,952200
2022-05-18,89.809998,90.050003,88.839996,89.180000,87.088326,1758100
2022-05-19,88.970001,90.160004,87.669998,89.440002,87.342232,1936100
2022-05-20,89.650002,90.440002,88.860001,90.370003,88.250412,1487000
2022-05-23,91.339996,91.879997,90.209999,91.290001,89.148842,1670500
2022-05-24,91.620003,92.680000,90.040001,92.639999,90.467171,2652600
2022-05-25,92.809998,92.959999,91.889999,92.150002,89.988663,1455000
2022-05-26,92.709999,92.769997,92.040001,92.190002,90.027725,1043700
2022-05-27,91.900002,93.330002,91.440002,93.300003,91.111694,1232400
2022-05-31,92.690002,93.029999,91.449997,92.320000,90.154678,2526700
2022-06-01,92.550003,92.550003,91.239998,92.120003,89.959373,1602800
2022-06-02,92.580002,92.730003,90.410004,92.419998,90.252327,1099400
2022-06-03,92.129997,92.830002,91.830002,92.300003,90.135147,691500
2022-06-06,92.519997,93.050003,92.120003,92.279999,90.115616,672200
2022-06-07,92.139999,92.889999,91.269997,92.839996,90.662476,1032900
2022-06-08,92.480003,92.480003,90.519997,90.620003,88.494560,1047700
2022-06-09,90.760002,91.389999,87.769997,87.820000,85.760223,981400
2022-06-10,87.010002,88.739998,86.650002,88.029999,85.965294,1439000
2022-06-13,87.129997,87.440002,83.510002,83.900002,81.932167,1475400
2022-06-14,84.080002,84.650002,79.839996,80.739998,78.846275,1592800
2022-06-15,81.410004,81.970001,79.750000,80.580002,78.690033,2150500
2022-06-16,79.419998,79.419998,78.070000,78.809998,76.961548,2214000
2022-06-17,79.190002,79.570000,77.070000,77.980003,76.151016,3451500
2022-06-21,77.980003,80.040001,77.709999,79.559998,77.693954,1563700
2022-06-22,79.190002,81.080002,79.190002,80.580002,78.690033,1203100
2022-06-23,80.849998,82.379997,80.820000,82.099998,80.174377,1263300
2022-06-24,82.360001,83.620003,81.860001,83.349998,81.395065,1449500
2022-06-27,82.989998,84.110001,82.650002,84.089996,82.117706,1279600
2022-06-28,84.459999,85.400002,83.349998,83.419998,81.463425,2258600
2022-06-29,83.720001,84.010002,83.190002,83.480003,81.522018,1576400
2022-06-30,83.010002,84.959999,82.830002,84.470001,82.488800,2060800
2022-07-01,85.029999,87.480003,84.730003,87.150002,85.105942,2426600
2022-07-05,86.889999,86.970001,81.889999,83.370003,81.414597,1820600
2022-07-06,83.779999,84.959999,83.050003,84.150002,82.176308,1448500
2022-07-07,84.230003,84.760002,83.570000,83.589996,81.629433,1911300
2022-07-08,83.769997,84.370003,83.190002,83.320000,81.365768,1796300
2022-07-11,83.150002,84.230003,82.559998,83.720001,81.756386,1688600
2022-07-12,83.370003,84.430000,82.989998,83.379997,81.424362,1184900
2022-07-13,82.680000,83.760002,82.580002,82.800003,80.857971,891500
2022-07-14,81.570000,83.709999,80.669998,83.480003,81.522018,1172500
2022-07-15,83.879997,84.019997,82.699997,83.660004,81.697800,936700
2022-07-18,83.309998,83.339996,82.379997,82.449997,80.516167,970700
2022-07-19,83.029999,83.680000,82.790001,83.250000,81.297409,1297200
2022-07-20,83.410004,83.809998,82.339996,82.480003,80.545479,1553100
2022-07-21,82.940002,83.059998,82.269997,83.019997,81.072800,1263900
2022-07-22,83.410004,84.080002,83.220001,84.059998,82.088402,1149700
2022-07-25,83.760002,84.940002,83.529999,84.879997,82.889183,724700
