Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
2016-02-04,2016,2,4,Thursday,05,2016-05,190.71,192.75,189.96,191.6,139531800,170.4,0.0015682284767009058,168.615,170.4486956521739
2016-02-05,2016,2,5,Friday,05,2016-05,190.99,191.67,187.2,187.95,180788300,167.16,-0.019050208159337445,168.6242857142857,170.31166666666667
2016-02-08,2016,2,8,Monday,06,2016-06,185.77,186.12,182.8,185.42,191526700,164.91,-0.013460824520458936,168.45642857142857,170.09560000000002
2016-02-09,2016,2,9,Tuesday,06,2016-06,183.36,186.94,183.2,185.43,184513100,164.92,5.366673825313306e-05,168.44285714285712,169.89653846153848
2016-02-10,2016,2,10,Wednesday,06,2016-06,186.41,188.34,185.12,185.27,148214100,164.77,-0.000862877831728448,168.35214285714284,169.70666666666668
2016-02-11,2016,2,11,Thursday,06,2016-06,182.34,184.1,181.09,182.86,219058900,162.63,-0.013007870489512019,167.8657142857143,169.45392857142858
2016-02-12,2016,2,12,Friday,06,2016-06,184.96,186.65,183.96,186.63,127632400,165.98,0.02061665990350181,167.80142857142854,169.33413793103446
2016-02-16,2016,2,16,Tuesday,07,2016-07,188.77,189.81,187.63,189.78,120250700,168.79,0.016878345410656914,167.775,169.31599999999997
2016-02-17,2016,2,17,Wednesday,07,2016-07,191.16,193.32,191.01,192.88,136009500,171.54,0.016334851021067243,168.07642857142858,169.38774193548386
2016-02-18,2016,2,18,Thursday,07,2016-07,193.2,193.27,191.72,192.09,102343000,170.84,-0.004096065085886225,168.2657142857143,169.433125
2016-02-19,2016,2,19,Friday,07,2016-07,191.17,192.18,190.45,192.0,114793000,170.76,-0.0004682837147305108,168.15642857142856,169.47333333333333
2016-02-22,2016,2,22,Monday,08,2016-08,193.87,194.95,193.79,194.78,103640300,173.23,0.01447927483618261,168.22785714285715,169.58382352941177
