Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
2016-02-23,2016,2,23,Tuesday,08,2016-08,194.0,194.32,192.18,192.32,111455300,171.05,-0.012629703625421262,168.3657142857143,169.62571428571428
2016-02-24,2016,2,24,Wednesday,08,2016-08,190.63,193.53,189.32,193.2,150812200,171.83,0.004575537085892201,168.48642857142858,169.68694444444444
2016-02-25,2016,2,25,Thursday,08,2016-08,193.73,195.55,192.83,195.54,110728300,173.91,0.012111728517686382,168.73714285714283,169.8010810810811
2016-02-26,2016,2,26,Friday,08,2016-08,196.57,196.68,194.9,195.09,129833700,173.51,-0.0023010729215325876,169.19071428571428,169.8986842105263
2016-02-29,2016,2,29,Monday,09,2016-09,195.11,196.23,193.33,193.56,125918100,172.15,-0.007842536486904583,169.70785714285714,169.95641025641027
2016-03-01,2016,3,1,Tuesday,09,2016-09,195.01,198.21,194.45,198.11,141799700,176.19,0.02350652656718455,170.51285714285714,170.11225
2016-03-02,2016,3,2,Wednesday,09,2016-09,197.74,199.06,197.25,199.0,102415000,176.99,0.004492648621479134,171.3857142857143,170.28
2016-03-03,2016,3,3,Thursday,09,2016-09,198.79,199.8,198.11,199.78,95172200,177.68,0.003919746963586324,172.46071428571426,170.45619047619047
2016-03-04,2016,3,4,Friday,09,2016-09,200.01,201.35,199.03,200.43,129293600,178.26,0.003253487419047074,173.33785714285713,170.63767441860466
2016-03-07,2016,3,7,Monday,10,2016-10,199.34,201.07,199.25,200.59,100219000,178.4,0.0007984720149170066,174.02428571428572,170.8140909090909
2016-03-08,2016,3,8,Tuesday,10,2016-10,199.32,199.92,198.21,198.4,123974900,176.45,-0.010918056755249372,174.375,170.9393333333333
2016-03-09,2016,3,9,Wednesday,10,2016-10,199.36,199.79,198.43,199.38,94801200,177.32,0.004939644107298191,174.83785714285713,171.07804347826087
2016-03-10,2016,3,10,Thursday,10,2016-10,199.96,201.07,197.38,199.54,156838700,177.47,0.0008026769897169217,175.31714285714287,171.2140425531915
2016-03-11,2016,3,11,Friday,10,2016-10,201.26,202.81,199.52,202.76,137964500,180.33,0.01613679137360302,175.8242857142857,171.40395833333332
2016-03-14,2016,3,14,Monday,11,2016-11,202.16,203.04,201.77,202.5,73612000,180.1,-0.0012820991225422906,176.47071428571425,171.58142857142857
2016-03-15,2016,3,15,Tuesday,11,2016-11,201.36,202.53,201.05,202.17,93169100,179.81,-0.0016298444281001023,177.04071428571427,171.74599999999998
2016-03-16,2016,3,16,Wednesday,11,2016-11,201.6,203.82,201.55,203.34,129303200,180.85,0.005787216781104165,177.5364285714286,171.7874
2016-03-17,2016,3,17,Thursday,11,2016-11,203.24,205.23,202.77,204.63,134278500,181.99,0.006343948345943762,178.14214285714283,171.84539999999998
2016-03-18,2016,3,18,Friday,11,2016-11,204.17,204.78,203.8,204.38,138372400,182.71,0.003929785858489021,178.89642857142857,171.963
2016-03-21,2016,3,21,Monday,12,2016-12,204.07,204.94,203.8,204.67,72926700,182.97,0.0014189095291925469,179.3807142857143,172.17079999999999
2016-03-22,2016,3,22,Tuesday,12,2016-12,203.76,205.23,203.57,204.56,97471900,182.87,-0.0005375710096611197,179.8007142857143,172.41440000000003
2016-03-23,2016,3,23,Wednesday,12,2016-12,204.11,204.33,203.01,203.21,81052500,181.66,-0.0065993420850616324,180.085,172.6304
2016-03-24,2016,3,24,Thursday,12,2016-12,202.0,203.16,201.74,203.12,84360900,181.58,-0.0004431588321236468,180.32214285714284,172.8172
2016-03-28,2016,3,28,Monday,13,2016-13,203.61,203.86,202.71,203.24,62408200,181.69,0.0005910843902796614,180.55714285714285,173.09220000000002
2016-03-29,2016,3,29,Tuesday,13,2016-13,202.76,205.25,202.4,205.12,92922900,183.37,0.009250120683324647,181.05142857142854,173.3456
2016-03-30,2016,3,30,Wednesday,13,2016-13,206.3,206.87,205.59,206.02,86365300,184.17,0.00438749377045955,181.54071428571427,173.6884
2016-03-31,2016,3,31,Thursday,13,2016-13,205.91,206.41,205.33,205.52,94584100,183.73,-0.002426747494731818,181.98785714285714,174.0178
2016-04-01,2016,4,1,Friday,13,2016-13,204.35,207.14,203.98,206.92,114423500,184.98,0.006811688351596068,182.32,174.4152
2016-04-04,2016,4,4,Monday,14,2016-14,206.83,207.07,205.89,206.25,63497000,184.38,-0.0032376205085429266,182.6257142857143,174.782
2016-04-05,2016,4,5,Tuesday,14,2016-14,204.67,206.26,203.89,204.19,99662200,182.54,-0.009987964622627632,182.82071428571427,175.04399999999998
2016-04-06,2016,4,6,Wednesday,14,2016-14,204.19,206.49,203.98,206.42,91839800,184.53,0.010921307818461123,183.08357142857145,175.39700000000002
2016-04-07,2016,4,7,Thursday,14,2016-14,205.14,205.56,203.09,203.95,113859000,182.32,-0.01196617721101978,183.10714285714286,175.6602
2016-04-08,2016,4,8,Friday,14,2016-14,205.34,205.85,203.87,204.5,95040600,182.82,0.0026969257975075767,183.115,175.97019999999998
2016-04-11,2016,4,11,Monday,15,2016-15,205.25,206.07,203.91,204.02,83757500,182.39,-0.0023471300219555236,183.0735714285714,176.25420000000003
2016-04-12,2016,4,12,Tuesday,15,2016-15,204.22,206.25,203.7,205.92,115350600,184.09,0.009312723763801545,183.16071428571428,176.49020000000002
2016-04-13,2016,4,13,Wednesday,15,2016-15,207.0,208.1,206.84,208.0,96336400,185.94,0.010101118946225007,183.4664285714286,176.7644
2016-04-14,2016,4,14,Thursday,15,2016-15,208.07,208.6,207.6,208.01,65212900,185.95,4.792357175031903e-05,183.77857142857144,177.101
2016-04-15,2016,4,15,Friday,15,2016-15,208.01,208.17,207.4,207.78,75761600,185.75,-0.0011056357224878965,184.06857142857143,177.4132
2016-04-18,2016,4,18,Monday,16,2016-16,207.78,209.28,207.0,209.24,82531000,187.05,0.007026594529942143,184.3314285714286,177.7462
2016-04-19,2016,4,19,Tuesday,16,2016-16,209.74,210.2,208.94,209.9,88316100,187.64,0.0031544086672699034,184.57928571428573,178.15580000000003
2016-04-20,2016,4,20,Wednesday,16,2016-16,209.95,210.92,209.39,210.1,81100300,187.82,0.0009528041937372222,184.87142857142857,178.614
2016-04-21,2016,4,21,Thursday,16,2016-16,210.12,210.25,208.65,208.97,85695000,186.81,-0.005378540205451254,185.00214285714287,179.05180000000001
2016-04-22,2016,4,22,Friday,16,2016-16,208.55,209.29,207.91,208.97,99251700,186.81,0.0,185.1757142857143,179.49259999999998
2016-04-25,2016,4,25,Monday,17,2016-17,208.26,208.66,207.54,208.61,66166500,186.49,-0.0017227131780982452,185.45785714285714,179.96980000000002
2016-04-26,2016,4,26,Tuesday,17,2016-17,209.04,209.52,208.36,208.92,75864200,186.77,0.0014858687824041983,185.61785714285716,180.38559999999998
2016-04-27,2016,4,27,Wednesday,17,2016-17,208.47,209.81,208.05,209.35,77329400,187.15,0.0020585024500885396,185.96285714285713,180.75280000000004
2016-04-28,2016,4,28,Thursday,17,2016-17,208.46,209.76,206.96,207.45,97216200,185.45,-0.009075705644980503,186.15071428571426,181.03099999999998
2016-04-29,2016,4,29,Friday,17,2016-17,206.72,207.13,205.03,206.33,142424100,184.45,-0.0053989489912124045,186.29785714285714,181.3032
2016-05-02,2016,5,2,Monday,18,2016-18,206.92,208.18,206.41,207.97,62188000,185.92,0.00794839343298337,186.42857142857142,181.6064
2016-05-03,2016,5,3,Tuesday,18,2016-18,206.52,206.8,205.28,206.16,106422100,184.3,-0.008703159333342647,186.31142857142854,181.8278
2016-05-04,2016,5,4,Wednesday,18,2016-18,204.99,205.85,204.42,205.01,92243800,183.27,-0.005578199988756638,186.11999999999998,182.0722
2016-05-05,2016,5,5,Thursday,18,2016-18,205.56,205.98,204.47,204.97,67619200,183.24,-0.00019515616406240444,185.94071428571428,182.3004
2016-05-06,2016,5,6,Friday,18,2016-18,204.06,205.77,203.88,205.72,89315000,183.91,0.0036589763127106156,185.71642857142857,182.5004
2016-05-09,2016,5,9,Monday,19,2016-19,205.57,206.4,205.36,205.89,74374900,184.06,0.0008263853217371775,185.46071428571426,182.7114
2016-05-10,2016,5,10,Tuesday,19,2016-19,206.72,208.47,206.64,208.45,77472200,186.35,0.012433710600558756,185.3557142857143,182.99540000000002
2016-05-11,2016,5,11,Wednesday,19,2016-19,207.91,208.54,206.5,206.5,81727000,184.6,-0.009354567436619887,185.19785714285715,183.1636
2016-05-12,2016,5,12,Thursday,19,2016-19,207.29,207.49,205.37,206.56,89586300,184.66,0.00029078734765897174,185.0442857142857,183.317
2016-05-13,2016,5,13,Friday,19,2016-19,206.21,206.86,204.38,204.76,96474600,183.05,-0.008714473810552015,184.79857142857145,183.4244
2016-05-16,2016,5,16,Monday,20,2016-20,204.96,207.34,204.89,206.78,77486800,184.85,0.009865252846598782,184.6614285714286,183.5562
2016-05-17,2016,5,17,Tuesday,20,2016-20,206.46,206.8,204.23,204.85,114924900,183.13,-0.009333537604898301,184.3742857142857,183.6508
2016-05-18,2016,5,18,Wednesday,20,2016-20,204.44,206.3,203.63,204.91,120062100,183.18,0.0002930462141461643,184.21214285714288,183.78539999999998
2016-05-19,2016,5,19,Thursday,20,2016-20,204.06,204.54,202.78,204.2,115430500,182.55,-0.003464878950393935,184.07642857142855,183.89
2016-05-20,2016,5,20,Friday,20,2016-20,204.92,206.1,204.86,205.49,104990400,183.7,0.006317246016426248,183.91785714285714,184.0146
2016-05-23,2016,5,23,Monday,21,2016-21,205.51,205.84,204.99,205.21,58682600,183.45,-0.001362486654848949,183.85714285714286,184.077
2016-05-24,2016,5,24,Tuesday,21,2016-21,206.17,208.24,206.14,207.87,93537800,185.83,0.012962156150068571,184.04,184.1916
2016-05-25,2016,5,25,Wednesday,21,2016-21,208.67,209.77,207.87,209.28,76621400,187.09,0.00678312754501742,184.315,184.33720000000002
2016-05-26,2016,5,26,Thursday,21,2016-21,209.44,209.71,208.97,209.34,55280700,187.14,0.0002866799210932136,184.54571428571427,184.463
2016-05-27,2016,5,27,Friday,21,2016-21,209.53,210.25,209.47,210.24,64211200,187.95,0.004299047924689825,184.82357142857146,184.5822
2016-05-31,2016,5,31,Tuesday,22,2016-22,210.56,210.69,209.18,209.84,109879400,187.59,-0.0019026082172864944,184.91214285714287,184.6798
2016-06-01,2016,6,1,Wednesday,22,2016-22,209.12,210.48,208.89,210.27,69936200,187.97,0.00204939584916608,185.15285714285713,184.7798
2016-06-02,2016,6,2,Thursday,22,2016-22,209.8,210.93,209.24,210.91,63044700,188.55,0.0030436570576557465,185.43071428571426,184.8934
2016-06-03,2016,6,3,Friday,22,2016-22,210.25,210.69,208.86,210.28,101757100,187.98,-0.0029870780347632797,185.78285714285713,185.0198
2016-06-06,2016,6,6,Monday,23,2016-23,210.7,211.77,210.51,211.35,64887000,188.94,0.005088376314678511,186.075,185.167
2016-06-07,2016,6,7,Tuesday,23,2016-23,211.53,212.34,211.5,211.68,60974800,189.23,0.0015616603461028333,186.5107142857143,185.31779999999998
2016-06-08,2016,6,8,Wednesday,23,2016-23,211.84,212.52,211.69,212.37,66170900,189.85,0.003259480113607216,186.98714285714283,185.44740000000002
2016-06-09,2016,6,9,Thursday,23,2016-23,211.51,212.22,211.19,212.08,73786900,189.59,-0.0013655257708228286,187.48999999999998,185.5558
2016-06-10,2016,6,10,Friday,23,2016-23,210.46,210.86,209.43,210.07,113829200,187.8,-0.0094775866664778,187.78285714285715,185.6372
2016-06-13,2016,6,13,Monday,24,2016-24,209.36,210.37,208.35,208.45,117751200,186.35,-0.007711980749055214,187.99,185.66459999999998
2016-06-14,2016,6,14,Tuesday,24,2016-24,208.0,208.74,206.92,208.04,125059300,185.98,-0.0019666028791976986,188.0007142857143,185.6966
2016-06-15,2016,6,15,Wednesday,24,2016-24,208.04,209.36,207.53,207.75,109124500,185.72,-0.0013940289026963537,187.90285714285713,185.7602
2016-06-16,2016,6,16,Thursday,24,2016-24,207.75,208.57,205.59,208.37,149533100,186.28,0.002984203489123871,187.8414285714286,185.7952
2016-06-17,2016,6,17,Friday,24,2016-24,207.17,207.2,205.75,206.52,117055700,185.58,-0.0037238657691379684,187.67214285714286,185.8604
2016-06-20,2016,6,20,Monday,25,2016-25,208.82,209.61,207.75,207.85,82789600,186.78,0.006439908819757978,187.61428571428573,185.93960000000004
2016-06-21,2016,6,21,Tuesday,25,2016-25,208.3,208.92,207.78,208.44,72461700,187.31,0.002838502793325315,187.56714285714287,186.03799999999998
2016-06-22,2016,6,22,Wednesday,25,2016-25,208.65,209.5,207.93,208.1,95560500,187.0,-0.0016312361852242052,187.4564285714286,186.09619999999998
2016-06-23,2016,6,23,Thursday,25,2016-25,209.81,210.87,209.27,210.81,102731400,189.44,0.01302257980997501,187.5607142857143,186.16620000000003
2016-06-24,2016,6,24,Friday,25,2016-25,203.63,210.85,202.72,203.24,333444400,182.63,-0.03590903690517666,187.10999999999999,186.0998
2016-06-27,2016,6,27,Monday,26,2016-26,201.59,201.6,198.65,199.6,230775800,179.36,-0.017909675375384793,186.405,185.972
2016-06-28,2016,6,28,Tuesday,26,2016-26,201.48,203.23,201.12,203.2,159382400,182.6,0.018035851707317807,185.88714285714286,185.88300000000004
2016-06-29,2016,6,29,Wednesday,26,2016-26,204.84,206.93,204.72,206.66,137328600,185.71,0.01702766521366983,185.60999999999999,185.84439999999998
2016-06-30,2016,6,30,Thursday,26,2016-26,207.21,209.54,206.56,209.48,165021900,188.24,0.013645588231306682,185.64142857142858,185.8528
2016-07-01,2016,7,1,Friday,26,2016-26,209.48,210.49,209.29,209.92,106055300,188.64,0.0021004164761428967,185.805,185.88940000000002
2016-07-05,2016,7,5,Tuesday,27,2016-27,208.95,209.08,207.71,208.41,109803700,187.28,-0.007193278583407792,185.89785714285716,185.89880000000002
2016-07-06,2016,7,6,Wednesday,27,2016-27,207.83,209.8,207.06,209.66,96021500,188.4,0.005997839588201881,186.08928571428572,185.93699999999998
2016-07-07,2016,7,7,Thursday,27,2016-27,209.87,210.65,208.63,209.53,85593800,188.29,-0.0006200595584375801,186.2328571428571,185.96740000000003
2016-07-08,2016,7,8,Friday,27,2016-27,211.05,212.94,210.78,212.65,133971000,191.09,0.014890662500116392,186.62642857142856,186.0462
2016-07-11,2016,7,11,Monday,28,2016-28,213.19,214.07,212.95,213.4,73633900,191.76,0.003526948871019453,186.98214285714286,186.1724
2016-07-12,2016,7,12,Tuesday,28,2016-28,214.53,215.3,213.43,214.95,101275600,193.16,0.007263362248753902,187.4,186.3466
2016-07-13,2016,7,13,Wednesday,28,2016-28,215.44,215.45,214.35,214.92,87324100,193.13,-0.00013982434270709554,187.83785714285713,186.49079999999998
2016-07-14,2016,7,14,Thursday,28,2016-28,216.4,216.67,215.66,216.12,91230900,194.21,0.005583563838738703,188.17857142857142,186.68900000000002
2016-07-15,2016,7,15,Friday,28,2016-28,216.78,217.01,215.31,215.83,107155400,193.95,-0.0013419611693950007,188.98714285714286,186.90259999999998
2016-07-18,2016,7,18,Monday,29,2016-29,215.97,216.6,215.67,216.41,58725900,194.47,0.002687371548745876,190.06642857142856,187.12720000000002
2016-07-19,2016,7,19,Tuesday,29,2016-29,215.92,216.23,215.63,216.19,54345700,194.27,-0.001016499461463205,190.90000000000003,187.3344
2016-07-20,2016,7,20,Wednesday,29,2016-29,216.19,217.37,216.19,217.09,58159500,195.08,0.004162973803158776,191.56928571428574,187.5548
2016-07-21,2016,7,21,Thursday,29,2016-29,216.96,217.22,215.75,216.27,67777300,194.34,-0.0037773863049194167,192.00499999999997,187.7146
2016-07-22,2016,7,22,Friday,29,2016-29,216.41,217.3,216.1,217.24,62787500,195.21,0.004485072123185052,192.4742857142857,187.92680000000001
2016-07-25,2016,7,25,Monday,30,2016-30,217.0,217.06,215.97,216.65,55873100,194.68,-0.0027156553391513016,193.00285714285715,188.12720000000002
2016-07-26,2016,7,26,Tuesday,30,2016-30,216.53,217.17,215.76,216.75,70080500,194.77,0.00046124832214555767,193.45785714285716,188.3616
2016-07-27,2016,7,27,Wednesday,30,2016-30,217.19,217.27,215.62,216.52,84083900,194.57,-0.0010608912567660056,193.90642857142856,188.556
2016-07-28,2016,7,28,Thursday,30,2016-30,216.29,217.11,215.75,216.77,65035700,194.79,0.0011547151220392404,194.17071428571427,188.7892
2016-07-29,2016,7,29,Friday,30,2016-30,216.46,217.54,216.13,217.12,79519400,195.11,0.0016146896099389352,194.41,189.0278
2016-08-01,2016,8,1,Monday,31,2016-31,217.19,217.65,216.41,216.94,73311400,194.95,-0.000829153545440886,194.53785714285715,189.27579999999998
2016-08-02,2016,8,2,Tuesday,31,2016-31,216.65,216.83,214.57,215.55,92295500,193.7,-0.006407360339738766,194.57857142857142,189.47580000000002
2016-08-03,2016,8,3,Wednesday,31,2016-31,215.48,216.25,215.13,216.18,53993600,194.26,0.0029228603713606915,194.58214285714283,189.692
2016-08-04,2016,8,4,Thursday,31,2016-31,216.31,216.78,214.25,216.41,46585500,194.47,0.0010638452460201009,194.61928571428572,189.8648
2016-08-05,2016,8,5,Friday,31,2016-31,216.41,218.23,216.41,218.18,71892200,196.06,0.008178838623275952,194.73285714285717,190.0442
2016-08-08,2016,8,8,Monday,32,2016-32,218.4,218.52,217.74,218.05,39906500,195.94,-0.0005957682476304127,194.85214285714284,190.2202
2016-08-09,2016,8,9,Tuesday,32,2016-32,218.13,218.76,217.8,218.18,51251700,196.06,0.0005961233990232628,194.92214285714286,190.3824
2016-08-10,2016,8,10,Wednesday,32,2016-32,218.31,218.4,217.23,217.64,57941100,195.57,-0.002474987072879742,195.01000000000002,190.542
2016-08-11,2016,8,11,Thursday,32,2016-32,218.26,218.94,217.95,218.65,72504300,196.48,0.004640811474933448,195.1007142857143,190.71220000000002
2016-08-12,2016,8,12,Friday,32,2016-32,218.29,218.71,217.99,218.46,61313500,196.31,-0.0008688604019823076,195.21714285714285,190.86739999999998
2016-08-15,2016,8,15,Monday,33,2016-33,218.89,219.5,218.88,219.09,49813500,196.88,0.002883770321579826,195.3678571428571,191.0454
2016-08-16,2016,8,16,Tuesday,33,2016-33,218.6,218.68,217.96,217.96,53213600,195.86,-0.005157662632580329,195.46,191.18379999999996
2016-08-17,2016,8,17,Wednesday,33,2016-33,218.0,218.53,217.02,218.37,75134300,196.23,0.001880959360947454,195.56285714285715,191.3238
2016-08-18,2016,8,18,Thursday,33,2016-33,218.34,218.9,218.21,218.86,52989300,196.67,0.002243831271913077,195.67428571428573,191.46019999999996
2016-08-19,2016,8,19,Friday,33,2016-33,218.31,218.75,217.74,218.54,75443000,196.38,-0.001462099124346583,195.77642857142857,191.59599999999998
2016-08-22,2016,8,22,Monday,34,2016-34,218.26,218.8,217.83,218.53,61368800,196.37,-4.584248305261607e-05,195.96714285714285,191.76739999999998
2016-08-23,2016,8,23,Tuesday,34,2016-34,219.25,219.6,218.9,218.97,53399200,196.77,0.002013587402467598,196.14642857142857,191.9758
2016-08-24,2016,8,24,Wednesday,34,2016-34,218.8,218.91,217.36,217.85,71728900,195.76,-0.005114892176965591,196.23857142857145,192.1714
2016-08-25,2016,8,25,Thursday,34,2016-34,217.4,218.19,217.22,217.7,69224800,195.63,-0.000688412188044718,196.20785714285714,192.36960000000002
2016-08-26,2016,8,26,Friday,34,2016-34,217.92,219.12,216.25,217.29,122506300,195.26,-0.0018832838261213514,196.15928571428572,192.54919999999998
2016-08-29,2016,8,29,Monday,35,2016-35,217.44,218.67,217.4,218.36,70502200,196.22,0.004923984956565652,196.17071428571427,192.762
2016-08-30,2016,8,30,Tuesday,35,2016-35,218.26,218.59,217.35,218.0,58114500,195.9,-0.0016485794688401167,196.1942857142857,192.94439999999997
2016-08-31,2016,8,31,Wednesday,35,2016-35,217.61,217.75,216.47,217.38,85269500,195.34,-0.0028438220594599883,196.11285714285714,193.105
2016-09-01,2016,9,1,Thursday,35,2016-35,217.37,217.73,216.03,217.39,97844200,195.35,4.585276217206058e-05,196.0442857142857,193.27200000000002
2016-09-02,2016,9,2,Friday,35,2016-35,218.39,218.87,217.7,218.37,79293900,196.23,0.004508049368428635,195.99785714285716,193.40779999999998
2016-09-06,2016,9,6,Tuesday,36,2016-36,218.7,219.12,217.86,219.03,56702100,196.82,0.0030222049561330344,196.06642857142856,193.6916
2016-09-07,2016,9,7,Wednesday,36,2016-36,218.84,219.22,218.3,219.01,76554900,196.81,-9.116976624490292e-05,196.10785714285717,194.04059999999998
2016-09-08,2016,9,8,Thursday,36,2016-36,218.62,218.94,218.15,218.51,74102900,196.36,-0.0022828633979480317,196.08571428571426,194.31579999999997
2016-09-09,2016,9,9,Friday,36,2016-36,216.97,217.03,213.25,213.28,221589100,191.66,-0.023934845633017288,195.74857142857144,194.4348
2016-09-12,2016,9,12,Monday,37,2016-37,212.39,216.81,212.31,216.34,168110900,194.41,0.014347086356395033,195.60857142857142,194.5582
2016-09-13,2016,9,13,Tuesday,37,2016-37,214.84,215.15,212.5,213.23,182828800,191.61,-0.014375309787337254,195.24,194.6176
2016-09-14,2016,9,14,Wednesday,37,2016-37,213.29,214.7,212.5,213.15,134185500,191.54,-0.00037539483549398067,194.93857142857146,194.7028
2016-09-15,2016,9,15,Thursday,37,2016-37,212.96,215.73,212.75,215.28,134427900,193.45,0.009993203869341327,194.78285714285715,194.80380000000002
2016-09-16,2016,9,16,Friday,37,2016-37,213.48,213.69,212.57,213.37,155236400,192.71,-0.003865698945739293,194.60071428571428,194.8922
2016-09-19,2016,9,19,Monday,38,2016-38,214.13,214.88,213.03,213.41,80250500,192.74,0.00018718580162446763,194.35214285714287,194.92520000000002
2016-09-20,2016,9,20,Tuesday,38,2016-38,214.41,214.59,213.38,213.42,69665300,192.75,4.702519339105926e-05,194.12714285714287,194.945
2016-09-21,2016,9,21,Wednesday,38,2016-38,214.24,216.03,213.44,215.82,110284400,194.92,0.01124569658571195,194.09714285714284,194.9802
2016-09-22,2016,9,22,Thursday,38,2016-38,217.0,217.53,216.71,217.18,76678700,196.15,0.006301227366645401,194.1542857142857,195.0406
2016-09-23,2016,9,23,Friday,38,2016-38,216.72,216.88,215.88,215.99,73630900,195.07,-0.005479331209643612,194.07142857142858,195.0578
2016-09-26,2016,9,26,Monday,39,2016-39,215.02,215.23,214.01,214.24,89827300,193.49,-0.008102009380928199,193.83357142857145,195.0486
2016-09-27,2016,9,27,Tuesday,39,2016-39,214.05,215.68,213.62,215.57,78494800,194.69,0.006208116329609936,193.68214285714285,195.053
2016-09-28,2016,9,28,Wednesday,39,2016-39,215.83,216.82,214.71,216.64,87411000,195.66,0.004963642045017647,193.6321428571429,195.0808
2016-09-29,2016,9,29,Thursday,39,2016-39,216.4,216.87,214.04,214.68,128070600,193.89,-0.00904753861000096,193.79142857142855,195.05700000000002
2016-09-30,2016,9,30,Friday,39,2016-39,215.65,217.12,215.36,216.3,117202900,195.35,0.0075460190293310525,193.85857142857142,195.0772
2016-10-03,2016,10,3,Monday,40,2016-40,215.82,216.04,215.04,215.78,83512100,194.88,-0.002403967636223414,194.09214285714285,195.07059999999998
2016-10-04,2016,10,4,Tuesday,40,2016-40,215.91,216.17,213.99,214.68,119948100,193.89,-0.005097790383319256,194.26,195.0548
2016-10-05,2016,10,5,Wednesday,40,2016-40,215.41,216.13,215.33,215.63,72816000,194.75,0.00442522448786864,194.35285714285715,195.05440000000002
2016-10-06,2016,10,6,Thursday,40,2016-40,215.37,216.04,214.74,215.78,62927400,194.88,0.0006956082968410104,194.50785714285715,195.06059999999997
2016-10-07,2016,10,7,Friday,40,2016-40,216.1,216.3,214.19,215.04,89788300,194.21,-0.003429428315865679,194.61285714285714,195.049
2016-10-10,2016,10,10,Monday,41,2016-41,216.16,216.7,215.99,216.16,51855000,195.23,0.005208356248676216,194.79,195.0514
2016-10-11,2016,10,11,Tuesday,41,2016-41,215.66,215.74,212.58,213.43,130367400,192.76,-0.012629764817145173,194.6357142857143,195.00760000000002
2016-10-12,2016,10,12,Wednesday,41,2016-41,213.59,214.32,213.01,213.71,73866100,193.01,0.0013122282303457133,194.4114285714286,194.99380000000002
2016-10-13,2016,10,13,Thursday,41,2016-41,212.16,213.59,211.21,213.01,101357000,192.38,-0.0032755993855148047,194.2192857142857,194.9562
2016-10-14,2016,10,14,Friday,41,2016-41,214.15,214.69,213.03,213.12,93346200,192.48,0.0005163448117340153,194.14714285714285,194.91639999999998
2016-10-17,2016,10,17,Monday,42,2016-42,213.09,213.39,212.17,212.38,58275700,191.81,-0.003472152856854316,193.94142857142856,194.8314
2016-10-18,2016,10,18,Tuesday,42,2016-42,214.24,214.31,213.27,213.71,76869700,193.01,0.006262487008340534,193.75214285714284,194.7728
2016-10-19,2016,10,19,Wednesday,42,2016-42,214.02,214.64,213.6,214.28,66519200,193.53,0.0026669485270633952,193.72642857142856,194.7222
2016-10-20,2016,10,20,Thursday,42,2016-42,213.87,214.53,213.11,213.88,73639800,193.17,-0.0018665108468225444,193.57071428571427,194.67419999999998
2016-10-21,2016,10,21,Friday,42,2016-42,213.88,214.08,212.76,213.98,89089100,193.26,0.0004675595508458752,193.45499999999998,194.6098
2016-10-24,2016,10,24,Monday,43,2016-43,215.0,215.32,214.48,214.89,60146600,194.08,0.004252732413342342,193.46857142857144,194.5652
2016-10-25,2016,10,25,Tuesday,43,2016-43,214.68,214.98,213.98,214.17,66542300,193.43,-0.0033503861230771426,193.3742857142857,194.4962
2016-10-26,2016,10,26,Wednesday,43,2016-43,213.21,214.42,212.93,213.74,75705500,193.04,-0.0020079648061056554,193.2428571428571,194.4398
2016-10-27,2016,10,27,Thursday,43,2016-43,214.58,214.62,213.08,213.17,77220200,192.53,-0.002666969566114674,193.12285714285713,194.36579999999998
2016-10-28,2016,10,28,Friday,43,2016-43,213.14,213.93,211.71,212.54,140623200,191.96,-0.0029553020081993786,192.8892857142857,194.2716
2016-10-31,2016,10,31,Monday,44,2016-44,212.93,213.19,212.36,212.55,61272500,191.97,4.713818363777378e-05,192.83285714285714,194.1834
2016-11-01,2016,11,1,Tuesday,44,2016-44,212.93,212.99,209.6,211.01,122781800,190.57,-0.007245504755406529,192.6585714285714,194.06740000000002
2016-11-02,2016,11,2,Wednesday,44,2016-44,210.65,211.1,209.23,209.74,103330800,189.43,-0.00601850758338518,192.44785714285715,193.9206
2016-11-03,2016,11,3,Thursday,44,2016-44,209.99,210.24,208.46,208.78,88939300,188.56,-0.004577057744745594,192.16785714285714,193.7766
2016-11-04,2016,11,4,Friday,44,2016-44,208.91,209.89,208.38,208.55,109122100,188.35,-0.0011017613129401527,191.9207142857143,193.63099999999997
2016-11-07,2016,11,7,Monday,45,2016-45,208.55,213.19,208.55,213.15,109794900,192.51,0.022057262264001398,191.885,193.57600000000002
2016-11-08,2016,11,8,Tuesday,45,2016-45,212.69,214.77,212.38,214.11,106772100,193.37,0.004503595116193582,191.87357142857144,193.51899999999998
2016-11-09,2016,11,9,Wednesday,45,2016-45,212.37,217.1,212.34,216.38,258429000,195.42,0.010602336738825269,192.03428571428572,193.5094
2016-11-10,2016,11,10,Thursday,45,2016-45,217.3,218.31,215.22,216.92,172113300,195.91,0.002495369056018326,192.22357142857143,193.52079999999998
2016-11-11,2016,11,11,Friday,45,2016-45,216.08,216.7,215.32,216.42,100552700,195.46,-0.0023049573718407768,192.32214285714284,193.523
2016-11-14,2016,11,14,Monday,46,2016-46,217.03,217.27,215.72,216.59,94580000,195.61,0.000785421098045358,192.47785714285715,193.5106
2016-11-15,2016,11,15,Tuesday,46,2016-46,217.04,218.28,216.8,218.28,91652600,197.14,0.007802726262212678,192.7707142857143,193.517
2016-11-16,2016,11,16,Wednesday,46,2016-46,217.56,218.14,217.42,217.87,65617700,196.77,-0.001878205501812391,193.0735714285714,193.51620000000003
