Date,Open,High,Low,Close,Adj Close,Volume
2022-03-15,202.089996,206.410004,201.399994,206.139999,204.524658,8277700
2022-03-16,210.000000,213.669998,207.000000,211.869995,210.209732,9232300
2022-03-17,209.929993,213.539993,208.720001,213.449997,211.777359,6668500
2022-03-18,211.699997,219.259995,210.289993,219.110001,217.393005,14620800
2022-03-21,216.339996,218.059998,214.550003,217.039993,215.339218,6101500
2022-03-22,217.839996,219.570007,217.179993,218.470001,216.758026,6259900
2022-03-23,215.300003,217.289993,214.199997,214.679993,212.997711,6008000
2022-03-24,214.990005,217.660004,214.000000,217.309998,215.607117,5487000
2022-03-25,218.419998,218.929993,215.690002,218.429993,216.718323,5051400
2022-03-28,218.500000,220.979996,217.509995,220.770004,219.040009,4316800
2022-03-29,224.839996,228.809998,223.779999,228.119995,226.332397,8032500
2022-03-30,225.839996,226.160004,222.729996,223.949997,222.195084,7084000
2022-03-31,223.910004,225.919998,220.440002,221.770004,220.032166,10759500
2022-04-01,223.080002,226.630005,222.229996,226.360001,224.586197,6559600
2022-04-04,225.759995,229.240005,224.960007,227.740005,225.955383,8521200
2022-04-05,226.830002,228.990005,225.309998,226.089996,224.318314,4658000
2022-04-06,222.779999,222.869995,218.619995,219.009995,217.293793,7430000
2022-04-07,218.309998,218.679993,213.679993,216.149994,214.456192,6995100
2022-04-08,214.809998,219.410004,213.080002,216.979996,215.279694,5438600
2022-04-11,215.250000,217.300003,213.410004,214.750000,213.067184,6942700
2022-04-12,216.500000,216.990005,210.699997,211.399994,209.743423,7446600
2022-04-13,210.429993,213.850006,207.169998,213.270004,211.598755,8052900
2022-04-14,214.270004,215.949997,212.529999,212.789993,211.122528,8191600
2022-04-18,211.669998,215.830002,211.520004,213.169998,211.499557,4744400
2022-04-19,213.100006,216.509995,212.440002,215.699997,214.009735,5028800
2022-04-20,218.660004,220.820007,217.389999,217.789993,216.083344,7178300
2022-04-21,219.509995,223.919998,215.350006,216.449997,214.753860,8850300
2022-04-22,216.240005,216.559998,207.949997,208.169998,206.538727,6201100
2022-04-25,206.350006,210.529999,205.330002,209.949997,208.304779,6839400
2022-04-26,206.979996,208.559998,201.100006,201.100006,199.524139,8155300
2022-04-27,217.369995,221.800003,213.050003,214.110001,212.432205,15955800
2022-04-28,220.399994,224.929993,219.270004,220.660004,218.930862,10799100
2022-04-29,218.619995,221.199997,212.350006,213.130005,211.459885,7965000
2022-05-02,211.770004,212.139999,206.960007,211.529999,209.872406,8803700
2022-05-03,213.610001,213.610001,206.270004,208.559998,206.925690,6616900
2022-05-04,209.350006,214.800003,205.330002,214.520004,212.838974,7191100
2022-05-05,212.270004,214.580002,203.070007,205.240005,203.631714,7749600
2022-05-06,203.750000,205.720001,200.220001,202.820007,201.230667,8825300
2022-05-09,200.050003,200.750000,192.080002,193.000000,191.487625,10314100
2022-05-10,196.710007,197.750000,190.970001,193.580002,192.063065,11016500
2022-05-11,193.490005,198.320007,191.399994,196.720001,195.178452,9427300
2022-05-12,194.529999,196.059998,189.949997,193.970001,192.817566,9308600
2022-05-13,197.000000,200.539993,196.500000,199.229996,198.046326,6684500
2022-05-16,197.320007,199.940002,195.880005,197.809998,196.634750,5161300
2022-05-17,202.850006,204.800003,200.149994,204.000000,202.787979,7265600
2022-05-18,202.820007,205.460007,199.130005,199.990005,198.801804,8748200
2022-05-19,196.350006,200.419998,193.309998,197.369995,196.197372,9012400
2022-05-20,199.669998,201.660004,194.020004,199.029999,197.847504,6966600
2022-05-23,200.880005,207.960007,200.770004,207.559998,206.326828,12187400
2022-05-24,203.910004,204.669998,199.029999,202.630005,201.426117,7458500
2022-05-25,200.589996,204.949997,200.470001,203.839996,202.628937,5457200
2022-05-26,205.110001,209.740005,204.669998,208.550003,207.310959,9212300
2022-05-27,210.000000,213.229996,209.639999,212.880005,211.615219,4897200
2022-05-31,210.380005,214.350006,209.110001,212.169998,210.909439,9586400
2022-06-01,212.050003,214.110001,208.820007,209.929993,208.682739,5246100
2022-06-02,211.889999,215.250000,211.080002,215.050003,213.772339,5337200
2022-06-03,212.949997,214.210007,211.270004,212.649994,211.386597,4352500
2022-06-06,215.449997,217.580002,212.089996,212.940002,211.674866,3965100
2022-06-07,211.119995,214.970001,210.720001,214.500000,213.225616,4493300
2022-06-08,213.759995,215.570007,212.830002,213.500000,212.231552,3646300
2022-06-09,212.589996,213.710007,206.020004,206.110001,204.885452,5138600
2022-06-10,201.649994,203.419998,199.179993,199.509995,198.324646,5162500
2022-06-13,192.990005,195.889999,191.080002,192.259995,191.117737,7119200
2022-06-14,192.720001,194.339996,191.750000,193.520004,192.370239,6441200
2022-06-15,195.979996,198.830002,192.229996,196.160004,194.994568,6490000
2022-06-16,191.410004,191.869995,187.529999,189.050003,187.926804,9887200
2022-06-17,186.929993,191.309998,185.910004,190.009995,188.881088,15089300
2022-06-21,195.710007,196.729996,193.729996,194.389999,193.235077,6241600
2022-06-22,191.250000,196.389999,191.029999,193.820007,192.668472,5138500
2022-06-23,196.139999,197.460007,193.449997,196.639999,195.471710,4752800
2022-06-24,197.729996,205.639999,197.509995,205.509995,204.289001,7754800
2022-06-27,205.750000,207.089996,202.610001,203.559998,202.350601,6121200
2022-06-28,204.000000,206.789993,197.500000,198.119995,196.942917,4354200
2022-06-29,197.320007,200.639999,197.320007,199.500000,198.314713,4324600
