Date,Open,High,Low,Close,Adj Close,Volume
2022-05-16,180.050003,181.149994,176.490005,176.990005,174.296280,1950000
2022-05-17,182.039993,185.869995,181.130005,185.639999,182.814636,2909600
2022-05-18,182.580002,185.309998,174.440002,175.389999,172.720627,2654300
2022-05-19,175.070007,179.990005,173.500000,175.789993,173.114532,1672800
2022-05-20,178.750000,180.550003,173.729996,180.110001,177.368790,2744200
2022-05-23,180.440002,182.059998,176.740005,180.690002,177.939972,1891700
2022-05-24,178.110001,180.449997,175.619995,179.119995,176.393860,2200400
2022-05-25,176.880005,185.589996,176.630005,184.630005,181.820007,2294100
2022-05-26,184.929993,193.449997,183.899994,192.630005,189.698242,2883400
2022-05-27,194.070007,198.279999,194.070007,195.929993,192.948013,3266400
2022-05-31,194.979996,195.500000,188.309998,189.759995,186.871918,5124600
2022-06-01,191.080002,191.190002,181.919998,184.570007,181.760925,2552800
2022-06-02,184.770004,187.970001,183.350006,187.940002,185.079620,2443200
2022-06-03,184.839996,185.139999,181.259995,182.369995,179.594391,2311000
2022-06-06,183.990005,184.559998,177.130005,180.009995,177.270309,3169000
2022-06-07,178.309998,182.479996,176.100006,181.830002,179.062622,2372700
2022-06-08,181.470001,181.600006,175.559998,177.070007,174.375061,2409900
2022-06-09,176.529999,194.710007,176.380005,184.220001,181.416229,10137500
2022-06-10,179.729996,182.970001,178.070007,178.570007,175.852234,3610100
2022-06-13,173.520004,176.919998,167.770004,168.520004,165.955185,3899400
2022-06-14,168.649994,171.110001,166.220001,168.289993,166.563873,1892300
2022-06-15,170.710007,172.160004,165.100006,168.940002,167.207214,2355600
2022-06-16,164.160004,164.750000,156.100006,158.320007,156.696136,3994000
2022-06-17,159.369995,160.699997,156.550003,157.830002,156.211166,4907300
2022-06-21,162.100006,162.559998,158.320007,159.089996,157.458237,2655400
2022-06-22,156.050003,159.710007,155.720001,156.949997,155.340179,2603900
2022-06-23,157.869995,157.940002,151.320007,153.509995,151.935471,3186100
2022-06-24,155.990005,160.550003,155.479996,159.320007,157.685883,14800200
2022-06-27,161.360001,161.360001,157.649994,158.860001,157.230606,2502600
2022-06-28,160.300003,164.419998,153.809998,154.220001,152.638199,3227300
2022-06-29,152.880005,153.750000,146.979996,150.020004,148.481277,3124800
2022-06-30,147.270004,149.619995,145.309998,148.029999,146.511688,4467500
2022-07-01,146.669998,149.529999,143.339996,146.089996,144.591583,2531200
2022-07-05,141.929993,146.000000,140.330002,145.910004,144.413422,3164600
2022-07-06,145.830002,147.869995,143.699997,145.750000,144.255066,2264300
2022-07-07,149.039993,152.899994,147.970001,152.020004,150.460770,2362000
2022-07-08,150.800003,154.880005,150.050003,154.279999,152.697586,1721900
2022-07-11,152.179993,154.539993,150.880005,151.960007,150.401382,2091500
2022-07-12,152.850006,154.800003,151.089996,152.240005,150.678497,1864700
2022-07-13,149.619995,155.830002,149.250000,155.009995,153.420090,2439700
2022-07-14,154.750000,160.220001,153.000000,159.820007,158.180756,2337100
2022-07-15,161.199997,165.089996,160.089996,163.979996,162.298080,2681700
2022-07-18,165.919998,165.919998,160.800003,161.919998,160.259216,1985700
2022-07-19,164.119995,170.809998,164.119995,170.429993,168.681931,2174500
2022-07-20,169.449997,177.479996,168.279999,176.479996,174.669876,2410400
2022-07-21,177.899994,180.139999,175.009995,179.949997,178.104279,2215800
2022-07-22,180.000000,180.000000,172.699997,175.139999,173.343628,2413900
2022-07-25,174.789993,175.350006,171.869995,174.130005,172.343994,3663100
2022-07-26,177.460007,177.880005,174.009995,174.460007,172.670593,3852600
2022-07-27,177.589996,182.639999,177.419998,181.419998,179.559204,3222900
2022-07-28,182.330002,183.830002,178.110001,183.119995,181.241760,2275200
2022-07-29,182.860001,185.270004,181.149994,183.880005,181.993973,2527600
2022-08-01,182.820007,186.690002,182.089996,184.500000,182.607620,1928500
2022-08-02,183.740005,183.800003,179.669998,180.470001,178.618942,2645500
2022-08-03,181.250000,186.179993,180.899994,185.550003,183.646851,2187800
2022-08-04,184.830002,185.199997,182.490005,184.259995,182.370071,1627700
2022-08-05,181.279999,182.960007,177.630005,181.660004,179.796738,2240900
2022-08-08,180.610001,182.669998,177.289993,179.960007,178.114197,1660200
2022-08-09,176.429993,177.389999,169.339996,171.039993,169.285660,3130500
2022-08-10,175.410004,180.259995,172.440002,179.970001,178.124069,2726200
2022-08-11,181.330002,184.690002,179.740005,180.380005,178.529877,1488600
2022-08-12,181.800003,187.570007,181.320007,187.470001,185.547165,2086000
2022-08-15,186.000000,189.130005,184.410004,187.570007,185.646133,1284500
2022-08-16,186.770004,187.559998,184.759995,185.850006,183.943787,1297500
2022-08-17,183.139999,183.139999,177.389999,180.220001,178.371506,1681000
2022-08-18,180.630005,184.979996,179.889999,182.759995,180.885452,1610100
2022-08-19,180.940002,183.169998,179.279999,180.330002,178.480392,1620000
2022-08-22,177.070007,178.179993,172.100006,172.520004,170.750488,2155000
2022-08-23,172.149994,176.809998,172.149994,173.940002,172.155930,1043700
2022-08-24,174.259995,174.259995,170.360001,173.009995,171.235474,1237800
2022-08-25,173.350006,179.199997,173.330002,179.020004,177.183838,1542800
2022-08-26,178.039993,178.660004,167.820007,168.119995,166.395630,2380500
2022-08-29,166.660004,168.580002,165.500000,165.880005,164.178604,1242100
2022-08-30,167.570007,168.679993,163.350006,165.720001,164.020233,1967200
2022-08-31,166.070007,167.119995,163.229996,164.580002,162.891937,2205500
2022-09-01,161.850006,164.639999,158.910004,164.399994,162.713776,2188600
2022-09-02,166.860001,168.210007,161.339996,162.389999,160.724396,1696500
2022-09-06,161.860001,163.160004,159.009995,160.750000,159.101212,2031900
2022-09-07,160.509995,165.330002,160.360001,163.320007,161.644852,1689300
2022-09-08,161.970001,166.889999,160.699997,165.449997,163.753006,1498600
2022-09-09,166.570007,168.869995,165.660004,168.139999,166.415405,2098000
2022-09-12,169.550003,169.899994,167.000000,169.070007,167.335892,1280200
2022-09-13,162.050003,163.399994,155.000000,155.460007,153.865479,3863200
2022-09-14,154.619995,160.429993,154.149994,159.449997,158.677032,2807100
2022-09-15,159.059998,161.990005,156.830002,159.679993,158.905914,2340300
2022-09-16,158.559998,160.679993,156.850006,159.940002,159.164658,2506500
2022-09-19,158.270004,163.380005,157.809998,163.100006,162.309341,1582200
2022-09-20,160.350006,162.550003,159.509995,160.899994,160.119995,1358000
2022-09-21,161.850006,166.710007,159.130005,159.169998,158.398392,1528500
2022-09-22,158.919998,159.899994,154.160004,155.130005,154.377975,2090000
2022-09-23,152.729996,153.369995,148.419998,152.940002,152.198593,2680300
2022-09-26,153.050003,154.960007,151.240005,151.949997,151.213394,2167900
2022-09-27,154.410004,156.500000,150.750000,153.509995,152.765823,1741500
2022-09-28,152.949997,157.100006,152.270004,156.440002,155.681625,2103800
2022-09-29,153.960007,155.039993,146.949997,151.009995,150.277939,2841100
2022-09-30,149.750000,152.789993,147.429993,147.509995,146.794907,2112800
2022-10-03,149.520004,153.899994,147.800003,151.960007,151.223343,2415500
2022-10-04,156.479996,159.960007,155.490005,159.889999,159.114899,2392200
2022-10-05,156.830002,162.350006,155.130005,161.240005,160.458359,1904500
2022-10-06,161.259995,163.789993,158.869995,158.990005,158.219269,1559800
2022-10-07,154.869995,154.869995,150.360001,151.750000,151.014359,2752800
2022-10-10,151.740005,151.960007,146.080002,147.500000,146.784958,1812000
2022-10-11,145.000000,145.779999,141.559998,143.750000,143.053146,3004200
2022-10-12,142.550003,143.789993,140.130005,140.279999,139.599960,2066900
2022-10-13,134.190002,145.240005,132.080002,143.169998,142.475952,3307200
2022-10-14,144.899994,145.539993,137.080002,138.089996,137.420578,2893000
2022-10-17,141.809998,143.169998,139.500000,141.270004,140.585175,1972100
2022-10-18,143.440002,146.479996,137.729996,140.949997,140.266708,2218500
2022-10-19,140.369995,143.979996,139.830002,141.320007,140.634933,2160400
2022-10-20,142.080002,143.740005,138.570007,139.039993,138.365967,2895700
2022-10-21,138.710007,145.589996,137.509995,145.250000,144.545868,2496400
2022-10-24,144.009995,145.770004,140.449997,144.940002,144.237381,1921700
2022-10-25,145.440002,148.789993,144.809998,148.740005,148.018951,2831900
2022-10-26,146.690002,152.639999,144.139999,147.279999,146.566025,2023300
2022-10-27,149.330002,151.860001,144.860001,145.119995,144.416489,2197900
2022-10-28,145.960007,152.190002,145.000000,151.660004,150.924805,2552000
2022-10-31,149.770004,150.580002,145.539993,146.080002,145.371841,3307200
2022-11-01,150.479996,153.850006,147.800003,151.850006,151.113876,4306600
2022-11-02,151.949997,158.500000,148.410004,148.610001,147.889587,2976800
2022-11-03,146.389999,146.389999,142.759995,144.850006,144.147812,2373300
2022-11-04,149.899994,151.839996,146.929993,151.059998,150.327698,2385700
2022-11-07,152.699997,158.220001,151.309998,157.899994,157.134537,2451100
2022-11-08,161.410004,165.100006,159.770004,163.110001,162.319290,2659200
2022-11-09,159.940002,161.029999,154.630005,154.720001,153.969971,2780100
2022-11-10,163.979996,165.809998,161.669998,165.470001,164.667847,4487700
2022-11-11,166.520004,171.000000,163.539993,169.940002,169.116180,2515200
2022-11-14,168.039993,172.660004,168.039993,169.009995,168.190689,1823400
2022-11-15,175.220001,176.660004,171.889999,174.809998,173.962570,2335600
2022-11-16,171.539993,172.860001,165.479996,166.880005,166.071014,2204400
2022-11-17,162.559998,170.399994,162.559998,170.089996,169.265457,1460500
2022-11-18,172.820007,172.830002,169.220001,171.940002,171.106491,1533700
2022-11-21,170.440002,171.279999,168.119995,168.850006,168.031464,1271200
2022-11-22,169.750000,173.429993,168.000000,173.410004,172.569366,1695500
2022-11-23,174.089996,179.029999,173.279999,175.199997,174.350677,1586500
2022-11-25,174.970001,175.520004,172.690002,172.690002,171.852859,735400
2022-11-28,169.050003,170.860001,163.380005,164.100006,163.304504,2758000
2022-11-29,164.679993,166.259995,162.789993,164.690002,163.891632,1347300
2022-11-30,165.070007,176.660004,162.610001,175.839996,174.987579,3654000
2022-12-01,177.550003,178.070007,173.130005,173.440002,172.599213,2083000
2022-12-02,169.169998,171.199997,167.320007,171.059998,170.230743,1620000
2022-12-05,169.809998,170.300003,166.539993,168.369995,167.553787,1208100
2022-12-06,166.660004,167.869995,161.139999,163.080002,162.289444,1904000
2022-12-07,161.449997,164.309998,160.000000,163.949997,163.155212,1427200
2022-12-08,164.649994,171.869995,163.529999,171.470001,170.638763,2520300
2022-12-09,169.710007,172.869995,168.399994,169.720001,168.897247,1962000
2022-12-12,169.889999,173.279999,169.100006,173.070007,172.231018,2048400
2022-12-13,180.580002,180.580002,171.289993,174.309998,173.464996,3081300
2022-12-14,173.229996,175.360001,169.000000,171.570007,171.570007,1968700
2022-12-15,168.259995,169.649994,164.589996,165.160004,165.160004,2570300
2022-12-16,164.350006,165.429993,161.660004,163.720001,163.720001,3696400
2022-12-19,164.289993,164.330002,158.529999,160.270004,160.270004,1418200
2022-12-20,157.990005,161.220001,157.059998,159.509995,159.509995,1101400
2022-12-21,160.869995,163.839996,160.009995,163.429993,163.429993,1737500
2022-12-22,159.860001,161.009995,153.960007,157.509995,157.509995,2759100
2022-12-23,156.210007,157.820007,154.199997,157.669998,157.669998,1212300
2022-12-27,155.550003,155.559998,153.240005,153.779999,153.779999,1374900
2022-12-28,152.899994,154.850006,150.899994,151.699997,151.699997,1433300
2022-12-29,154.839996,159.699997,153.490005,158.119995,158.119995,2016600
2022-12-30,155.529999,158.179993,154.070007,158.029999,158.029999,1021000
2023-01-03,159.779999,160.449997,153.110001,155.050003,155.050003,1900300
2023-01-04,158.279999,160.360001,156.100006,157.960007,157.960007,1678400
2023-01-05,156.100006,157.259995,153.100006,153.509995,153.509995,1692400
2023-01-06,155.850006,160.169998,153.889999,159.630005,159.630005,2063200
2023-01-09,162.289993,164.449997,160.039993,160.970001,160.970001,1834400
2023-01-10,163.550003,166.250000,161.979996,166.070007,166.070007,2219700
2023-01-11,166.660004,168.880005,165.229996,168.729996,168.729996,2019200
2023-01-12,170.089996,171.869995,167.389999,170.210007,170.210007,1705000
2023-01-13,168.619995,171.949997,168.220001,171.820007,171.820007,2006400
2023-01-17,170.710007,170.779999,167.789993,170.330002,170.330002,1991000
2023-01-18,172.419998,175.300003,170.539993,170.679993,170.679993,1565800
2023-01-19,168.800003,169.259995,164.860001,165.000000,165.000000,2163200
2023-01-20,166.550003,168.679993,164.259995,168.500000,168.500000,2322300
2023-01-23,169.229996,175.750000,168.509995,173.029999,173.029999,3386200
2023-01-24,170.949997,174.259995,169.490005,173.169998,173.169998,1627000
2023-01-25,170.839996,174.380005,168.979996,174.100006,174.100006,1328500
2023-01-26,176.619995,180.199997,174.729996,180.020004,180.020004,2996400
2023-01-27,177.490005,182.940002,177.089996,181.539993,181.539993,2078900
2023-01-30,179.339996,182.740005,178.839996,179.479996,179.479996,3948800
2023-01-31,182.389999,185.149994,178.000000,184.309998,184.309998,4265200
2023-02-01,184.070007,196.300003,183.809998,193.940002,193.940002,4468400
2023-02-02,195.470001,197.710007,192.830002,196.160004,196.160004,2815900
2023-02-03,192.190002,195.449997,190.759995,190.949997,190.949997,2654700
2023-02-06,187.910004,190.300003,186.089996,187.369995,187.369995,2059900
2023-02-07,188.240005,194.550003,188.000000,193.240005,193.240005,2270100
2023-02-08,191.160004,192.149994,187.320007,187.949997,187.949997,1935600
2023-02-09,191.190002,194.059998,189.020004,189.850006,189.850006,2010600
2023-02-10,187.889999,188.179993,185.190002,186.470001,186.470001,1459700
2023-02-13,186.979996,189.250000,185.460007,188.380005,188.380005,1677700
2023-02-14,186.809998,190.449997,185.449997,189.789993,189.789993,1864700
2023-02-15,188.169998,193.550003,188.169998,193.289993,193.289993,1482400
2023-02-16,190.399994,193.809998,190.399994,191.229996,191.229996,2173300
2023-02-17,190.710007,191.720001,186.610001,188.460007,188.460007,2206500
2023-02-21,185.479996,187.190002,181.089996,181.410004,181.410004,2073800
2023-02-22,180.899994,181.990005,176.729996,177.690002,177.690002,2205800
2023-02-23,181.279999,181.820007,177.110001,180.990005,180.990005,2013400
2023-02-24,177.759995,178.059998,175.369995,176.860001,176.860001,1791500
2023-02-27,180.210007,180.580002,177.429993,177.740005,177.740005,1165800
2023-02-28,177.559998,180.720001,176.550003,178.479996,178.479996,1227700
2023-03-01,179.270004,180.630005,177.550003,178.869995,178.869995,900300
2023-03-02,176.179993,181.229996,174.169998,180.630005,180.630005,1171500
2023-03-03,181.380005,183.179993,178.789993,182.960007,182.960007,1285900
2023-03-06,184.009995,184.669998,178.869995,179.940002,179.940002,1088700
2023-03-07,180.410004,180.809998,176.160004,177.399994,177.399994,1330900
2023-03-08,178.380005,182.649994,178.380005,182.509995,182.509995,2072400
2023-03-09,182.910004,185.309998,178.669998,179.830002,179.830002,1961500
2023-03-10,181.919998,181.970001,174.509995,175.050003,175.050003,2263000
2023-03-13,null,null,null,null,null,null
2023-03-14,177.279999,179.259995,175.589996,178.820007,178.820007,2104700
