Date,Open,High,Low,Close,Adj Close,Volume
2022-03-14,171.330002,174.710007,169.710007,172.789993,170.415024,4614600
2022-03-15,173.589996,178.300003,173.369995,176.039993,173.620346,3827300
2022-03-16,179.179993,182.759995,176.300003,180.610001,178.127548,5239300
2022-03-17,180.179993,187.710007,180.059998,186.970001,184.400131,6398900
2022-03-18,188.690002,191.000000,184.839996,190.720001,188.098572,8744100
2022-03-21,190.770004,191.500000,187.559998,189.089996,186.490982,3166200
2022-03-22,190.500000,194.350006,190.059998,191.330002,188.700180,3007000
2022-03-23,188.830002,189.619995,185.179993,186.020004,183.463181,3664600
2022-03-24,186.610001,189.369995,185.699997,188.889999,186.293716,2424400
2022-03-25,190.410004,191.259995,189.000000,190.279999,187.664627,1871900
2022-03-28,189.949997,189.949997,186.289993,189.699997,187.092575,3043700
2022-03-29,192.330002,194.000000,190.360001,190.940002,188.315552,2764100
2022-03-30,191.389999,192.100006,188.399994,189.759995,187.151779,2278000
2022-03-31,189.529999,191.110001,186.940002,187.000000,184.429688,3801600
2022-04-01,188.199997,189.419998,186.279999,187.169998,184.597366,2647000
2022-04-04,187.619995,188.500000,185.589996,187.660004,185.080643,2971400
2022-04-05,187.490005,190.839996,184.800003,185.399994,182.851700,2974700
2022-04-06,184.490005,184.869995,181.729996,183.710007,181.184921,3143300
2022-04-07,181.520004,183.270004,179.110001,182.389999,180.393692,4062400
2022-04-08,183.000000,186.720001,181.929993,183.699997,181.689362,3075600
2022-04-11,181.059998,182.440002,177.250000,177.570007,175.626465,4816800
2022-04-12,176.570007,179.250000,174.710007,175.539993,173.618652,4348900
2022-04-13,174.229996,180.020004,174.000000,179.589996,177.624329,2980600
2022-04-14,179.270004,182.470001,178.679993,181.160004,179.177155,2667100
2022-04-18,181.330002,185.889999,181.000000,184.479996,182.460800,2182700
2022-04-19,185.009995,188.089996,184.710007,187.169998,185.121368,2713800
2022-04-20,188.330002,190.149994,187.639999,188.460007,186.397247,2256200
2022-04-21,190.940002,192.419998,184.580002,185.740005,183.707016,3973200
2022-04-22,185.429993,185.550003,180.320007,180.539993,178.563919,4373700
2022-04-25,179.979996,184.259995,177.990005,184.100006,182.084976,4408900
2022-04-26,183.250000,183.910004,178.539993,178.649994,176.694611,3728100
2022-04-27,177.660004,179.410004,175.500000,177.630005,175.685791,4085800
2022-04-28,180.350006,183.889999,177.610001,181.979996,179.988159,2703200
2022-04-29,180.089996,182.309998,174.330002,174.710007,172.797745,3210100
2022-05-02,174.649994,174.880005,167.509995,171.619995,169.741562,3881800
2022-05-03,173.000000,174.000000,170.330002,172.110001,170.226196,3152300
2022-05-04,172.220001,178.169998,171.199997,177.820007,175.873718,2930400
2022-05-05,176.639999,176.759995,169.330002,171.009995,169.138245,2987100
2022-05-06,169.169998,169.990005,165.009995,167.149994,165.320480,3129800
2022-05-09,165.029999,166.020004,160.380005,161.020004,159.257584,4485200
2022-05-10,163.419998,164.729996,158.389999,161.830002,160.058716,3014800
2022-05-11,161.729996,164.940002,159.039993,159.389999,157.645416,2644300
2022-05-12,155.600006,157.160004,149.880005,153.270004,151.592422,5314800
2022-05-13,155.960007,160.089996,155.880005,158.750000,157.012436,3625100
2022-05-16,157.410004,158.740005,154.320007,156.429993,154.717819,2811300
2022-05-17,161.070007,162.759995,158.399994,161.850006,160.078506,2928100
2022-05-18,160.789993,160.850006,155.399994,156.100006,154.391434,2697700
2022-05-19,153.570007,156.460007,153.250000,154.000000,152.314423,2768300
2022-05-20,154.350006,154.800003,149.710007,153.240005,151.562744,2982500
2022-05-23,156.610001,159.559998,156.020004,159.039993,157.299255,2726600
