,game_end_time_utc,game_id,game_mode,game_outcome,game_start_time_utc,game_type,realm_id
0,2023-01-01 00:55:07,d275faf5-cce6-4707-9911-54c4a0a36d73,ShootingRange,Loss,2023-01-01 00:54:55,Not Applicable,na
1,2023-01-01 01:31:40,0a2e9864-ee1a-422c-b978-c08ab17d5cc8,ShootingRange,Loss,2023-01-01 01:24:53,Not Applicable,na
2,2023-01-01 01:40:26,e686cb29-7980-4321-a310-3dcc38711a06,Matchmaking,Loss,2023-01-01 01:32:51,Deathmatch,na
3,2023-01-01 01:50:13,4cc6ca4c-c14b-4d1b-8e94-4008cd141c0b,Matchmaking,Loss,2023-01-01 01:41:24,Deathmatch,na
4,2023-01-01 02:24:57,e558de92-b959-44e4-bffa-295f6ad2df8b,Matchmaking,Win,2023-01-01 01:51:52,Ranked,na
5,2023-01-01 02:34:23,d1ec1b12-6a6b-4693-8de0-8df6d7175c30,Matchmaking,Loss,2023-01-01 02:27:38,Deathmatch,na
6,2023-01-01 03:18:27,cc1f7275-3f45-45da-9928-1d9fda40c3f6,Matchmaking,Win,2023-01-01 02:35:29,Ranked,na
7,2023-01-01 04:02:29,30ad0d61-94dc-471c-b4df-9a535a73509a,Matchmaking,Loss,2023-01-01 03:22:05,Ranked,na
8,2023-01-01 04:38:44,ef271e4b-dde7-4e69-aa0c-539490bd1dde,Matchmaking,Win,2023-01-01 04:06:10,Ranked,na
9,2023-01-01 06:00:03,0e7ab363-0862-4709-93a1-7efbeccee65b,Matchmaking,Loss,2023-01-01 05:12:57,Ranked,na
10,2023-01-03 01:01:20,4277dbfc-4c5c-47d2-a9fa-27472fd97fb5,ShootingRange,Loss,2023-01-03 00:54:04,Not Applicable,na
11,2023-01-03 01:10:30,deecc2d1-c673-4601-8874-d50518920dd6,Matchmaking,Loss,2023-01-03 01:02:30,Deathmatch,na
12,2023-01-03 01:11:49,db56cf15-0037-47a2-84da-4d57d1aeafd7,Matchmaking,Loss,2023-01-03 01:03:55,Deathmatch,na
13,2023-01-03 01:19:57,725fbd32-4c81-4d7d-86a3-fb0e471394df,Matchmaking,Loss,2023-01-03 01:12:27,Deathmatch,na
14,2023-01-03 01:48:33,e5b8dbd0-a60b-4e37-96ff-01369de1982d,Matchmaking,Loss,2023-01-03 01:20:33,Ranked,na
15,2023-01-03 01:54:34,3f784bd6-c7dd-43a0-a7ab-91580434b323,ShootingRange,Loss,2023-01-03 01:53:50,Not Applicable,na
16,2023-01-03 01:59:57,5e5f7817-ea0c-44ed-814e-067bede35764,Matchmaking,Loss,2023-01-03 01:52:50,Deathmatch,na
17,2023-01-03 02:39:41,c271621f-4bc9-40bd-8a25-ca0af3eb4d97,Matchmaking,Loss,2023-01-03 02:03:41,Ranked,na
18,2023-01-03 04:55:43,900c76a7-75a6-4d41-adc2-5226fefe76be,Matchmaking,Win,2023-01-03 04:20:02,Ranked,na
19,2023-01-03 05:28:12,7afac6c5-590e-4565-9ef7-f1665ab5e5f2,Matchmaking,Loss,2023-01-03 04:59:19,Ranked,na
20,2023-01-07 11:13:08,c2620e21-a9df-4aed-afc5-09030a5380a5,ShootingRange,Loss,2023-01-07 11:05:02,Not Applicable,na
21,2023-01-07 11:22:12,5359912e-8f80-44e5-8542-44879336dfba,Matchmaking,Loss,2023-01-07 11:15:07,Deathmatch,na
22,2023-01-07 12:01:59,92a0d7b7-9980-491a-9773-54b42c61268d,Matchmaking,Win,2023-01-07 11:24:33,Ranked,na
23,2023-01-07 12:46:40,553d5e31-c740-4b50-9591-5fe0ca00f3bb,Matchmaking,Loss,2023-01-07 12:06:11,Ranked,na
24,2023-01-07 13:18:37,33737053-2b83-4c87-8cab-0d64d8b055cb,Matchmaking,Loss,2023-01-07 12:50:45,Ranked,na
25,2023-01-07 13:54:57,ea58edc9-c20c-4202-8efd-bca01aba490c,Matchmaking,Loss,2023-01-07 13:30:47,Ranked,na
26,2023-01-08 02:35:19,cb14c97c-7add-4d77-b0ee-1bb2802d2c78,ShootingRange,Loss,2023-01-08 02:34:54,Not Applicable,na
27,2023-01-08 02:43:38,e5148138-8328-4971-8e9b-1ef39d8dcaa6,Matchmaking,Loss,2023-01-08 02:35:50,Deathmatch,na
28,2023-01-08 03:22:11,a66e07ed-b994-49ce-99bc-a8d96bd3300b,Matchmaking,Win,2023-01-08 02:44:58,Ranked,na
29,2023-01-08 04:12:36,9e3ae66c-248e-4087-ae32-a7da71db499f,Matchmaking,Win,2023-01-08 03:26:40,Ranked,na
30,2023-01-08 04:46:53,14010f77-db0d-4efe-83a9-6f8fba49eed3,Matchmaking,Loss,2023-01-08 04:17:23,Ranked,na
31,2023-01-08 05:24:06,0c044417-64d0-4091-8aca-5526aff9d631,Matchmaking,Loss,2023-01-08 04:53:04,Ranked,na
32,2023-01-08 06:08:48,44b3ea8a-f4bd-4657-aa62-b825a05909a8,Matchmaking,Win,2023-01-08 05:28:06,Ranked,na
33,2023-01-08 06:54:50,03980a1a-6995-42b2-8ce4-157059e31001,Matchmaking,Win,2023-01-08 06:20:06,Ranked,na
34,2023-01-08 07:32:40,24e5028a-0080-4f46-b10d-00cfc5b31644,Matchmaking,Loss,2023-01-08 07:01:36,Ranked,na
35,2023-01-08 08:19:27,adef3923-42d4-485a-a897-ddc5b72bc330,Matchmaking,Loss,2023-01-08 07:45:24,Ranked,na
36,2023-01-09 02:16:12,120f524c-a5f3-4ac7-b2ac-a90bfe99c4fc,ShootingRange,Loss,2023-01-09 02:07:43,Not Applicable,na
37,2023-01-09 02:23:45,ddccb85b-0ec2-4b23-ae45-030d8ff13d18,Matchmaking,Loss,2023-01-09 02:16:48,Deathmatch,na
38,2023-01-09 02:57:16,592c089c-2484-48a5-88e0-483b9f884f6d,Matchmaking,Loss,2023-01-09 02:22:09,Ranked,na
39,2023-01-09 03:41:05,4501c3f3-dd47-4571-a7d1-f9a82fafbe28,Matchmaking,Win,2023-01-09 03:09:13,Ranked,na
40,2023-01-09 04:15:50,16ad8338-dacd-4c8d-a415-ecd3de089a3f,Matchmaking,Loss,2023-01-09 03:51:56,Ranked,na
41,2023-01-09 04:58:49,5e3861d5-d7d6-4443-a746-aa4fe547a1b9,Matchmaking,Loss,2023-01-09 04:22:54,Ranked,na
42,2023-01-09 05:42:52,e9e61868-a1ab-4a8d-bcf8-a7ab47901791,Matchmaking,Win,2023-01-09 05:01:34,Ranked,na
43,2023-01-09 06:27:06,72e30384-6198-4d3c-a9ff-e39ae144013e,Matchmaking,Win,2023-01-09 05:46:07,Ranked,na
44,2023-01-09 07:21:55,43225546-32f1-4e46-a291-864f9eb25d15,Matchmaking,Win,2023-01-09 06:38:50,Ranked,na
45,2023-01-10 19:44:43,67864abc-a5f4-4ba3-ae0c-af8984c286a8,ShootingRange,Loss,2023-01-10 19:44:01,Not Applicable,na
46,2023-01-10 19:52:45,147cd489-dff5-4e09-93e8-048a7c9af31e,ShootingRange,Loss,2023-01-10 19:46:10,Not Applicable,na
47,2023-01-10 20:01:05,a24af93c-e619-4f91-89cd-90a85eeeceff,Matchmaking,Loss,2023-01-10 19:54:02,Deathmatch,na
48,2023-01-10 20:09:05,437c5b62-8d7b-4c2d-a3fa-0ac3a6a778a2,Matchmaking,Win,2023-01-10 20:02:11,Deathmatch,na
49,2023-01-10 20:40:29,dd9b58a8-a162-4291-a7b6-13211cb9685a,Matchmaking,Win,2023-01-10 20:11:39,Ranked,na
50,2023-01-10 21:14:44,a16d235e-a4d0-4498-8919-9ddd71fb4faa,Matchmaking,Win,2023-01-10 20:44:25,Ranked,na
51,2023-01-10 22:01:05,5868ebdb-0f09-40d0-9b21-a1632a15fc93,Matchmaking,Loss,2023-01-10 21:29:18,Ranked,na
52,2023-01-10 22:50:02,9d014917-6da0-4c91-9abf-c05e2bf82829,Matchmaking,Win,2023-01-10 22:12:33,Ranked,na
53,2023-01-10 23:18:49,f1353cf2-f165-4a57-b15c-9767b03daa0b,Matchmaking,Win,2023-01-10 22:54:28,Ranked,na
54,2023-01-10 23:37:24,cc4ffd82-0e81-42ee-a6d3-091164aaee8e,Matchmaking,Win,2023-01-10 23:31:40,Ranked,na
55,2023-01-11 00:08:11,79a4c1fe-e430-46cf-a768-8542070a9c38,Matchmaking,Loss,2023-01-10 23:41:17,Ranked,na
56,2023-01-11 04:28:19,f9c50739-5b18-48f1-aace-5499b7b3ab97,Matchmaking,Win,2023-01-11 03:51:29,Ranked,na
57,2023-01-11 05:12:47,db145fe0-6637-4431-a9fc-5ea9908bea63,Matchmaking,Win,2023-01-11 04:32:48,Ranked,na
58,2023-01-11 21:20:56,cb5e5c79-2e45-44eb-ab42-9f2edc983d1e,ShootingRange,Loss,2023-01-11 21:14:02,Not Applicable,na
59,2023-01-11 21:29:58,678b65a7-b747-4362-becf-9a562bae3beb,Matchmaking,Win,2023-01-11 21:22:07,Deathmatch,na
60,2023-01-11 22:12:52,4158f91c-a134-46f7-bc35-069f61a5a184,Matchmaking,Loss,2023-01-11 21:32:08,Ranked,na
61,2023-01-11 22:53:50,99543277-9512-4071-b088-135ebca74467,Matchmaking,Win,2023-01-11 22:19:35,Ranked,na
62,2023-01-11 23:20:20,119b787d-a464-4c40-a024-6133410ca0cf,Matchmaking,Win,2023-01-11 22:59:36,Ranked,na
63,2023-01-12 00:01:01,f0e822dc-e580-4e17-91a4-219e6f38d8e7,Matchmaking,Win,2023-01-11 23:23:45,Ranked,na
64,2023-01-12 00:45:07,966b7766-eccc-4a10-9a61-c048e3fa8676,Matchmaking,Loss,2023-01-12 00:07:08,Ranked,na
65,2023-01-12 01:46:07,33732ca5-c032-4d8a-9693-290d3c1d4776,Matchmaking,Loss,2023-01-12 01:10:36,Ranked,na
66,2023-01-12 02:29:46,1c72730a-ff7a-46ba-abad-b362530b13b6,Matchmaking,Win,2023-01-12 01:49:42,Ranked,na
67,2023-01-12 05:45:50,c4986cce-e28b-4d61-b6b7-63b4dd7e3d6d,Matchmaking,Loss,2023-01-12 05:01:44,Ranked,na
68,2023-01-12 05:57:28,97da78c2-b0c4-4f9d-9d2d-32b52f458619,Matchmaking,Loss,2023-01-12 05:48:06,Deathmatch,na
69,2023-01-12 06:17:13,a6e053d5-c787-4b18-8850-e72c4c41db53,Matchmaking,Loss,2023-01-12 05:55:52,Ranked,na
70,2023-01-12 07:09:00,133c08dc-326d-4265-9748-a80473b40064,Matchmaking,Loss,2023-01-12 06:27:31,Ranked,na
71,2023-01-12 21:07:04,616f1511-17c4-43c1-8960-6255ea42fd6c,ShootingRange,Loss,2023-01-12 21:00:09,Not Applicable,na
72,2023-01-12 21:15:00,9929a687-5a59-4950-ba5b-ce598b007b68,Matchmaking,Loss,2023-01-12 21:08:00,Deathmatch,na
73,2023-01-12 21:29:59,ead5f1ea-667f-4c8b-a0b7-fc31cb95b134,Matchmaking,Loss,2023-01-12 21:17:23,Newmap,na
74,2023-01-12 22:23:46,7464bb0b-b355-481f-85b4-7c1087cb91a5,Matchmaking,Loss,2023-01-12 21:38:22,Ranked,na
75,2023-01-12 23:06:01,6a0bef07-7011-4ac9-96ed-a9cc691409a5,Matchmaking,Win,2023-01-12 22:28:40,Ranked,na
76,2023-01-12 23:39:03,a6254478-2fbe-4922-a8f3-8792da50933c,Matchmaking,Win,2023-01-12 23:09:54,Ranked,na
77,2023-01-13 00:59:37,a550ec70-9669-4e78-ac5b-841515952ada,Matchmaking,Loss,2023-01-13 00:24:07,Ranked,na
78,2023-01-13 01:40:31,872b9b38-3a31-4295-8da4-f42e6bfd1761,Matchmaking,Loss,2023-01-13 01:04:02,Ranked,na
79,2023-01-13 02:16:38,1c5b69a8-d02d-48f6-a2df-3d7fd6114496,Matchmaking,Win,2023-01-13 01:44:25,Ranked,na
80,2023-01-13 02:52:24,7cec76f8-3797-4c8b-8e90-0e250dd2744e,Matchmaking,Loss,2023-01-13 02:18:41,Ranked,na
81,2023-01-13 03:30:49,8c3bed06-637a-406e-94d4-2478389b7d3d,Matchmaking,Win,2023-01-13 02:56:07,Ranked,na
82,2023-01-13 04:13:16,d129ed25-daa6-4d0a-a0e0-262802ff5af1,Matchmaking,Loss,2023-01-13 03:40:45,Ranked,na
83,2023-01-13 22:09:27,fc4eb9e3-7295-409d-bd4a-f0314647a4da,ShootingRange,Loss,2023-01-13 21:59:38,Not Applicable,na
84,2023-01-13 22:46:41,6c231839-99da-4df0-8af9-8d0d57d7912b,Matchmaking,Win,2023-01-13 22:12:49,Ranked,na
85,2023-01-13 23:34:02,528d2253-3c32-45f8-aa12-ff6fbb101034,Matchmaking,Loss,2023-01-13 22:50:15,Ranked,na
86,2023-01-14 00:17:52,ad7f29d3-7177-4e40-8a88-9a11818c6ce1,Matchmaking,Win,2023-01-13 23:49:13,Ranked,na
87,2023-01-14 00:47:22,37768638-db70-4769-9280-5f01c75ba027,Matchmaking,Loss,2023-01-14 00:23:30,Ranked,na
88,2023-01-14 01:18:53,c847090b-ecc4-44d3-b0b7-b5d1c5675e51,Matchmaking,Loss,2023-01-14 00:50:13,Ranked,na
89,2023-01-14 01:51:33,5362d3d7-8d38-4ca5-81d8-93a1c71ec7fb,Matchmaking,Loss,2023-01-14 01:22:01,Ranked,na
90,2023-01-14 02:24:31,5ca900a1-6aac-493c-984f-7b98c15cee59,Matchmaking,Loss,2023-01-14 02:00:20,Ranked,na
91,2023-01-14 03:33:12,d4f4096d-fc69-4f5d-8401-ea73af87a469,Matchmaking,Loss,2023-01-14 03:19:35,Newmap,na
92,2023-01-14 03:51:21,b332faab-7a57-4751-9bd3-9aa423fe59d6,Matchmaking,Win,2023-01-14 03:39:24,Newmap,na
93,2023-01-14 04:30:11,395662c1-bf0a-46f4-a321-3da8388baac7,Matchmaking,Loss,2023-01-14 03:53:27,Unrated,na
94,2023-01-14 04:41:44,72f118a2-b7dd-420b-bfc7-a0b298c06999,Matchmaking,Win,2023-01-14 04:34:24,Ggteam,na
95,2023-01-14 04:52:38,30303c0d-28de-49e9-b6b7-ba9b0619aaa7,Matchmaking,Win,2023-01-14 04:43:51,Ggteam,na
96,2023-01-14 05:33:15,e4009c94-c738-4edf-ba52-e76d5149e7f0,Matchmaking,Loss,2023-01-14 04:55:01,Ranked,na
97,2023-01-14 05:44:12,95a74cb6-a659-4f6a-916e-358c454c5b71,Matchmaking,Win,2023-01-14 05:37:05,Ggteam,na
98,2023-01-14 05:51:49,fa42ad06-8cf1-44b8-860a-c309aa787b61,Matchmaking,Loss,2023-01-14 05:44:43,Ggteam,na
99,2023-01-15 02:52:08,2e647995-c080-4966-a13e-971a820c4d4d,ShootingRange,Loss,2023-01-15 02:35:57,Not Applicable,na
100,2023-01-15 03:01:57,9ac804a5-5fd2-491d-a435-e3ca2747dd72,Matchmaking,Loss,2023-01-15 02:55:08,Deathmatch,na
101,2023-01-15 03:08:09,a842b0c0-b1ea-4d19-a580-419846e29d50,Matchmaking,Loss,2023-01-15 03:06:02,Ranked,na
102,2023-01-15 03:37:10,05d856a5-3ec6-4256-b123-9b348afacb11,Matchmaking,Win,2023-01-15 03:11:25,Ranked,na
103,2023-01-15 04:13:21,3dce895a-abcc-48c2-a826-3227dcebaa18,Matchmaking,Loss,2023-01-15 03:41:26,Ranked,na
104,2023-01-15 04:49:20,5046c8d7-1bdd-4acb-8aaa-9b982709256d,Matchmaking,Loss,2023-01-15 04:19:25,Ranked,na
105,2023-01-16 00:47:42,eb935938-b501-4254-b88a-e95a2d35624f,ShootingRange,Loss,2023-01-16 00:39:10,Not Applicable,na
106,2023-01-16 00:55:18,9a191a1b-7e6b-4b33-b96e-65605619ae6f,Matchmaking,Loss,2023-01-16 00:47:54,Deathmatch,na
107,2023-01-16 01:23:08,d0071b9a-c73a-4c92-9642-6ecd86181582,Matchmaking,Loss,2023-01-16 00:56:38,Ranked,na
108,2023-01-16 02:11:28,d7a2b4f5-d58c-413e-82eb-f4507baf7cb4,Matchmaking,Win,2023-01-16 01:36:52,Ranked,na
109,2023-01-16 02:48:48,2beea373-bdda-4ea5-a15a-362960f8b878,Matchmaking,Loss,2023-01-16 02:14:47,Ranked,na
110,2023-01-16 03:20:46,67dbd39d-6f35-4e8c-b630-6feb95c7ea3e,Matchmaking,Win,2023-01-16 02:51:26,Ranked,na
111,2023-01-16 05:34:46,9ff8b065-b467-42c1-9d3a-cdbed692e1f5,Matchmaking,Loss,2023-01-16 04:51:42,Ranked,na
112,2023-01-16 06:16:48,2e0ce3c3-72b9-4911-adb3-85cfbf2e3315,Matchmaking,Win,2023-01-16 05:42:56,Ranked,na
113,2023-01-16 06:55:03,15b68ff2-2491-4eb4-9b57-b8ea6c1ce7ab,Matchmaking,Win,2023-01-16 06:28:31,Ranked,na
114,2023-01-16 07:37:09,39e4b3d3-f500-4af4-946e-cc993eab3394,Matchmaking,Win,2023-01-16 06:58:29,Ranked,na
115,2023-01-16 22:11:06,9063d444-cc2d-4a80-9b66-1a243dd5ae8d,ShootingRange,Loss,2023-01-16 21:58:28,Not Applicable,na
116,2023-01-16 22:18:25,85d2745f-6938-415d-9aee-fd91113c7d59,Matchmaking,Loss,2023-01-16 22:11:49,Deathmatch,na
117,2023-01-16 22:26:18,56c034ab-7ad8-4caa-9f0a-3e179e02d214,Matchmaking,Loss,2023-01-16 22:19:25,Deathmatch,na
118,2023-01-16 22:46:26,f380a1a4-2bae-4e6a-809f-46b5d129e9da,Matchmaking,Win,2023-01-16 22:23:43,Ranked,na
119,2023-01-16 22:59:00,5e99ce5c-e6f4-4196-bde6-dfcad7a511e5,Matchmaking,Win,2023-01-16 22:50:29,Newmap,na
120,2023-01-16 23:10:32,c071f3c6-cbab-4b54-96ce-fbc1052d9d8f,Matchmaking,Win,2023-01-16 23:02:22,Spike Rush,na
121,2023-01-16 23:53:22,544c5e57-cd85-4c2f-a159-e25399a9d02f,Matchmaking,Loss,2023-01-16 23:17:19,Ranked,na
122,2023-01-17 00:41:50,c3fc67a2-522b-432f-91e6-37230fa42753,Matchmaking,Loss,2023-01-16 23:55:59,Ranked,na
123,2023-01-17 01:12:14,812d130a-c058-4c77-827c-1c05a8971157,Matchmaking,Loss,2023-01-17 00:45:22,Ranked,na
124,2023-01-17 01:43:13,14e255ea-295c-40c0-8878-3d2392a6a4dc,Matchmaking,Loss,2023-01-17 01:15:16,Ranked,na
125,2023-01-17 02:37:33,4dd09bcd-7d1b-4ad3-a611-2496f3b2c6fa,Matchmaking,Loss,2023-01-17 02:32:47,Ranked,na
126,2023-01-17 03:23:12,4f6b4c77-912a-4a84-99f3-54c0963a6cc2,Matchmaking,Win,2023-01-17 02:40:26,Ranked,na
127,2023-01-17 04:13:59,3db734f2-b5bd-4d32-a9ad-35352c0861f8,Matchmaking,Win,2023-01-17 03:40:55,Ranked,na
128,2023-01-17 04:49:27,01d00518-4d5a-41f5-af2b-f4ba8940ba3d,Matchmaking,Win,2023-01-17 04:17:06,Ranked,na
129,2023-01-17 05:26:08,71b9b16c-9dcf-404b-abe4-0b22afbc0fed,Matchmaking,Win,2023-01-17 04:54:16,Ranked,na
130,2023-01-17 21:44:42,84b3f762-bfde-4acc-848e-c7e517fcc897,ShootingRange,Loss,2023-01-17 21:35:09,Not Applicable,na
131,2023-01-17 21:51:47,dd34f5d2-6fd6-4f4b-99c6-10b25d31ddfb,Matchmaking,Loss,2023-01-17 21:46:30,Deathmatch,na
132,2023-01-17 22:27:25,d505c530-a79a-4303-91c3-e1346c8d2207,Matchmaking,Win,2023-01-17 21:55:37,Ranked,na
133,2023-01-17 23:01:22,5d45e969-c4d2-4413-804a-d8f1f5e159c2,Matchmaking,Loss,2023-01-17 22:31:26,Ranked,na
134,2023-01-17 23:44:00,d5dd8ffa-fe0d-4f52-80b8-2a1120eb3550,Matchmaking,Loss,2023-01-17 23:04:35,Ranked,na
135,2023-01-18 03:14:10,1a636883-23a2-4278-bd81-7f57669046de,Matchmaking,Win,2023-01-18 02:35:35,Ranked,na
136,2023-01-18 03:48:12,17cf6e13-1bbf-4bc0-9f6d-e1f20f50c05a,Matchmaking,Win,2023-01-18 03:18:54,Ranked,na
137,2023-01-18 04:27:25,64aa52c7-703c-4a76-857f-3dc7394e5a7c,Matchmaking,Win,2023-01-18 03:50:36,Ranked,na
138,2023-01-18 05:09:31,7ab0365a-2f50-4729-918d-c0b2795636d2,Matchmaking,Win,2023-01-18 04:32:54,Ranked,na
139,2023-01-18 21:23:50,4271f9e1-66c0-4df1-b7bf-cedde0cceae7,ShootingRange,Loss,2023-01-18 21:16:52,Not Applicable,na
140,2023-01-18 21:34:19,534179ee-3951-477b-b47f-3a5f6b5b2f80,Matchmaking,Loss,2023-01-18 21:26:18,Deathmatch,na
141,2023-01-18 21:43:22,cdb2d6ae-e6d5-48d3-9ac7-5ba79b09453e,Matchmaking,Loss,2023-01-18 21:35:34,Deathmatch,na
142,2023-01-18 22:23:33,afcfaf4a-52ce-42b6-8347-5228ab7d4a5c,Matchmaking,Loss,2023-01-18 21:44:16,Ranked,na
143,2023-01-18 23:35:41,1db9254c-112f-4443-b8b5-a12563d4abd6,Matchmaking,Win,2023-01-18 22:59:18,Ranked,na
144,2023-01-19 00:09:58,ecadd941-75ba-475c-8c81-cd0e0d4550bf,Matchmaking,Win,2023-01-18 23:39:55,Ranked,na
145,2023-01-19 03:57:50,fe970868-28b1-4865-bb24-c1227c4df353,Matchmaking,Win,2023-01-19 03:14:29,Ranked,na
146,2023-01-19 22:19:11,0031f5fd-8047-4919-aba4-f8dd1195c756,ShootingRange,Loss,2023-01-19 22:14:51,Not Applicable,na
147,2023-01-19 22:26:46,02765419-5e97-4f92-815b-9b321ccb698f,Matchmaking,Win,2023-01-19 22:19:28,Deathmatch,na
148,2023-01-19 22:51:38,3b01c6e5-1c69-4839-a005-734c22c9fc36,Matchmaking,Loss,2023-01-19 22:29:11,Ranked,na
149,2023-01-19 23:33:03,69efdcda-3e12-46eb-91ad-574bb9d05791,Matchmaking,Win,2023-01-19 23:04:12,Ranked,na
150,2023-01-20 00:14:46,0cb0ee13-8071-480e-ba7a-cd1721ee43b6,Matchmaking,Loss,2023-01-19 23:42:56,Ranked,na
151,2023-01-20 05:01:35,a38d1ac4-ab88-44d3-8262-54334f546df7,Matchmaking,Loss,2023-01-20 04:29:02,Ranked,na
152,2023-01-20 05:40:24,73623234-defb-4d3c-9372-bb563d50c9de,Matchmaking,Loss,2023-01-20 05:04:14,Ranked,na
153,2023-01-20 06:15:34,e7a5449e-6bec-4d76-89fc-03e6fbf4504a,Matchmaking,Win,2023-01-20 05:47:55,Ranked,na
154,2023-01-21 03:18:57,2e9c8fca-05b2-4f08-a36e-f216e2ce5a4b,ShootingRange,Loss,2023-01-21 03:11:01,Not Applicable,na
155,2023-01-21 03:26:51,bc3fa783-37b0-4cfa-8476-ea98f1b1ace8,Matchmaking,Loss,2023-01-21 03:20:02,Deathmatch,na
156,2023-01-21 03:35:56,6043ae10-039e-4dc6-ba8e-3e733e6a909a,Matchmaking,Win,2023-01-21 03:27:38,Deathmatch,na
157,2023-01-21 04:10:11,50d0e8b2-13ec-41f9-a275-bb43615ba1b9,Matchmaking,Loss,2023-01-21 03:38:06,Ranked,na
158,2023-01-21 04:52:41,15b8192e-383f-49b9-b30d-c1991089eb51,Matchmaking,Win,2023-01-21 04:14:30,Ranked,na
159,2023-01-21 05:38:49,7c81a05a-6ba2-438c-962d-f9256dcaa906,Matchmaking,Win,2023-01-21 05:00:28,Ranked,na
160,2023-01-21 06:23:16,ddb475cc-cdc0-40f5-84af-67b588cb1d51,Matchmaking,Win,2023-01-21 05:51:03,Ranked,na
161,2023-01-21 07:10:44,24bb7552-cade-4a83-90b8-50ebf5a54244,Matchmaking,Win,2023-01-21 06:31:26,Ranked,na
162,2023-01-21 11:09:01,0ceac1dc-ca18-4517-beb3-820704cc80de,Matchmaking,Loss,2023-01-21 10:21:37,Ranked,na
163,2023-01-21 11:39:42,d1734bfa-bfe9-4664-8466-8fa75db2d13f,Matchmaking,Loss,2023-01-21 11:14:57,Ranked,na
164,2023-01-22 01:29:15,f9ae8da6-4c4c-47d5-ae96-b8a53bd3a4a4,ShootingRange,Loss,2023-01-22 01:18:45,Not Applicable,na
165,2023-01-22 01:36:48,ddea337e-0255-43a9-a79b-145641209b46,Matchmaking,Loss,2023-01-22 01:29:49,Deathmatch,na
166,2023-01-22 01:45:53,417b0e92-6dbf-4f71-ac4d-664d59ae98f1,Matchmaking,Loss,2023-01-22 01:38:35,Deathmatch,na
167,2023-01-22 02:39:54,27f30bf9-aa33-4ee0-bc73-6d069e13aa16,Matchmaking,Win,2023-01-22 02:02:13,Ranked,na
168,2023-01-22 04:09:59,47f85d87-a595-4e65-aab3-b67b1cd83c72,Matchmaking,Win,2023-01-22 03:30:55,Ranked,na
169,2023-01-22 04:49:18,44c26b5e-bc35-46d1-9d21-ca6edc429188,Matchmaking,Win,2023-01-22 04:12:22,Ranked,na
170,2023-01-22 05:27:23,e4b2e433-ca99-4be9-891a-05971af9dd8e,Matchmaking,Win,2023-01-22 04:58:32,Ranked,na
171,2023-01-22 05:33:41,0aae9cbe-7568-43fb-bba2-98fa10231cb1,ShootingRange,Loss,2023-01-22 05:32:59,Not Applicable,na
172,2023-01-22 06:22:48,80d29b0e-a4f2-40a9-be86-852bc2e4dcb1,Matchmaking,Win,2023-01-22 05:44:34,Ranked,na
173,2023-01-22 07:06:09,5e973608-b70d-4acb-ba96-a43c814d8993,Matchmaking,Loss,2023-01-22 06:28:47,Ranked,na
174,2023-01-23 02:05:33,705aba5f-b416-4eb3-b7c7-ed357f8568b8,ShootingRange,Loss,2023-01-23 01:59:35,Not Applicable,na
175,2023-01-23 02:12:21,201a4a69-19ba-4db6-9d76-44ea56e51554,Matchmaking,Loss,2023-01-23 02:06:06,Deathmatch,na
176,2023-01-23 02:52:08,8ff90d7b-fdcb-40ac-b785-51c634937b07,Matchmaking,Loss,2023-01-23 02:20:32,Ranked,na
177,2023-01-23 03:36:56,744bb645-c24d-4b31-80e9-789fd6a8617a,Matchmaking,Loss,2023-01-23 02:55:31,Ranked,na
178,2023-01-24 19:59:47,2bd1c230-3d0e-4cc5-bb82-04ef2ac113c9,ShootingRange,Loss,2023-01-24 19:53:12,Not Applicable,na
179,2023-01-24 20:08:17,d1fabb57-c176-45f9-9774-333fcca3a399,Matchmaking,Loss,2023-01-24 20:00:37,Deathmatch,na
180,2023-01-24 20:45:05,5f9f4be6-c72b-4853-ac62-a13b57396153,Matchmaking,Loss,2023-01-24 20:13:00,Ranked,na
181,2023-01-24 21:26:36,de6e2612-df1f-4b98-9445-af16f54db34f,Matchmaking,Win,2023-01-24 20:50:19,Ranked,na
182,2023-01-24 22:08:38,e9433b0b-9c56-4f5b-80cc-5ed35ea4664b,Matchmaking,Win,2023-01-24 21:35:02,Ranked,na
183,2023-01-24 22:45:54,6a24affc-1f19-4830-9e5f-12dc2e0a41e9,Matchmaking,Win,2023-01-24 22:12:25,Ranked,na
184,2023-01-24 23:34:23,1b7124f6-7a85-45e9-a3c6-24bc62d32025,Matchmaking,Win,2023-01-24 22:54:35,Ranked,na
185,2023-01-25 00:53:09,a562a0bb-a95d-4003-b119-7e63970d2fda,Matchmaking,Win,2023-01-25 00:44:45,Spike Rush,na
186,2023-01-25 02:44:52,ecbbeedd-fe88-43bc-b11f-e7c39590b47e,Matchmaking,Loss,2023-01-25 02:05:12,Ranked,na
187,2023-01-25 03:32:29,f1202ecf-87f5-4166-a119-ead4a69f14f6,Matchmaking,Loss,2023-01-25 02:48:32,Ranked,na
188,2023-01-25 03:58:12,65417b73-a5d6-4c24-b23c-c560209d6c14,Matchmaking,Win,2023-01-25 03:34:41,Ranked,na
189,2023-01-25 04:36:22,473e6c80-3d30-4aec-be60-ed30f61db394,Matchmaking,Loss,2023-01-25 04:01:40,Ranked,na
