name,stattrak,weapon,skin,condition,sell_price,sell_listings,url,is_key,is_case,type,prices,items,collection,is_package
Five-SeveN | Capillary (Minimal Wear),FALSE,Five-SeveN,Capillary,Minimal Wear,0.16,713,https://steamcommunity.com/market/listings/730/Five-SeveN%20%7C%20Capillary%20%28Minimal%20Wear%29,FALSE,FALSE,Mil-Spec Grade Pistol,"             date  price  volume
0     Mar 16 2017  2.958     652
1     Mar 17 2017  1.994     600
2     Mar 18 2017  1.431     805
3     Mar 19 2017  1.244     745
4     Mar 20 2017  1.143     605
...           ...    ...     ...
2093  Mar 10 2021  0.160      23
2094  Mar 10 2021  0.157      41
2095  Mar 10 2021  0.168      16
2096  Mar 10 2021  0.181      19
2097  Mar 10 2021  0.143       2

[2098 rows x 3 columns]",[],The Spectrum Collection,
Souvenir UMP-45 | Mudder (Well-Worn),FALSE,Souvenir UMP-45,Mudder,Well-Worn,0.16,197,https://steamcommunity.com/market/listings/730/Souvenir%20UMP-45%20%7C%20Mudder%20%28Well-Worn%29,FALSE,FALSE,Souvenir Consumer Grade SMG,"             date  price  volume
0     Sep 05 2018  0.584       5
1     Sep 06 2018  0.423      17
2     Sep 07 2018  0.602      25
3     Sep 08 2018  0.203      45
4     Sep 09 2018  0.166      42
...           ...    ...     ...
1290  Mar 09 2021  0.155       1
1291  Mar 09 2021  0.156       3
1292  Mar 10 2021  0.252       2
1293  Mar 10 2021  0.109       1
1294  Mar 10 2021  0.149       1

[1295 rows x 3 columns]",[],The 2018 Inferno Collection,
Sawed-Off | Origami (Well-Worn),FALSE,Sawed-Off,Origami,Well-Worn,0.16,254,https://steamcommunity.com/market/listings/730/Sawed-Off%20%7C%20Origami%20%28Well-Worn%29,FALSE,FALSE,Mil-Spec Grade Shotgun,"             date  price  volume
0     Apr 16 2015  0.982     236
1     Apr 17 2015  0.650     245
2     Apr 18 2015  0.483     310
3     Apr 19 2015  0.430     259
4     Apr 20 2015  0.381     226
...           ...    ...     ...
2636  Mar 09 2021  0.123       1
2637  Mar 09 2021  0.150       2
2638  Mar 09 2021  0.118       1
2639  Mar 09 2021  0.111       2
2640  Mar 10 2021  0.146      34

[2641 rows x 3 columns]",[],The Chroma 2 Collection,
Nova | Exo (Battle-Scarred),FALSE,Nova,Exo,Battle-Scarred,0.16,194,https://steamcommunity.com/market/listings/730/Nova%20%7C%20Exo%20%28Battle-Scarred%29,FALSE,FALSE,Mil-Spec Grade Shotgun,"             date  price  volume
0     Jun 16 2016  0.730      24
1     Jun 17 2016  0.589      41
2     Jun 18 2016  0.500      26
3     Jun 19 2016  0.476      38
4     Jun 20 2016  0.405      34
...           ...    ...     ...
2038  Mar 09 2021  0.137       1
2039  Mar 09 2021  0.166       5
2040  Mar 09 2021  0.109       1
2041  Mar 09 2021  0.149       4
2042  Mar 09 2021  0.144       2

[2043 rows x 3 columns]",[],The Gamma Collection,
PP-Bizon | Harvester (Minimal Wear),FALSE,PP-Bizon,Harvester,Minimal Wear,0.16,446,https://steamcommunity.com/market/listings/730/PP-Bizon%20%7C%20Harvester%20%28Minimal%20Wear%29,FALSE,FALSE,Mil-Spec Grade SMG,"             date  price  volume
0     Jun 16 2016  1.022     538
1     Jun 17 2016  0.776     449
2     Jun 18 2016  0.656     428
3     Jun 19 2016  0.559     436
4     Jun 20 2016  0.518     344
...           ...    ...     ...
2320  Mar 09 2021  0.109       1
2321  Mar 10 2021  0.124       4
2322  Mar 10 2021  0.137       3
2323  Mar 10 2021  0.114       1
2324  Mar 10 2021  0.137       2

[2325 rows x 3 columns]",[],The Gamma Collection,
G3SG1 | Digital Mesh (Well-Worn),FALSE,G3SG1,Digital Mesh,Well-Worn,0.16,99,https://steamcommunity.com/market/listings/730/G3SG1%20%7C%20Digital%20Mesh%20%28Well-Worn%29,FALSE,FALSE,Mil-Spec Grade Sniper Rifle,"            date  price  volume
0    Dec 03 2020  0.154       7
1    Dec 04 2020  0.164     290
2    Dec 05 2020  0.191     210
3    Dec 06 2020  0.207     202
4    Dec 07 2020  0.197     156
..           ...    ...     ...
564  Mar 09 2021  0.145       5
565  Mar 09 2021  0.171      10
566  Mar 09 2021  0.142       2
567  Mar 09 2021  0.154       1
568  Mar 10 2021  0.142       1

[569 rows x 3 columns]",[],The Operation Broken Fang Collection,
PP-Bizon | Urban Dashed (Factory New),FALSE,PP-Bizon,Urban Dashed,Factory New,0.16,144,https://steamcommunity.com/market/listings/730/PP-Bizon%20%7C%20Urban%20Dashed%20%28Factory%20New%29,FALSE,FALSE,Consumer Grade SMG,"             date  price  volume
0     Nov 29 2013  1.646       4
1     Nov 30 2013  2.480       3
2     Dec 01 2013  1.475       4
3     Dec 02 2013  1.277       5
4     Dec 03 2013  0.785       2
...           ...    ...     ...
2986  Mar 09 2021  0.150       8
2987  Mar 09 2021  0.132       2
2988  Mar 09 2021  0.150       2
2989  Mar 10 2021  0.118       1
2990  Mar 10 2021  0.138       4

[2991 rows x 3 columns]",[],The Train Collection,
Galil AR | Vandal (Well-Worn),FALSE,Galil AR,Vandal,Well-Worn,0.16,569,https://steamcommunity.com/market/listings/730/Galil%20AR%20%7C%20Vandal%20%28Well-Worn%29,FALSE,FALSE,Mil-Spec Grade Rifle,"            date  price  volume
0    Dec 03 2020  0.193     125
1    Dec 04 2020  0.154    2473
2    Dec 05 2020  0.180    1691
3    Dec 06 2020  0.192    1411
4    Dec 07 2020  0.191    1254
..           ...    ...     ...
736  Mar 10 2021  0.148      11
737  Mar 10 2021  0.137       9
738  Mar 10 2021  0.141       5
739  Mar 10 2021  0.155       9
740  Mar 10 2021  0.139       8

[741 rows x 3 columns]",[],The Operation Broken Fang Collection,
MP7 | Cirrus (Battle-Scarred),FALSE,MP7,Cirrus,Battle-Scarred,0.16,557,https://steamcommunity.com/market/listings/730/MP7%20%7C%20Cirrus%20%28Battle-Scarred%29,FALSE,FALSE,Mil-Spec Grade SMG,"             date  price  volume
0     Nov 29 2016  0.795     109
1     Nov 30 2016  0.707     156
2     Dec 01 2016  0.590     132
3     Dec 02 2016  0.589     176
4     Dec 03 2016  0.554     176
...           ...    ...     ...
2195  Mar 10 2021  0.149       6
2196  Mar 10 2021  0.145       4
2197  Mar 10 2021  0.123       1
2198  Mar 10 2021  0.141       2
2199  Mar 10 2021  0.150      11

[2200 rows x 3 columns]",[],The Glove Collection,
UMP-45 | Urban DDPAT (Factory New),FALSE,UMP-45,Urban DDPAT,Factory New,0.16,271,https://steamcommunity.com/market/listings/730/UMP-45%20%7C%20Urban%20DDPAT%20%28Factory%20New%29,FALSE,FALSE,Consumer Grade SMG,"             date   price  volume
0     Nov 28 2013  12.489       1
1     Nov 30 2013   4.299       4
2     Dec 01 2013   4.999       2
3     Dec 04 2013   2.712       2
4     Dec 06 2013   4.045       2
...           ...     ...     ...
3164  Mar 09 2021   0.150       4
3165  Mar 10 2021   0.132       1
3166  Mar 10 2021   0.135       2
3167  Mar 10 2021   0.155       1
3168  Mar 10 2021   0.150       1

[3169 rows x 3 columns]",[],The Train Collection,
Glock-18 | Warhawk (Field-Tested),FALSE,Glock-18,Warhawk,Field-Tested,0.16,1936,https://steamcommunity.com/market/listings/730/Glock-18%20%7C%20Warhawk%20%28Field-Tested%29,FALSE,FALSE,Mil-Spec Grade Pistol,"             date  price  volume
0     Aug 03 2018  1.950     443
1     Aug 04 2018  3.023     574
2     Aug 05 2018  1.637     452
3     Aug 06 2018  1.378     474
4     Aug 07 2018  1.128     438
...           ...    ...     ...
1589  Mar 10 2021  0.164      23
1590  Mar 10 2021  0.173      19
1591  Mar 10 2021  0.173       6
1592  Mar 10 2021  0.151       8
1593  Mar 10 2021  0.158      10

[1594 rows x 3 columns]",[],The Horizon Collection,
Dual Berettas | Cartel (Field-Tested),FALSE,Dual Berettas,Cartel,Field-Tested,0.16,145,https://steamcommunity.com/market/listings/730/Dual%20Berettas%20%7C%20Cartel%20%28Field-Tested%29,FALSE,FALSE,Mil-Spec Grade Pistol,"             date  price  volume
0     Feb 18 2016  0.285    1934
1     Feb 19 2016  0.197    1937
2     Feb 20 2016  0.200    1797
3     Feb 21 2016  0.208    1260
4     Feb 22 2016  0.208     747
...           ...    ...     ...
2443  Mar 10 2021  0.123       5
2444  Mar 10 2021  0.150       5
2445  Mar 10 2021  0.163       2
2446  Mar 10 2021  0.111       2
2447  Mar 10 2021  0.148       2

[2448 rows x 3 columns]",[],The Wildfire Collection,
Dual Berettas | Heist (Minimal Wear),FALSE,Dual Berettas,Heist,Minimal Wear,0.16,960,https://steamcommunity.com/market/listings/730/Dual%20Berettas%20%7C%20Heist%20%28Minimal%20Wear%29,FALSE,FALSE,Consumer Grade Pistol,"            date  price  volume
0    Dec 03 2020  0.096      19
1    Dec 04 2020  0.074     903
2    Dec 05 2020  0.077     500
3    Dec 06 2020  0.091     417
4    Dec 07 2020  0.088     410
..           ...    ...     ...
735  Mar 10 2021  0.160      19
736  Mar 10 2021  0.162      38
737  Mar 10 2021  0.160      12
738  Mar 10 2021  0.153       8
739  Mar 10 2021  0.150      12

[740 rows x 3 columns]",[],The Havoc Collection,
PP-Bizon | Harvester (Well-Worn),FALSE,PP-Bizon,Harvester,Well-Worn,0.16,537,https://steamcommunity.com/market/listings/730/PP-Bizon%20%7C%20Harvester%20%28Well-Worn%29,FALSE,FALSE,Mil-Spec Grade SMG,"             date  price  volume
0     Jun 16 2016  0.882     444
1     Jun 17 2016  0.535     319
2     Jun 18 2016  0.481     401
3     Jun 19 2016  0.417     367
4     Jun 20 2016  0.371     337
...           ...    ...     ...
2287  Mar 09 2021  0.162      10
2288  Mar 09 2021  0.123       3
2289  Mar 10 2021  0.164      14
2290  Mar 10 2021  0.150       2
2291  Mar 10 2021  0.146       2

[2292 rows x 3 columns]",[],The Gamma Collection,
G3SG1 | Green Apple (Minimal Wear),FALSE,G3SG1,Green Apple,Minimal Wear,0.16,964,https://steamcommunity.com/market/listings/730/G3SG1%20%7C%20Green%20Apple%20%28Minimal%20Wear%29,FALSE,FALSE,Industrial Grade Sniper Rifle,"             date  price  volume
0     May 02 2014  0.642     104
1     May 03 2014  0.480     153
2     May 04 2014  0.430     136
3     May 05 2014  0.373     124
4     May 06 2014  0.315     153
...           ...    ...     ...
3143  Mar 10 2021  0.167      19
3144  Mar 10 2021  0.152      18
3145  Mar 10 2021  0.152       8
3146  Mar 10 2021  0.163      38
3147  Mar 10 2021  0.164      20

[3148 rows x 3 columns]",[],The Bank Collection,
Tec-9 | Sandstorm (Battle-Scarred),FALSE,Tec-9,Sandstorm,Battle-Scarred,0.16,163,https://steamcommunity.com/market/listings/730/Tec-9%20%7C%20Sandstorm%20%28Battle-Scarred%29,FALSE,FALSE,Mil-Spec Grade Pistol,"             date  price  volume
0     Feb 21 2014  0.259     296
1     Feb 22 2014  0.270     299
2     Feb 23 2014  0.256     236
3     Feb 24 2014  0.241     119
4     Feb 25 2014  0.305     114
...           ...    ...     ...
3092  Mar 09 2021  0.123       3
3093  Mar 09 2021  0.137       1
3094  Mar 10 2021  0.139       1
3095  Mar 10 2021  0.155       1
3096  Mar 10 2021  0.103       1

[3097 rows x 3 columns]",[],The Phoenix Collection,
Galil AR | Akoben (Battle-Scarred),FALSE,Galil AR,Akoben,Battle-Scarred,0.17,529,https://steamcommunity.com/market/listings/730/Galil%20AR%20%7C%20Akoben%20%28Battle-Scarred%29,FALSE,FALSE,Mil-Spec Grade Rifle,"             date  price  volume
0     Mar 14 2019  1.369     247
1     Mar 15 2019  0.978     237
2     Mar 16 2019  0.712     289
3     Mar 17 2019  0.658     242
4     Mar 18 2019  0.624     160
...           ...    ...     ...
1349  Mar 10 2021  0.119       3
1350  Mar 10 2021  0.155       7
1351  Mar 10 2021  0.149       7
1352  Mar 10 2021  0.155       4
1353  Mar 10 2021  0.173      26

[1354 rows x 3 columns]",[],The Prisma Collection,
Galil AR | Cold Fusion (Well-Worn),FALSE,Galil AR,Cold Fusion,Well-Worn,0.17,219,https://steamcommunity.com/market/listings/730/Galil%20AR%20%7C%20Cold%20Fusion%20%28Well-Worn%29,FALSE,FALSE,Industrial Grade Rifle,"             date  price  volume
0     Oct 04 2018  1.333       8
1     Oct 05 2018  1.430       2
2     Oct 06 2018  0.820       1
3     Oct 07 2018  0.913       8
4     Oct 09 2018  1.270       1
...           ...    ...     ...
1454  Mar 09 2021  0.159       4
1455  Mar 09 2021  0.148       4
1456  Mar 10 2021  0.136       2
1457  Mar 10 2021  0.125       1
1458  Mar 10 2021  0.138       3

[1459 rows x 3 columns]",[],The 2018 Nuke Collection,
UMP-45 | Labyrinth (Well-Worn),FALSE,UMP-45,Labyrinth,Well-Worn,0.17,111,https://steamcommunity.com/market/listings/730/UMP-45%20%7C%20Labyrinth%20%28Well-Worn%29,FALSE,FALSE,Mil-Spec Grade SMG,"             date  price  volume
0     Jul 02 2014  0.197      39
1     Jul 03 2014  0.177      36
2     Jul 04 2014  0.189      28
3     Jul 05 2014  0.214      35
4     Jul 06 2014  0.267      12
...           ...    ...     ...
2751  Mar 09 2021  0.130       3
2752  Mar 09 2021  0.137       1
2753  Mar 09 2021  0.134       1
2754  Mar 09 2021  0.161       5
2755  Mar 10 2021  0.158       1

[2756 rows x 3 columns]",[],The Breakout Collection,
M4A4 | Magnesium (Battle-Scarred),FALSE,M4A4,Magnesium,Battle-Scarred,0.17,2837,https://steamcommunity.com/market/listings/730/M4A4%20%7C%20Magnesium%20%28Battle-Scarred%29,FALSE,FALSE,Mil-Spec Grade Rifle,"             date  price  volume
0     Dec 06 2018  1.693      19
1     Dec 07 2018  1.653     347
2     Dec 08 2018  1.396     390
3     Dec 09 2018  1.257     442
4     Dec 10 2018  1.302     282
...           ...    ...     ...
1464  Mar 10 2021  0.155      24
1465  Mar 10 2021  0.151      14
1466  Mar 10 2021  0.159      31
1467  Mar 10 2021  0.159      10
1468  Mar 10 2021  0.152      15

[1469 rows x 3 columns]",[],The Danger Zone Collection,
Nova | Predator (Factory New),FALSE,Nova,Predator,Factory New,0.17,189,https://steamcommunity.com/market/listings/730/Nova%20%7C%20Predator%20%28Factory%20New%29,FALSE,FALSE,Consumer Grade Shotgun,"             date  price  volume
0     Dec 01 2013  1.179       2
1     Dec 02 2013  1.977       4
2     Dec 03 2013  2.305       1
3     Dec 05 2013  0.055       1
4     Dec 06 2013  0.609       3
...           ...    ...     ...
2967  Mar 09 2021  0.160       3
2968  Mar 09 2021  0.160       1
2969  Mar 09 2021  0.159       2
2970  Mar 09 2021  0.120       1
2971  Mar 10 2021  0.174      20

[2972 rows x 3 columns]",[],The Dust 2 Collection,
Souvenir MP5-SD | Dirt Drop (Well-Worn),FALSE,Souvenir MP5-SD,Dirt Drop,Well-Worn,0.17,172,https://steamcommunity.com/market/listings/730/Souvenir%20MP5-SD%20%7C%20Dirt%20Drop%20%28Well-Worn%29,FALSE,FALSE,Souvenir Consumer Grade SMG,"             date  price  volume
0     Sep 05 2018  3.983      21
1     Sep 06 2018  3.492      44
2     Sep 07 2018  2.235      57
3     Sep 08 2018  1.950      94
4     Sep 09 2018  1.869      93
...           ...    ...     ...
1274  Mar 09 2021  0.147       3
1275  Mar 09 2021  0.172       1
1276  Mar 09 2021  0.178       1
1277  Mar 09 2021  0.171       1
1278  Mar 10 2021  0.166       1

[1279 rows x 3 columns]",[],The 2018 Inferno Collection,
Dual Berettas | Shred (Battle-Scarred),FALSE,Dual Berettas,Shred,Battle-Scarred,0.17,294,https://steamcommunity.com/market/listings/730/Dual%20Berettas%20%7C%20Shred%20%28Battle-Scarred%29,FALSE,FALSE,Mil-Spec Grade Pistol,"             date  price  volume
0     Aug 03 2018  0.513      13
1     Aug 04 2018  0.517      34
2     Aug 05 2018  0.396      18
3     Aug 06 2018  0.363      27
4     Aug 07 2018  0.353      27
...           ...    ...     ...
1226  Mar 09 2021  0.147       1
1227  Mar 09 2021  0.150       1
1228  Mar 09 2021  0.164       3
1229  Mar 09 2021  0.157       5
1230  Mar 09 2021  0.143       1

[1231 rows x 3 columns]",[],The Horizon Collection,
P90 | Traction (Field-Tested),FALSE,P90,Traction,Field-Tested,0.17,629,https://steamcommunity.com/market/listings/730/P90%20%7C%20Traction%20%28Field-Tested%29,FALSE,FALSE,Mil-Spec Grade SMG,"             date  price  volume
0     Aug 03 2018  0.965     314
1     Aug 04 2018  0.634     352
2     Aug 05 2018  0.499     290
3     Aug 06 2018  0.430     292
4     Aug 07 2018  0.434     265
...           ...    ...     ...
1589  Mar 10 2021  0.170      26
1590  Mar 10 2021  0.149      14
1591  Mar 10 2021  0.164       3
1592  Mar 10 2021  0.144       6
1593  Mar 10 2021  0.167      17

[1594 rows x 3 columns]",[],The Horizon Collection,
StatTrak™ MP9 | Black Sand (Battle-Scarred),TRUE,MP9,Black Sand,Battle-Scarred,0.17,678,https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20MP9%20%7C%20Black%20Sand%20%28Battle-Scarred%29,FALSE,FALSE,Mil-Spec Grade SMG,"             date  price  volume
0     Feb 16 2018  1.503      28
1     Feb 17 2018  1.036      29
2     Feb 18 2018  0.699      27
3     Feb 19 2018  0.847      32
4     Feb 20 2018  0.730      36
...           ...    ...     ...
1739  Mar 09 2021  0.170       4
1740  Mar 10 2021  0.176       3
1741  Mar 10 2021  0.146       2
1742  Mar 10 2021  0.178       2
1743  Mar 10 2021  0.178       1

[1744 rows x 3 columns]",[],The Clutch Collection,
AUG | Amber Slipstream (Well-Worn),FALSE,AUG,Amber Slipstream,Well-Worn,0.17,1068,https://steamcommunity.com/market/listings/730/AUG%20%7C%20Amber%20Slipstream%20%28Well-Worn%29,FALSE,FALSE,Mil-Spec Grade Rifle,"             date  price  volume
0     Aug 03 2018  0.996      22
1     Aug 04 2018  0.535      60
2     Aug 05 2018  0.431      48
3     Aug 06 2018  0.424      27
4     Aug 07 2018  0.431      38
...           ...    ...     ...
1370  Mar 09 2021  0.165       1
1371  Mar 10 2021  0.109       1
1372  Mar 10 2021  0.178       1
1373  Mar 10 2021  0.178       1
1374  Mar 10 2021  0.143       1

[1375 rows x 3 columns]",[],The Horizon Collection,
Negev | Terrain (Field-Tested),FALSE,Negev,Terrain,Field-Tested,0.17,377,https://steamcommunity.com/market/listings/730/Negev%20%7C%20Terrain%20%28Field-Tested%29,FALSE,FALSE,Mil-Spec Grade Machinegun,"             date  price  volume
0     Feb 21 2014  0.286     699
1     Feb 22 2014  0.246     740
2     Feb 23 2014  0.254     551
3     Feb 24 2014  0.299     413
4     Feb 25 2014  0.308     306
...           ...    ...     ...
3200  Mar 10 2021  0.162       6
3201  Mar 10 2021  0.146       3
3202  Mar 10 2021  0.159       1
3203  Mar 10 2021  0.150       1
3204  Mar 10 2021  0.142       8

[3205 rows x 3 columns]",[],The Phoenix Collection,
Sawed-Off | Sage Spray (Battle-Scarred),FALSE,Sawed-Off,Sage Spray,Battle-Scarred,0.17,95,https://steamcommunity.com/market/listings/730/Sawed-Off%20%7C%20Sage%20Spray%20%28Battle-Scarred%29,FALSE,FALSE,Consumer Grade Shotgun,"             date  price  volume
0     Jul 02 2014  0.041     178
1     Jul 03 2014  0.030     129
2     Jul 04 2014  0.032     124
3     Jul 05 2014  0.030     126
4     Jul 06 2014  0.037     139
...           ...    ...     ...
2617  Mar 09 2021  0.138       1
2618  Mar 09 2021  0.159       4
2619  Mar 09 2021  0.161       1
2620  Mar 10 2021  0.124       1
2621  Mar 10 2021  0.170       2

[2622 rows x 3 columns]",[],The Overpass Collection,
Souvenir UMP-45 | Scorched (Well-Worn),FALSE,Souvenir UMP-45,Scorched,Well-Worn,0.17,254,https://steamcommunity.com/market/listings/730/Souvenir%20UMP-45%20%7C%20Scorched%20%28Well-Worn%29,FALSE,FALSE,Souvenir Consumer Grade SMG,"             date  price  volume
0     Aug 16 2014  0.656       1
1     Aug 17 2014  0.296       3
2     Aug 18 2014  0.428       1
3     Aug 19 2014  0.430       1
4     Aug 20 2014  0.333       2
...           ...    ...     ...
2767  Mar 09 2021  0.134       4
2768  Mar 09 2021  0.149       1
2769  Mar 09 2021  0.167       1
2770  Mar 10 2021  0.164       3
2771  Mar 10 2021  0.171       1

[2772 rows x 3 columns]",[],The Overpass Collection,
UMP-45 | Corporal (Field-Tested),FALSE,UMP-45,Corporal,Field-Tested,0.17,518,https://steamcommunity.com/market/listings/730/UMP-45%20%7C%20Corporal%20%28Field-Tested%29,FALSE,FALSE,Mil-Spec Grade SMG,"             date  price  volume
0     Feb 21 2014  0.282    1252
1     Feb 22 2014  0.220    1098
2     Feb 23 2014  0.236     908
3     Feb 24 2014  0.271     582
4     Feb 25 2014  0.303     445
...           ...    ...     ...
3206  Mar 10 2021  0.149       3
3207  Mar 10 2021  0.151       3
3208  Mar 10 2021  0.114       1
3209  Mar 10 2021  0.096       1
3210  Mar 10 2021  0.135      10

[3211 rows x 3 columns]",[],The Phoenix Collection,
Five-SeveN | Forest Night (Factory New),FALSE,Five-SeveN,Forest Night,Factory New,0.17,231,https://steamcommunity.com/market/listings/730/Five-SeveN%20%7C%20Forest%20Night%20%28Factory%20New%29,FALSE,FALSE,Consumer Grade Pistol,"             date  price  volume
0     Nov 28 2013  3.142       2
1     Nov 29 2013  4.590       4
2     Nov 30 2013  7.595       9
3     Dec 01 2013  3.178       4
4     Dec 02 2013  2.753       4
...           ...    ...     ...
3140  Mar 09 2021  0.150       1
3141  Mar 09 2021  0.202       2
3142  Mar 09 2021  0.164       1
3143  Mar 10 2021  0.169       1
3144  Mar 10 2021  0.131       1

[3145 rows x 3 columns]",[],The Train Collection,
Souvenir MP5-SD | Dirt Drop (Battle-Scarred),FALSE,Souvenir MP5-SD,Dirt Drop,Battle-Scarred,0.17,215,https://steamcommunity.com/market/listings/730/Souvenir%20MP5-SD%20%7C%20Dirt%20Drop%20%28Battle-Scarred%29,FALSE,FALSE,Souvenir Consumer Grade SMG,"             date  price  volume
0     Sep 05 2018  4.782      40
1     Sep 06 2018  3.507      49
2     Sep 07 2018  2.170      98
3     Sep 08 2018  1.927     116
4     Sep 09 2018  1.621     153
...           ...    ...     ...
1311  Mar 09 2021  0.152       2
1312  Mar 09 2021  0.151       3
1313  Mar 10 2021  0.170       2
1314  Mar 10 2021  0.173       1
1315  Mar 10 2021  0.157       2

[1316 rows x 3 columns]",[],The 2018 Inferno Collection,
R8 Revolver | Nitro (Well-Worn),FALSE,R8 Revolver,Nitro,Well-Worn,0.17,372,https://steamcommunity.com/market/listings/730/R8%20Revolver%20%7C%20Nitro%20%28Well-Worn%29,FALSE,FALSE,Industrial Grade Pistol,"             date  price  volume
0     Oct 04 2018  0.050       1
1     Oct 05 2018  0.498      18
2     Oct 06 2018  0.420      40
3     Oct 07 2018  0.540      18
4     Oct 08 2018  0.463       7
...           ...    ...     ...
1467  Mar 09 2021  0.180       4
1468  Mar 10 2021  0.178      10
1469  Mar 10 2021  0.137       1
1470  Mar 10 2021  0.123       2
1471  Mar 10 2021  0.149       2

[1472 rows x 3 columns]",[],The 2018 Inferno Collection,
StatTrak™ P2000 | Urban Hazard (Field-Tested),TRUE,P2000,Urban Hazard,Field-Tested,0.17,1608,https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20P2000%20%7C%20Urban%20Hazard%20%28Field-Tested%29,FALSE,FALSE,Mil-Spec Grade Pistol,"             date  price  volume
0     Feb 16 2018  2.149      68
1     Feb 17 2018  1.534      86
2     Feb 18 2018  1.201      89
3     Feb 19 2018  1.213      75
4     Feb 20 2018  1.137      57
...           ...    ...     ...
1755  Mar 10 2021  0.180      19
1756  Mar 10 2021  0.171       3
1757  Mar 10 2021  0.164       6
1758  Mar 10 2021  0.195      19
1759  Mar 10 2021  0.164       6

[1760 rows x 3 columns]",[],The Clutch Collection,
Glock-18 | Warhawk (Well-Worn),FALSE,Glock-18,Warhawk,Well-Worn,0.17,1377,https://steamcommunity.com/market/listings/730/Glock-18%20%7C%20Warhawk%20%28Well-Worn%29,FALSE,FALSE,Mil-Spec Grade Pistol,"             date  price  volume
0     Aug 03 2018  1.414     321
1     Aug 04 2018  2.005     395
2     Aug 05 2018  1.172     333
3     Aug 06 2018  1.015     295
4     Aug 07 2018  0.923     253
...           ...    ...     ...
1587  Mar 10 2021  0.158       7
1588  Mar 10 2021  0.178      17
1589  Mar 10 2021  0.158       6
1590  Mar 10 2021  0.164       3
1591  Mar 10 2021  0.170       3

[1592 rows x 3 columns]",[],The Horizon Collection,
SG 553 | Waves Perforated (Factory New),FALSE,SG 553,Waves Perforated,Factory New,0.17,244,https://steamcommunity.com/market/listings/730/SG%20553%20%7C%20Waves%20Perforated%20%28Factory%20New%29,FALSE,FALSE,Consumer Grade Rifle,"             date  price  volume
0     Nov 29 2013  1.380       1
1     Nov 30 2013  6.143       2
2     Dec 01 2013  1.040       1
3     Dec 02 2013  0.057       1
4     Dec 03 2013  1.990       1
...           ...    ...     ...
3164  Mar 09 2021  0.168       2
3165  Mar 09 2021  0.171       2
3166  Mar 09 2021  0.175       2
3167  Mar 09 2021  0.189       1
3168  Mar 10 2021  0.179       1

[3169 rows x 3 columns]",[],The Lake Collection,
StatTrak™ R8 Revolver | Grip (Field-Tested),TRUE,R8 Revolver,Grip,Field-Tested,0.17,1142,https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20R8%20Revolver%20%7C%20Grip%20%28Field-Tested%29,FALSE,FALSE,Mil-Spec Grade Pistol,"             date  price  volume
0     Feb 16 2018  2.734      84
1     Feb 17 2018  1.843     107
2     Feb 18 2018  1.403     108
3     Feb 19 2018  1.259      84
4     Feb 20 2018  1.425      65
...           ...    ...     ...
1751  Mar 10 2021  0.174       6
1752  Mar 10 2021  0.178       9
1753  Mar 10 2021  0.154       6
1754  Mar 10 2021  0.188       2
1755  Mar 10 2021  0.176       4

[1756 rows x 3 columns]",[],The Clutch Collection,
StatTrak™ P2000 | Urban Hazard (Well-Worn),TRUE,P2000,Urban Hazard,Well-Worn,0.17,1987,https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20P2000%20%7C%20Urban%20Hazard%20%28Well-Worn%29,FALSE,FALSE,Mil-Spec Grade Pistol,"             date  price  volume
0     Feb 16 2018  2.209      42
1     Feb 17 2018  1.334      53
2     Feb 18 2018  0.884      64
3     Feb 19 2018  0.936      54
4     Feb 20 2018  0.932      32
...           ...    ...     ...
1747  Mar 10 2021  0.157       4
1748  Mar 10 2021  0.165       4
1749  Mar 10 2021  0.169       2
1750  Mar 10 2021  0.175       2
1751  Mar 10 2021  0.165       3

[1752 rows x 3 columns]",[],The Clutch Collection,
MP9 | Sand Dashed (Factory New),FALSE,MP9,Sand Dashed,Factory New,0.17,198,https://steamcommunity.com/market/listings/730/MP9%20%7C%20Sand%20Dashed%20%28Factory%20New%29,FALSE,FALSE,Consumer Grade SMG,"             date  price  volume
0     Nov 29 2013  0.040       1
1     Nov 30 2013  0.056       2
2     Dec 02 2013  0.957       5
3     Dec 03 2013  0.813       3
4     Dec 05 2013  0.563       4
...           ...    ...     ...
3026  Mar 09 2021  0.170       3
3027  Mar 09 2021  0.177       1
3028  Mar 09 2021  0.180       1
3029  Mar 09 2021  0.160       2
3030  Mar 10 2021  0.139       1

[3031 rows x 3 columns]",[],The Dust 2 Collection,
