Replace Name,Date,Code,Course,Description,Period
SDUNT461,1/13/23,A-E,1211-006,American Studies (English) H,5
SDUNT506,1/13/23,A,1311-003,Philosophy as Literature H,5
SDUNT052,1/13/23,A-E,5611-003,Data Science H,5
SDUNT536,1/13/23,A-E,1201-006,English 11 H,5
SDUNT429,1/13/23,D,2641-001,Italian 4 H,5
SDUNT596,1/13/23,A,6371-001,Forensics Lab ACP,5
SDUNT367,1/13/23,A-E,6371-001,Forensics Lab ACP,5
SDUNT199,1/13/23,A-E,0031-009,Fitness Indoor,5
SDUNT055,1/13/23,A,2441-003,Spanish 4 ACP,5
SDUNT565,1/13/23,A,2461-003,Spanish 3 H,5
SDUNT110,1/13/23,A-E,5531-002,Computer Science Principles H,5
SDUNT434,1/13/23,A-E,6111-001,Biology Lab ACP,5
SDUNT327,1/12/23,T,5081-004,AP Calculus 4 AB,1
SDUNT002,1/12/23,A-E,5051-003,AP Statistics,1
SDUNT475,1/12/23,A-E,6031-002,Physics Lab H,1
SDUNT280,1/12/23,A,5051-003,AP Statistics,1
SDUNT538,1/12/23,A-E,0221-003,Teaming Through Sports Indoor,1
SDUNT330,1/12/23,T,6031-002,Physics Lab H,1
SDUNT136,1/12/23,T,1361-003,Art and Technique of Film H,1
SDUNT590,1/12/23,T,1421-001,Lit and Comp for College ACP,1
SDUNT011,1/12/23,T,1421-001,Lit and Comp for College ACP,1
SDUNT059,1/12/23,A-E,1231-001,American Studies (English) ACP,1
SDUNT060,1/12/23,A,1381-001,Asian American Literature H,1
SDUNT443,1/12/23,A-E,8601-001,Entrepreneurship,1
SDUNT482,1/12/23,T,6031-002,Physics Lab H,1
SDUNT176,1/12/23,T,1361-003,Art and Technique of Film H,1
SDUNT338,1/12/23,A-E,5081-004,AP Calculus 4 AB,1
SDUNT177,1/12/23,T,6031-002,Physics Lab H,1
SDUNT341,1/12/23,T,5081-004,AP Calculus 4 AB,1
SDUNT116,1/12/23,T,7131-001,AP History of Art,1
SDUNT397,1/12/23,T,1291-003,AP English 11,1
SDUNT066,1/12/23,A-E,7191-002,Photography Major 2 H,1
SDUNT552,1/12/23,T,4301-001,AP US History,1
SDUNT312,1/12/23,T,5131-001,Math 3 ACP Accelerated (Pre-Calculus),1
SDUNT287,1/12/23,A-E,5051-003,AP Statistics,1
SDUNT470,1/12/23,A-E,7131-001,AP History of Art,1
SDUNT315,1/12/23,A-E,1651-003,Journalism,1
SDUNT256,1/12/23,T,4401-001,AP European History,1
SDUNT029,1/12/23,T,1361-003,Art and Technique of Film H,1
SDUNT408,1/12/23,A-E,1291-003,AP English 11,1
SDUNT503,1/12/23,T,6071-001,AP Physics Lab,1
SDUNT612,1/12/23,T,4301-001,AP US History,1
SDUNT605,1/12/23,T,1361-003,Art and Technique of Film H,1
SDUNT452,1/12/23,T,4401-001,AP European History,1
SDUNT084,1/12/23,T,6011-001,Biology Lab H,1
SDUNT145,1/12/23,A-E,1361-003,Art and Technique of Film H,1
SDUNT415,1/12/23,T,6011-001,Biology Lab H,1
SDUNT239,1/12/23,T,4401-001,AP European History,1
SDUNT418,1/12/23,T,4311-002,U.S. History ACP,1
SDUNT353,1/12/23,T,5081-004,AP Calculus 4 AB,1
SDUNT455,1/12/23,A,2441-005,Spanish 4 ACP,1
SDUNT087,1/12/23,T,6011-001,Biology Lab H,1
SDUNT356,1/12/23,T,1311-001,Philosophy as Literature H,1
SDUNT617,1/12/23,T,0051-009,Stress Management,1
SDUNT095,1/12/23,T,2441-005,Spanish 4 ACP,1
SDUNT296,1/12/23,A-E,1361-003,Art and Technique of Film H,1
SDUNT097,1/12/23,A,4311-002,U.S. History ACP,1
SDUNT610,1/12/23,A-E,4421-002,Mid East & Latin Amr Honors,1
SDUNT272,1/12/23,T,1291-003,AP English 11,1
SDUNT130,1/12/23,A-E,1291-003,AP English 11,1
SDUNT359,1/12/23,T,7131-001,AP History of Art,1
SDUNT581,1/12/23,A,4421-002,Mid East & Latin Amr Honors,1
SDUNT258,1/12/23,T,4401-001,AP European History,1
SDUNT259,1/12/23,T,4301-001,AP US History,1
SDUNT461,1/12/23,A-E,5031-001,Math 3 (Pre-Calculus) H,1
SDUNT132,1/12/23,T,1291-003,AP English 11,1
SDUNT101,1/12/23,A-E,0221-003,Teaming Through Sports Indoor,1
SDUNT507,1/12/23,T,5041-004,AP Calculus 4 BC,1
SDUNT363,1/12/23,A,5081-004,AP Calculus 4 AB,1
SDUNT213,1/12/23,A-E,1311-001,Philosophy as Literature H,1
SDUNT157,1/12/23,A-E,5041-004,AP Calculus 4 BC,1
SDUNT433,1/12/23,T,4301-001,AP US History,1
SDUNT054,1/12/23,A-E,0051-009,Stress Management,1
SDUNT300,1/12/23,A-E,2411-003,Novice Spanish 1 ACP,1
SDUNT565,1/12/23,A,4301-001,AP US History,1
SDUNT632,1/12/23,T,6011-001,Biology Lab H,1
SDUNT327,1/12/23,A,7011-002,Art Minor 1,2
SDUNT002,1/12/23,A-E,6351-001,Marine Biology ACP,2
SDUNT475,1/12/23,A-E,2451-002,Spanish 5 ACP,2
SDUNT280,1/12/23,A,5141-001,Intro to Calculus ACP Acc,2
SDUNT538,1/12/23,A-E,4501-001,AP Psychology,2
SDUNT590,1/12/23,T,4501-001,AP Psychology,2
SDUNT059,1/12/23,A-E,6111-004,Biology Lab ACP,2
SDUNT443,1/12/23,A-E,2851-006,CL Aide World Languages,2
SDUNT338,1/12/23,A-E,2451-002,Spanish 5 ACP,2
SDUNT341,1/12/23,A,1361-001,Art and Technique of Film H,2
SDUNT066,1/12/23,A-E,5081-005,AP Calculus 4 AB,2
SDUNT552,1/12/23,A,0331-010,Career Wellness,2
SDUNT023,1/12/23,A-E,1401-001,Women in Literature and Society H,2
SDUNT287,1/12/23,A-E,5081-005,AP Calculus 4 AB,2
SDUNT470,1/12/23,A-E,1301-003,AP English 12,2
SDUNT315,1/12/23,A-E,8111-001,Jazz Ensemble Honors,2
SDUNT347,1/12/23,T,5081-005,AP Calculus 4 AB,2
SDUNT289,1/12/23,T,1311-002,Philosophy as Literature H,2
SDUNT167,1/12/23,T,4501-001,AP Psychology,2
SDUNT145,1/12/23,A-E,0031-002,Fitness Indoor,2
SDUNT607,1/12/23,A-E,1371-001,Art and Technique of Film ACP,2
SDUNT147,1/12/23,A-E,1301-003,AP English 12,2
SDUNT207,1/12/23,T,2481-001,AP Spanish,2
SDUNT560,1/12/23,A-E,1711-001,Speech,2
SDUNT296,1/12/23,A-E,0301-001,Lifetime Activities Indoor,2
SDUNT610,1/12/23,A-E,6351-001,Marine Biology ACP,2
SDUNT130,1/12/23,A-E,4301-003,AP US History,2
SDUNT246,1/12/23,A,0051-007,Stress Management,2
SDUNT213,1/12/23,A-E,2481-001,AP Spanish,2
SDUNT157,1/12/23,A-E,1301-003,AP English 12,2
SDUNT300,1/12/23,A-E,5031-004,Math 3 (Pre-Calculus) H,2
SDUNT565,1/12/23,A,6011-008,Biology Lab H,2
SDUNT475,1/12/23,A-E,6371-001,Forensics Lab ACP,3
SDUNT280,1/12/23,T,13141-003,Philosophy as Literature ACP,3
SDUNT538,1/12/23,A-E,1301-002,AP English 12,3
SDUNT443,1/12/23,A-E,8611-001,Financial Planning and Banking,3
SDUNT550,1/12/23,A-E,5131-006,Math 3 ACP Accelerated (Pre-Calculus),3
SDUNT568,1/12/23,A-E,5021-012,Math 2 H,3
SDUNT254,1/12/23,T,4391-008,American Studies (History) ACP,3
SDUNT066,1/12/23,A-E,4501-006,AP Psychology,3
SDUNT599,1/12/23,A-E,0061-003,Personal and Group Awareness,3
SDUNT622,1/12/23,T,4481-001,Modern America H,3
SDUNT023,1/12/23,A-E,4501-006,AP Psychology,3
SDUNT287,1/12/23,A-E,5611-003,Data Science H,3
SDUNT607,1/12/23,A-E,4601-002,Law and Society ACP,3
SDUNT147,1/12/23,A-E,6371-001,Forensics Lab ACP,3
SDUNT420,1/12/23,T,5801-050,Class Aide Math,3
SDUNT560,1/12/23,A-E,25421-005,Spanish 4 CP,3
SDUNT320,1/12/23,A-E,9631-001,Exploring Technology: DAC,3
SDUNT191,1/12/23,A,1371-006,Art and Technique of Film ACP,3
SDUNT296,1/12/23,A-E,6681-012,CL Aide Science,3
SDUNT610,1/12/23,A-E,1311-003,Philosophy as Literature H,3
SDUNT130,1/12/23,A-E,2421-003,Intermediate Spanish 2 ACP,3
SDUNT461,1/12/23,A-E,1211-006,American Studies (English) H,3
SDUNT596,1/12/23,A,6371-001,Forensics Lab ACP,3
SDUNT213,1/12/23,A-E,70121-004,Animation,3
SDUNT157,1/12/23,A-E,5531-002,Computer Science Principles H,3
SDUNT300,1/12/23,A-E,70121-004,Animation,3
SDUNT002,1/12/23,A-E,5081-001,AP Calculus 4 AB,4
SDUNT538,1/12/23,A-E,2451-001,Spanish 5 ACP,4
SDUNT059,1/12/23,A-E,4391-002,American Studies (History) ACP,4
SDUNT394,1/12/23,A-E,2441-006,Spanish 4 ACP,4
SDUNT482,1/12/23,A-E,5611-002,Data Science H,4
SDUNT176,1/12/23,T,4501-004,AP Psychology,4
SDUNT338,1/12/23,A-E,1341-002,The Short Story H,4
SDUNT341,1/12/23,T,5051-006,AP Statistics,4
SDUNT568,1/12/23,A-E,2651-001,AP Italian,4
SDUNT485,1/12/23,A-E,4501-004,AP Psychology,4
SDUNT599,1/12/23,A-E,4501-004,AP Psychology,4
SDUNT023,1/12/23,A-E,2051-001,AP French,4
SDUNT034,1/12/23,A-E,5081-001,AP Calculus 4 AB,4
SDUNT035,1/12/23,A-E,70721-001,Ceramics Major 3 H,4
SDUNT607,1/12/23,A-E,5141-002,Intro to Calculus ACP Acc,4
SDUNT560,1/12/23,A-E,4311-004,U.S. History ACP,4
SDUNT191,1/12/23,A,4501-004,AP Psychology,4
SDUNT296,1/12/23,A-E,2151-002,French 5 ACP,4
SDUNT194,1/12/23,T,1211-001,American Studies (English) H,4
SDUNT563,1/12/23,A-E,9591-002,Electrical Engineering ACP,4
SDUNT130,1/12/23,A-E,5051-006,AP Statistics,4
SDUNT461,1/12/23,A-E,5051-006,AP Statistics,4
SDUNT629,1/12/23,D,2441-006,Spanish 4 ACP,4
SDUNT248,1/12/23,T,4501-004,AP Psychology,4
SDUNT299,1/12/23,T,6321-001,Astronomy Lab ACP,4
SDUNT364,1/12/23,A,5051-006,AP Statistics,4
SDUNT300,1/12/23,A-E,6321-001,Astronomy Lab ACP,4
SDUNT474,1/12/23,A,0001W1-001,WIN,5
SDUNT435,1/12/23,A,0001W1-001,WIN,5
SDUNT002,1/12/23,A-E,0001W1-001,WIN,5
SDUNT538,1/12/23,A-E,0001W1-001,WIN,5
SDUNT331,1/12/23,A,0001W1-001,WIN,5
SDUNT516,1/12/23,A-E,0001W1-001,WIN,5
SDUNT218,1/12/23,A,0001W1-001,WIN,5
SDUNT334,1/12/23,A,0001W1-001,WIN,5
SDUNT590,1/12/23,A,0001W1-001,WIN,5
SDUNT137,1/12/23,A,0001W1-001,WIN,5
SDUNT481,1/12/23,T,0001W1-001,WIN,5
SDUNT058,1/12/23,A,0001W1-001,WIN,5
SDUNT059,1/12/23,A-E,0001W1-001,WIN,5
SDUNT225,1/12/23,A,0001W1-001,WIN,5
SDUNT443,1/12/23,A-E,0001W1-001,WIN,5
SDUNT482,1/12/23,A-E,0001W1-001,WIN,5
SDUNT483,1/12/23,A,0001W1-001,WIN,5
SDUNT338,1/12/23,A-E,0001W1-001,WIN,5
SDUNT227,1/12/23,A,0001W1-001,WIN,5
SDUNT177,1/12/23,A,0001W1-001,WIN,5
SDUNT061,1/12/23,A,0001W1-001,WIN,5
SDUNT228,1/12/23,A,0001W1-001,WIN,5
SDUNT568,1/12/23,A-E,0001W1-001,WIN,5
SDUNT342,1/12/23,A,0001W1-001,WIN,5
SDUNT066,1/12/23,A-E,0001W1-001,WIN,5
SDUNT448,1/12/23,A,0001W1-001,WIN,5
SDUNT485,1/12/23,A-E,0001W1-001,WIN,5
SDUNT599,1/12/23,A-E,0001W1-001,WIN,5
SDUNT023,1/12/23,A-E,0001W1-001,WIN,5
SDUNT287,1/12/23,A-E,0001W1-001,WIN,5
SDUNT075,1/12/23,A-E,0001W1-001,WIN,5
SDUNT470,1/12/23,A-E,0001W1-001,WIN,5
SDUNT376,1/12/23,A,0001W1-001,WIN,5
SDUNT182,1/12/23,A,0001W1-001,WIN,5
SDUNT349,1/12/23,A,0001W1-001,WIN,5
SDUNT082,1/12/23,A,0001W1-001,WIN,5
SDUNT034,1/12/23,A-E,0001W1-001,WIN,5
SDUNT035,1/12/23,A-E,0001W1-001,WIN,5
SDUNT607,1/12/23,A-E,0001W1-001,WIN,5
SDUNT626,1/12/23,A-E,0001W1-001,WIN,5
SDUNT291,1/12/23,A,0001W1-001,WIN,5
SDUNT530,1/12/23,A-E,0001W1-001,WIN,5
SDUNT540,1/12/23,A,0001W1-001,WIN,5
SDUNT453,1/12/23,A,0001W1-001,WIN,5
SDUNT560,1/12/23,A-E,0001W1-001,WIN,5
SDUNT037,1/12/23,T,0001W1-001,WIN,5
SDUNT541,1/12/23,A,0001W1-001,WIN,5
SDUNT169,1/12/23,A,0001W1-001,WIN,5
SDUNT494,1/12/23,T,0001W1-001,WIN,5
SDUNT296,1/12/23,A-E,0001W1-001,WIN,5
SDUNT097,1/12/23,A,0001W1-001,WIN,5
SDUNT610,1/12/23,A-E,0001W1-001,WIN,5
SDUNT170,1/12/23,A,0001W1-001,WIN,5
SDUNT511,1/12/23,A-E,0001W1-001,WIN,5
SDUNT243,1/12/23,A,0001W1-001,WIN,5
SDUNT563,1/12/23,A-E,0001W1-001,WIN,5
SDUNT130,1/12/23,A-E,0001W1-001,WIN,5
SDUNT130,1/12/23,A-E,3341-031,Peer Tutoring,5
SDUNT461,1/12/23,A-E,0001W1-001,WIN,5
SDUNT497,1/12/23,A,0001W1-001,WIN,5
SDUNT629,1/12/23,A-E,0001W1-001,WIN,5
SDUNT595,1/12/23,A,0001W1-001,WIN,5
SDUNT052,1/12/23,A,0001W1-001,WIN,5
SDUNT536,1/12/23,A-E,0001W1-001,WIN,5
SDUNT596,1/12/23,A,0001W1-001,WIN,5
SDUNT364,1/12/23,A,0001W1-001,WIN,5
SDUNT213,1/12/23,A-E,0001W1-001,WIN,5
SDUNT157,1/12/23,A-E,0001W1-001,WIN,5
SDUNT431,1/12/23,A-E,0001W1-001,WIN,5
SDUNT300,1/12/23,A-E,0001W1-001,WIN,5
SDUNT055,1/12/23,A,0001W1-001,WIN,5
SDUNT038,1/12/23,A-E,0171-002,AM Lifeguard Training,7
SDUNT438,1/11/23,A,2991-001,Chinese 5 ACP,1
SDUNT370,1/11/23,T,5531-003,Computer Science Principles H,1
SDUNT175,1/11/23,A-E,5051-004,AP Statistics,1
SDUNT333,1/11/23,T,6071-004,AP Physics Lab,1
SDUNT442,1/11/23,A-E,4381-003,American Studies (History) H,1
SDUNT202,1/11/23,T,4431-001,Mid East & Latin Amr ACP,1
SDUNT566,1/11/23,A-E,5121-003,Math 2 ACP Acc,1
SDUNT567,1/11/23,A-E,14621-004,Action Through Literature 10 ACP,1
SDUNT338,1/11/23,T,5531-003,Computer Science Principles H,1
SDUNT551,1/11/23,A-E,17641-001,TV Media Arts Major 2 H,1
SDUNT177,1/11/23,T,5051-004,AP Statistics,1
SDUNT521,1/11/23,T,2431-005,Spanish 3 ACP,1
SDUNT064,1/11/23,T,6111-005,Biology Lab ACP,1
SDUNT568,1/11/23,T,1101-006,Voices in Literature 10 H,1
SDUNT484,1/11/23,T,6071-004,AP Physics Lab,1
SDUNT203,1/11/23,T,4421-001,Mid East & Latin Amr Honors,1
SDUNT022,1/11/23,T,4421-001,Mid East & Latin Amr Honors,1
SDUNT119,1/11/23,A-E,2831-001,Latin 3 H,1
SDUNT141,1/11/23,A-E,5081-003,AP Calculus 4 AB,1
SDUNT287,1/11/23,A-E,6341-001,Sustainability Envi Sci Lab ACP,1
SDUNT450,1/11/23,T,4381-003,American Studies (History) H,1
SDUNT345,1/11/23,T,4421-001,Mid East & Latin Amr Honors,1
SDUNT502,1/11/23,T,4421-001,Mid East & Latin Amr Honors,1
SDUNT347,1/11/23,T,1361-006,Art and Technique of Film H,1
SDUNT604,1/11/23,A,5081-003,AP Calculus 4 AB,1
SDUNT028,1/11/23,A-E,2991-001,Chinese 5 ACP,1
SDUNT256,1/11/23,T,5531-003,Computer Science Principles H,1
SDUNT349,1/11/23,T,6071-004,AP Physics Lab,1
SDUNT080,1/11/23,T,2131-002,French 3 ACP,1
SDUNT451,1/11/23,T,6011-003,Biology Lab H,1
SDUNT503,1/11/23,T,5531-003,Computer Science Principles H,1
SDUNT031,1/11/23,T,4421-001,Mid East & Latin Amr Honors,1
SDUNT509,1/11/23,T,6111-005,Biology Lab ACP,1
SDUNT167,1/11/23,A-E,2481-002,AP Spanish,1
SDUNT084,1/11/23,T,4391-003,American Studies (History) ACP,1
SDUNT626,1/11/23,T,1211-003,American Studies (English) H,1
SDUNT491,1/11/23,A,5081-003,AP Calculus 4 AB,1
SDUNT416,1/11/23,T-E,4311-001,U.S. History ACP,1
SDUNT577,1/11/23,T,6071-004,AP Physics Lab,1
SDUNT530,1/11/23,T,2131-002,French 3 ACP,1
SDUNT504,1/11/23,T,2431-005,Spanish 3 ACP,1
SDUNT207,1/11/23,T,4421-001,Mid East & Latin Amr Honors,1
SDUNT531,1/11/23,T,6011-003,Biology Lab H,1
SDUNT455,1/11/23,T,4391-003,American Studies (History) ACP,1
SDUNT541,1/11/23,T,6071-004,AP Physics Lab,1
SDUNT087,1/11/23,A-E,2971-001,Chinese 3 ACP,1
SDUNT609,1/11/23,A-E,4501-005,AP Psychology,1
SDUNT610,1/11/23,A-E,4501-005,AP Psychology,1
SDUNT323,1/11/23,T,6111-005,Biology Lab ACP,1
SDUNT130,1/11/23,A-E,6061-001,AP Chemistry Lab,1
SDUNT358,1/11/23,T,4431-001,Mid East & Latin Amr ACP,1
SDUNT244,1/11/23,A-E,5041-001,AP Calculus 4 BC,1
SDUNT049,1/11/23,T,4421-001,Mid East & Latin Amr Honors,1
SDUNT246,1/11/23,T,3131-019,Academic Study,1
SDUNT536,1/11/23,T,6011-003,Biology Lab H,1
SDUNT248,1/11/23,T,4561-001,AP Comparative Government,1
SDUNT105,1/11/23,A-E,2831-001,Latin 3 H,1
SDUNT053,1/11/23,T,4421-001,Mid East & Latin Amr Honors,1
SDUNT369,1/11/23,T,4641-002,Digital Media & the Impact of the Internet H,1
SDUNT632,1/11/23,T,2131-002,French 3 ACP,1
SDUNT538,1/11/23,A-E,0001W1-001,WIN,2
SDUNT479,1/11/23,A,0001W1-001,WIN,2
SDUNT175,1/11/23,A-E,0001W1-001,WIN,2
SDUNT175,1/11/23,A-E,3341-030,Peer Tutoring,2
SDUNT216,1/11/23,A,0001W1-001,WIN,2
SDUNT010,1/11/23,A,0001W1-001,WIN,2
SDUNT583,1/11/23,A,0001W1-001,WIN,2
SDUNT442,1/11/23,T,0001W1-001,WIN,2
SDUNT202,1/11/23,T,0001W1-001,WIN,2
SDUNT566,1/11/23,A-E,0001W1-001,WIN,2
SDUNT566,1/11/23,A-E,3341-030,Peer Tutoring,2
SDUNT567,1/11/23,A-E,0001W1-001,WIN,2
SDUNT307,1/11/23,A,0001W1-001,WIN,2
SDUNT551,1/11/23,A-E,0001W1-001,WIN,2
SDUNT227,1/11/23,A,0001W1-001,WIN,2
SDUNT203,1/11/23,A,0001W1-001,WIN,2
SDUNT119,1/11/23,A-E,0001W1-001,WIN,2
SDUNT141,1/11/23,A-E,0001W1-001,WIN,2
SDUNT287,1/11/23,A-E,0001W1-001,WIN,2
SDUNT072,1/11/23,A,0001W1-001,WIN,2
SDUNT167,1/11/23,A-E,0001W1-001,WIN,2
SDUNT144,1/11/23,A,0001W1-001,WIN,2
SDUNT607,1/11/23,A,0001W1-001,WIN,2
SDUNT242,1/11/23,A,0001W1-001,WIN,2
SDUNT087,1/11/23,A-E,0001W1-001,WIN,2
SDUNT609,1/11/23,A-E,0001W1-001,WIN,2
SDUNT610,1/11/23,A-E,8401-001,CL Aide Civic Engagement,2
SDUNT610,1/11/23,A-E,0001W1-001,WIN,2
SDUNT210,1/11/23,A,0001W1-001,WIN,2
SDUNT130,1/11/23,A-E,0001W1-001,WIN,2
SDUNT359,1/11/23,A,0001W1-001,WIN,2
SDUNT211,1/11/23,T,0001W1-001,WIN,2
SDUNT363,1/11/23,A,0001W1-001,WIN,2
SDUNT596,1/11/23,A,0001W1-001,WIN,2
SDUNT105,1/11/23,A-E,0001W1-001,WIN,2
SDUNT378,1/11/23,A,0001W1-001,WIN,2
SDUNT250,1/11/23,A-E,0001W1-001,WIN,2
SDUNT260,1/11/23,A,0001W1-001,WIN,2
SDUNT055,1/11/23,A,0001W1-001,WIN,2
SDUNT538,1/11/23,A-E,4011-001,Leadership in a DiverseSociety,3
SDUNT175,1/11/23,A-E,5031-002,Math 3 (Pre-Calculus) H,3
SDUNT566,1/11/23,A-E,4201-017,World History 1787-2000 H,3
SDUNT567,1/11/23,A-E,4201-005,World History 1787-2000 H,3
SDUNT482,1/11/23,A,4601-001,Law and Society ACP,3
SDUNT551,1/11/23,A-E,1291-007,AP English 11,3
SDUNT162,1/11/23,T,6301-001,Anatomy & Physiology Lab ACP,3
SDUNT117,1/11/23,T,2421-002,Intermediate Spanish 2 ACP,3
SDUNT119,1/11/23,A-E,5031-005,Math 3 (Pre-Calculus) H,3
SDUNT141,1/11/23,A-E,4011-001,Leadership in a DiverseSociety,3
SDUNT287,1/11/23,A-E,4561-002,AP Comparative Government,3
SDUNT256,1/11/23,A,5801-019,Class Aide Math,3
SDUNT409,1/11/23,T,6111-006,Biology Lab ACP,3
SDUNT167,1/11/23,A-E,1361-007,Art and Technique of Film H,3
SDUNT626,1/11/23,D,6061-002,AP Chemistry Lab,3
SDUNT291,1/11/23,A,4011-001,Leadership in a DiverseSociety,3
SDUNT130,1/11/23,A-E,5031-002,Math 3 (Pre-Calculus) H,3
SDUNT363,1/11/23,A,4601-001,Law and Society ACP,3
SDUNT299,1/11/23,A,4561-002,AP Comparative Government,3
SDUNT105,1/11/23,A-E,5031-010,Math 3 (Pre-Calculus) H,3
SDUNT157,1/11/23,A,2951-001,Chinese 5 H,3
SDUNT250,1/11/23,A-E,0221-004,Teaming Through Sports Indoor,3
SDUNT538,1/11/23,A-E,2451-001,Spanish 5 ACP,4
SDUNT566,1/11/23,A-E,2651-001,AP Italian,4
SDUNT567,1/11/23,A-E,2651-001,AP Italian,4
SDUNT551,1/11/23,A-E,6111-007,Biology Lab ACP,4
SDUNT022,1/11/23,A-E,5081-001,AP Calculus 4 AB,4
SDUNT119,1/11/23,A-E,6321-001,Astronomy Lab ACP,4
SDUNT141,1/11/23,A-E,1301-001,AP English 12,4
SDUNT346,1/11/23,A,2451-001,Spanish 5 ACP,4
SDUNT382,1/11/23,T,6321-001,Astronomy Lab ACP,4
SDUNT167,1/11/23,A-E,5051-006,AP Statistics,4
SDUNT043,1/11/23,A-E,5081-001,AP Calculus 4 AB,4
SDUNT130,1/11/23,A-E,5051-006,AP Statistics,4
SDUNT363,1/11/23,A,2451-001,Spanish 5 ACP,4
SDUNT299,1/11/23,T,6321-001,Astronomy Lab ACP,4
SDUNT105,1/11/23,A-E,6011-006,Biology Lab H,4
SDUNT300,1/11/23,T,6321-001,Astronomy Lab ACP,4
SDUNT538,1/11/23,A-E,5141-004,Intro to Calculus ACP Acc,5
SDUNT175,1/11/23,A-E,6061-003,AP Chemistry Lab,5
SDUNT202,1/11/23,T,3131-010,Academic Study,5
SDUNT566,1/11/23,A-E,1461-006,Action Through Literature 10 H,5
SDUNT567,1/11/23,A-E,9021-001,Exploratory Culinary Arts,5
SDUNT443,1/11/23,A-E,1341-001,The Short Story H,5
SDUNT551,1/11/23,A-E,4311-005,U.S. History ACP,5
SDUNT203,1/11/23,A,1321-001,Diverse Perspectives in Lit H,5
SDUNT022,1/11/23,A-E,5051-001,AP Statistics,5
SDUNT119,1/11/23,A-E,8021-001,Family Singers H,5
SDUNT141,1/11/23,A-E,4501-002,AP Psychology,5
SDUNT287,1/11/23,A-E,1361-005,Art and Technique of Film H,5
SDUNT167,1/11/23,A-E,6301-002,Anatomy & Physiology Lab ACP,5
SDUNT626,1/11/23,A-E,6011-002,Biology Lab H,5
SDUNT453,1/11/23,A-E,85621-001,Accounting 2 H,5
SDUNT455,1/11/23,A,0031-008,Fitness Indoor,5
SDUNT043,1/11/23,A-E,2841-001,Latin 4 H,5
SDUNT193,1/11/23,A-E,1341-001,The Short Story H,5
SDUNT610,1/11/23,A-E,5141-005,Intro to Calculus ACP Acc,5
SDUNT497,1/11/23,A,2881-001,Latin 4 ACP,5
SDUNT099,1/11/23,A-E,5051-001,AP Statistics,5
SDUNT462,1/11/23,A,4641-001,Digital Media & the Impact of the Internet H,5
SDUNT105,1/11/23,A-E,5051-001,AP Statistics,5
SDUNT631,1/11/23,A-E,2121-003,Intermediate French 2 ACP,5
SDUNT167,1/11/23,A-E,82331-001,Tech Theatre Design & Management IV,8
SDUNT538,1/10/23,A-E,0221-003,Teaming Through Sports Indoor,1
SDUNT136,1/10/23,A-E,1361-003,Art and Technique of Film H,1
SDUNT175,1/10/23,A-E,6011-001,Biology Lab H,1
SDUNT543,1/10/23,A-E,7321-002,Ceramics Major 2 H,1
SDUNT224,1/10/23,T,6071-001,AP Physics Lab,1
SDUNT391,1/10/23,T,5031-001,Math 3 (Pre-Calculus) H,1
SDUNT337,1/10/23,A-E,1311-001,Philosophy as Literature H,1
SDUNT060,1/10/23,A-E,1381-001,Asian American Literature H,1
SDUNT583,1/10/23,A-E,5051-003,AP Statistics,1
SDUNT566,1/10/23,T,2131-001,French 3 ACP,1
SDUNT567,1/10/23,T,2131-001,French 3 ACP,1
SDUNT305,1/10/23,T,2441-005,Spanish 4 ACP,1
SDUNT139,1/10/23,A-E,5081-004,AP Calculus 4 AB,1
SDUNT227,1/10/23,T,6071-001,AP Physics Lab,1
SDUNT572,1/10/23,T,6071-001,AP Physics Lab,1
SDUNT061,1/10/23,A-E,6071-001,AP Physics Lab,1
SDUNT064,1/10/23,T,2441-005,Spanish 4 ACP,1
SDUNT311,1/10/23,A-E,7191-002,Photography Major 2 H,1
SDUNT068,1/10/23,A-E,5131-001,Math 3 ACP Accelerated (Pre-Calculus),1
SDUNT552,1/10/23,A,4301-001,AP US History,1
SDUNT622,1/10/23,A-E,6071-001,AP Physics Lab,1
SDUNT142,1/10/23,T,6071-001,AP Physics Lab,1
SDUNT072,1/10/23,T,2141-001,French 4 ACP,1
SDUNT182,1/10/23,T,4421-002,Mid East & Latin Amr Honors,1
SDUNT029,1/10/23,T,1361-003,Art and Technique of Film H,1
SDUNT382,1/10/23,T,2961-001,AP Chinese,1
SDUNT503,1/10/23,T,6071-001,AP Physics Lab,1
SDUNT409,1/10/23,T,4301-001,AP US History,1
SDUNT605,1/10/23,A-E,1361-003,Art and Technique of Film H,1
SDUNT204,1/10/23,A,5041-004,AP Calculus 4 BC,1
SDUNT452,1/10/23,A-E,4401-001,AP European History,1
SDUNT144,1/10/23,T,6071-001,AP Physics Lab,1
SDUNT558,1/10/23,T,2141-001,French 4 ACP,1
SDUNT188,1/10/23,A-E,5081-004,AP Calculus 4 AB,1
SDUNT626,1/10/23,T,5031-001,Math 3 (Pre-Calculus) H,1
SDUNT189,1/10/23,T,5031-001,Math 3 (Pre-Calculus) H,1
SDUNT418,1/10/23,A-E,4311-002,U.S. History ACP,1
SDUNT291,1/10/23,A,5051-003,AP Statistics,1
SDUNT419,1/10/23,A-E,4301-001,AP US History,1
SDUNT579,1/10/23,T,6071-001,AP Physics Lab,1
SDUNT615,1/10/23,A-E,4301-001,AP US History,1
