,School Name,School Type,Town,Grade,% African American,% Asian,% Native American,"% Native Hawaiian, Pacific Islander","% Multi-Race, Non-Hispanic",% Males,% Females,Average Class Size,Number of Students,% Graduated,% Still in School,AP_Score=1,AP_Score=2,AP_Score=3,AP_Score=4,AP_Score=5,Average SAT_Reading,Average SAT_Writing,Average SAT_Math
1543,Sutton Early Learning,Public School,Sutton,"PK,K,01,02",0.9,1.3,0.0,0.0,4.4,49.4,50.6,23.7,326.0,,,,,,,,,,
1544,Sutton Elementary,Public School,Sutton,"03,04,05",0.9,2.1,0.0,0.3,5.4,48.6,51.4,24.3,355.0,,,,,,,,,,
1545,Sutton High School,Public School,Sutton,"09,10,11,12",0.2,0.9,0.2,0.0,4.5,49.1,50.9,16.9,437.0,95.5,1.8,39.0,43.0,66.0,32.0,20.0,523.0,502.0,521.0
1546,Sutton Middle School,Public School,Sutton,"06,07,08",1.1,1.9,0.0,0.0,4.3,53.1,46.9,23.5,361.0,,,,,,,,,,
1547,Clarke,Public School,Swampscott,"K,01,02,03,04",1.5,3.4,1.0,0.0,1.5,50.0,50.0,17.7,208.0,,,,,,,,,,
1548,Hadley,Public School,Swampscott,"K,01,02,03,04",3.4,3.4,0.0,0.0,3.7,53.5,46.5,17.7,291.0,,,,,,,,,,
1549,Stanley,Public School,Swampscott,"K,01,02,03,04",0.7,1.4,0.4,0.0,3.2,50.7,49.3,19.0,295.0,,,,,,,,,,
1550,Swampscott High,Public School,Swampscott,"09,10,11,12",4.6,2.1,0.0,0.4,1.6,49.2,50.8,15.4,700.0,94.0,3.6,29.0,75.0,99.0,96.0,63.0,520.0,515.0,535.0
1551,Swampscott Middle,Public School,Swampscott,"PK,05,06,07,08",3.9,2.7,0.3,0.0,1.9,50.8,49.2,17.2,804.0,,,,,,,,,,
1552,Elizabeth S Brown,Public School,Swansea,"03,04,05",0.3,1.3,0.0,0.0,0.0,51.2,48.8,18.7,298.0,,,,,,,,,,
1553,Gardner,Public School,Swansea,"K,01,02",0.4,0.4,0.4,0.0,0.4,54.3,45.7,20.5,240.0,,,,,,,,,,
1554,Joseph Case High,Public School,Swansea,"09,10,11,12",1.7,1.3,0.2,0.0,1.1,52.7,47.3,14.2,512.0,91.7,2.3,29.0,49.0,29.0,16.0,8.0,521.0,495.0,539.0
1555,Joseph Case Jr High,Public School,Swansea,"06,07,08",0.6,0.6,0.0,0.0,1.6,52.3,47.7,17.6,516.0,,,,,,,,,,
1556,Joseph G Luther,Public School,Swansea,"03,04,05",0.9,0.5,0.5,0.0,1.8,52.3,47.7,14.8,211.0,,,,,,,,,,
1557,Mark G Hoyle Elementary,Public School,Swansea,"PK,K,01,02",0.0,1.5,0.4,0.0,5.3,54.0,46.0,17.2,265.0,,,,,,,,,,
1558,Tantasqua Regional Jr High,Public School,Fiskdale,"07,08",0.7,1.2,0.0,0.0,2.7,47.1,52.9,17.0,563.0,,,,,,,,,,
1559,Tantasqua Regional Sr High,Public School,Fiskdale,"09,10,11,12",0.5,1.4,0.1,0.0,2.6,43.6,56.4,13.7,1249.0,94.8,2.6,20.0,98.0,121.0,110.0,70.0,543.0,520.0,575.0
1560,Tantasqua Regional Vocational,Public School,Fiskdale,"09,10,11,12",0.2,0.4,0.6,0.0,2.2,61.4,38.6,10.0,504.0,97.9,1.1,2.0,6.0,6.0,4.0,3.0,493.0,451.0,519.0
1561,Benjamin Friedman Middle,Public School,Taunton,"05,06,07",8.5,1.0,0.5,0.2,4.4,50.4,49.6,21.5,787.0,,,,,,,,,,
1562,East Taunton Elementary,Public School,East Taunton,"K,01,02,03,04",11.7,0.5,0.5,0.0,3.6,49.6,50.4,19.4,610.0,,,,,,,,,,
1563,Edmund Hatch Bennett,Public School,Taunton,"K,01,02,03,04",8.7,0.9,0.3,0.0,2.4,53.2,46.8,22.9,343.0,,,,,,,,,,
1564,Edward F. Leddy Preschool,Public School,Taunton,PK,11.9,2.4,0.0,0.3,3.3,57.1,42.9,18.5,352.0,,,,,,,,,,
1565,Elizabeth Pole,Public School,Taunton,"K,01,02,03,04",17.7,1.6,0.0,0.3,8.0,50.2,49.8,20.5,644.0,,,,,,,,,,
1566,H H Galligan,Public School,Taunton,"K,01,02,03,04",22.0,0.8,0.4,1.2,4.5,50.8,49.2,23.3,277.0,,,,,,,,,,
1567,Hopewell,Public School,Taunton,"K,01,02,03,04",13.4,0.3,0.3,0.0,7.9,47.9,52.1,20.1,301.0,,,,,,,,,,
1568,John F Parker Middle,Public School,Taunton,"05,06,07",19.2,2.0,0.4,0.2,7.5,48.3,51.7,23.2,446.0,,,,,,,,,,
1569,Joseph C Chamberlain,Public School,Taunton,"K,01,02,03,04",7.2,1.5,0.2,0.0,4.7,52.7,47.3,22.4,562.0,,,,,,,,,,
1570,Joseph H Martin,Public School,East Taunton,"05,06,07",14.0,1.7,0.3,0.0,3.9,52.5,47.5,23.9,726.0,,,,,,,,,,
1571,Mulcahey Elementary School,Public School,Taunton,"K,01,02,03,04",18.0,0.6,0.0,0.2,5.1,53.2,46.8,22.7,475.0,,,,,,,,,,
1572,Taunton Alternative High School,Public School,Taunton,"08,09,10,11,12",15.7,0.0,0.0,0.0,5.6,62.9,37.1,9.9,127.0,70.8,15.4,,,,,,,,
1573,Taunton High,Public School,Taunton,"08,09,10,11,12",14.5,1.8,0.1,0.3,3.6,50.1,49.8,19.8,2510.0,92.6,2.6,68.0,127.0,125.0,94.0,29.0,495.0,475.0,502.0
1574,Heath-Brook,Public School,Tewksbury,"K,01,02",1.8,2.4,0.0,0.0,2.1,49.7,50.3,21.7,338.0,,,,,,,,,,
1575,John F. Ryan,Public School,Tewksbury,"05,06",2.4,3.0,0.4,0.2,0.7,53.9,46.1,21.4,583.0,,,,,,,,,,
1576,John W. Wynn Middle,Public School,Tewksbury,"07,08",2.8,3.2,0.0,0.0,1.3,45.2,54.8,21.1,616.0,,,,,,,,,,
1577,L F Dewing,Public School,Tewksbury,"PK,K,01,02",4.1,3.4,0.0,0.2,0.4,52.8,47.2,19.2,528.0,,,,,,,,,,
1578,Louise Davy Trahan,Public School,Tewksbury,"03,04",0.8,3.5,0.0,0.0,1.2,45.9,54.1,19.3,232.0,,,,,,,,,,
1579,North Street,Public School,Tewksbury,"03,04",5.8,3.1,0.0,0.0,1.6,57.6,42.4,21.1,293.0,,,,,,,,,,
1580,Tewksbury Memorial High,Public School,Tewksbury,"09,10,11,12",1.5,2.6,0.0,0.2,0.3,52.8,47.2,20.1,1005.0,94.4,0.8,27.0,67.0,83.0,55.0,39.0,495.0,489.0,512.0
1581,Tisbury Elementary,Public School,Vineyard Haven,"PK,K,01,02,03,04,05,06,07,08",3.1,0.9,2.2,0.0,7.8,53.3,46.7,13.1,337.0,,,,,,,,,,
1582,Proctor Elementary,Public School,Topsfield,"04,05,06",0.8,1.6,0.0,0.0,2.5,47.5,52.5,16.3,268.0,,,,,,,,,,
1583,Steward Elementary,Public School,Topsfield,"PK,K,01,02,03",0.3,1.6,0.8,0.0,2.4,50.8,49.2,14.5,372.0,,,,,,,,,,
1584,Tri-County Regional Vocational Technical,Public School,Franklin,"09,10,11,12",0.4,0.7,0.4,0.2,4.5,55.0,44.9,16.8,999.0,96.0,0.9,29.0,22.0,25.0,7.0,6.0,489.0,460.0,494.0
1585,Newbury Elementary,Public School,Newbury,"PK,K,01,02,03,04,05,06",0.7,1.6,0.0,0.5,0.9,55.2,44.8,19.8,502.0,,,,,,,,,,
1586,Pine Grove,Public School,Rowley,"PK,K,01,02,03,04,05,06",0.4,0.6,0.2,0.0,2.8,50.7,49.0,19.7,497.0,,,,,,,,,,
1587,Salisbury Elementary,Public School,Salisbury,"PK,K,01,02,03,04,05,06",2.6,3.6,0.0,0.6,3.2,50.2,49.8,19.4,516.0,,,,,,,,,,
1588,Triton Regional High School,Public School,Byfield,"09,10,11,12",0.8,1.7,0.0,0.0,0.6,47.9,52.1,14.0,710.0,92.1,2.8,15.0,68.0,83.0,50.0,38.0,523.0,518.0,550.0
1589,Triton Regional Middle School,Public School,Byfield,"07,08",1.0,2.0,0.5,0.3,1.8,50.8,49.2,21.5,426.0,,,,,,,,,,
1590,Truro Central,Public School,Truro,"PK,K,01,02,03,04,05,06",6.0,0.0,0.0,0.0,11.2,44.8,55.2,14.4,121.0,,,,,,,,,,
1591,Tyngsborough Elementary,Public School,Tyngsborough,"PK,K,01,02,03,04,05",4.1,6.7,0.1,0.0,2.9,53.6,46.4,19.7,800.0,,,,,,,,,,
1592,Tyngsborough High School,Public School,Tyngsborough,"09,10,11,12",2.2,6.1,0.0,0.0,3.0,49.3,50.7,15.6,507.0,97.7,0.0,20.0,50.0,54.0,36.0,15.0,493.0,469.0,517.0
1593,Tyngsborough Middle,Public School,Tyngsborough,"06,07,08",1.7,5.0,0.2,0.0,3.3,48.7,51.3,19.1,437.0,,,,,,,,,,
1594,UP Academy Charter School of Boston,Charter School,South Boston,"06,07,08",46.8,5.7,0.2,0.4,1.9,55.7,44.3,22.3,453.0,,,,,,,,,,
1595,Chilmark Elementary,Public School,Chilmark,"K,01,02,03,04,05",0.0,2.3,0.0,0.0,9.1,56.8,43.2,9.3,47.0,,,,,,,,,,
1596,West Tisbury Elementary,Public School,West Tisbury,"PK,K,01,02,03,04,05,06,07,08",2.9,0.9,4.0,0.0,5.2,55.0,45.0,16.1,340.0,,,,,,,,,,
1597,Upper Cape Cod Vocational Technical,Public School,Bourne,"09,10,11,12",4.4,1.7,0.6,0.0,4.4,61.8,38.2,15.2,686.0,99.4,0.6,,,,,,466.0,434.0,483.0
1598,Gateway to College,Public School,Uxbridge,"09,10,11,12",0.0,2.2,2.2,2.2,2.2,41.3,58.7,,,,,,,,,,,,
1599,McCloskey Middle School,Public School,Uxbridge,"06,07,08",1.2,1.9,0.0,0.0,2.1,52.7,47.3,21.9,440.0,,,,,,,,,,
1600,Taft Early Learning Center,Public School,Uxbridge,"PK,K,01,02",1.0,0.8,0.0,0.0,2.3,55.3,44.7,20.0,506.0,,,,,,,,,,
1601,Uxbridge High,Public School,Uxbridge,"09,10,11,12",1.5,1.5,0.6,0.2,1.7,53.5,46.5,16.9,499.0,89.0,0.0,15.0,38.0,44.0,24.0,8.0,511.0,498.0,523.0
1602,Whitin Elementary School,Public School,Uxbridge,"03,04,05",0.7,1.7,1.0,0.0,1.7,52.8,47.0,22.9,412.0,,,,,,,,,,
1603,Veritas Preparatory Charter School,Charter School,Springfield,"05,06,07,08",19.5,1.3,0.0,0.0,1.6,52.1,47.9,26.2,293.0,,,,,,,,,,
1604,Central Tree Middle,Public School,Rutland,"06,07,08",1.2,2.2,0.0,0.0,4.0,55.2,44.8,17.2,393.0,,,,,,,,,,
1605,Chocksett Middle School,Public School,Sterling,"05,06,07,08",1.3,1.6,0.0,0.0,1.1,52.0,48.0,18.6,398.0,,,,,,,,,,
1606,Davis Hill Elementary,Public School,Holden,"K,01,02,03,04,05",2.9,1.8,0.0,0.0,2.4,51.5,48.5,20.7,469.0,,,,,,,,,,
1607,Dawson,Public School,Holden,"K,01,02,03,04,05",3.0,4.3,0.0,0.0,3.0,52.5,47.5,18.3,512.0,,,,,,,,,,
1608,Early Childhood Center,Public School,Jefferson,PK,1.3,4.7,0.7,0.7,2.0,55.3,44.7,19.5,156.0,,,,,,,,,,
1609,Glenwood Elementary School,Public School,Rutland,"03,04,05",1.4,3.1,0.0,0.0,3.6,48.3,51.7,22.6,373.0,,,,,,,,,,
1610,Houghton Elementary,Public School,Sterling,"K,01,02,03,04",1.3,2.6,0.0,0.0,2.6,52.0,48.0,17.1,422.0,,,,,,,,,,
1611,Leroy E.Mayo,Public School,Holden,"K,01,02,03,04,05",2.0,5.7,0.0,0.0,1.2,53.3,46.7,19.4,487.0,,,,,,,,,,
1612,Mountview Middle,Public School,Holden,"06,07,08",2.3,4.2,0.2,0.0,2.6,50.6,49.4,21.0,775.0,,,,,,,,,,
1613,Naquag Elementary School,Public School,Rutland,"K,01,02",1.9,0.6,0.9,0.3,2.2,47.7,52.3,17.9,320.0,,,,,,,,,,
1614,Paxton Center,Public School,Paxton,"K,01,02,03,04,05,06,07,08",2.0,2.2,0.0,0.0,0.8,53.7,46.3,18.5,503.0,,,,,,,,,,
1615,Thomas Prince,Public School,Princeton,"K,01,02,03,04,05,06,07,08",0.5,1.3,0.0,0.0,1.8,47.8,52.2,17.7,408.0,,,,,,,,,,
1616,Wachusett Regional High,Public School,Holden,"09,10,11,12",1.9,3.2,0.0,0.2,1.7,47.3,52.7,17.6,2163.0,95.4,1.1,21.0,58.0,160.0,241.0,193.0,538.0,524.0,554.0
1617,Dolbeare,Public School,Wakefield,"K,01,02,03,04",0.7,2.5,0.2,0.0,3.6,49.3,50.7,19.8,417.0,,,,,,,,,,
1618,Early Childhood Center at the Doyle School,Public School,Wakefield,PK,1.6,3.9,0.0,1.6,2.3,51.2,48.8,10.4,118.0,,,,,,,,,,
1619,Galvin Middle School,Public School,Wakefield,"05,06,07,08",3.2,2.8,0.1,0.1,1.9,51.4,48.6,21.8,1145.0,,,,,,,,,,
1620,Greenwood,Public School,Wakefield,"K,01,02,03,04",1.8,5.4,0.0,0.0,4.9,48.9,51.1,21.8,218.0,,,,,,,,,,
1621,Wakefield Memorial High,Public School,Wakefield,"09,10,11,12",3.1,3.1,0.2,0.3,2.0,47.9,52.1,14.6,993.0,96.9,1.2,16.0,69.0,98.0,86.0,57.0,524.0,521.0,537.0
1622,Walton,Public School,Wakefield,"01,02,03,04",2.5,2.5,0.0,0.0,3.5,53.2,46.8,21.7,195.0,,,,,,,,,,
1623,Woodville School,Public School,Wakefield,"K,01,02,03,04",1.8,4.1,0.2,0.0,4.3,52.9,46.8,21.1,423.0,,,,,,,,,,
1624,Wales Elementary,Public School,Wales,"PK,K,01,02,03,04,05,06",0.6,0.6,1.2,0.0,3.7,51.2,48.8,20.2,166.0,,,,,,,,,,
1625,Bird Middle,Public School,East Walpole,"06,07,08",3.3,2.3,0.8,0.0,1.7,50.0,50.0,19.5,490.0,,,,,,,,,,
1626,Boyden,Public School,Walpole,"K,01,02,03,04,05",6.9,5.0,0.8,0.0,1.6,48.1,51.9,18.1,381.0,,,,,,,,,,
1627,Daniel Feeney Preschool Center,Public School,Walpole,PK,6.1,14.6,0.0,0.0,3.7,54.9,45.1,12.0,84.0,,,,,,,,,,
1628,Eleanor N Johnson Middle,Public School,Walpole,"06,07,08",3.1,10.3,0.0,0.0,2.2,52.5,47.5,20.8,430.0,,,,,,,,,,
1629,Elm Street School,Public School,Walpole,"K,01,02,03,04,05",2.1,8.4,0.2,0.0,2.3,55.4,44.6,20.3,426.0,,,,,,,,,,
1630,Fisher,Public School,Walpole,"K,01,02,03,04,05",3.5,11.4,0.0,0.0,3.5,50.9,49.1,19.4,447.0,,,,,,,,,,
1631,Old Post Road,Public School,East Walpole,"K,01,02,03,04,05",2.5,2.9,0.7,0.0,1.8,50.9,49.1,20.9,465.0,,,,,,,,,,
1632,Walpole High,Public School,Walpole,"09,10,11,12",4.2,3.5,0.2,0.0,0.9,48.9,51.1,19.1,1168.0,96.2,2.4,9.0,34.0,111.0,126.0,107.0,527.0,524.0,538.0
1633,Douglas MacArthur Elementary School,Public School,Waltham,"K,01,02,03,04,05",10.9,8.6,0.0,0.0,4.4,52.8,47.2,18.5,391.0,,,,,,,,,,
1634,Henry Whittemore Elementary School,Public School,Waltham,"K,01,02,03,04,05",4.9,3.4,0.0,0.0,1.3,50.3,49.7,16.8,456.0,,,,,,,,,,
1635,James Fitzgerald Elementary School,Public School,Waltham,"K,01,02,03,04,05",7.6,5.8,0.0,0.0,3.8,46.9,53.1,18.6,569.0,,,,,,,,,,
1636,John F Kennedy Middle,Public School,Waltham,"06,07,08",10.9,5.7,0.0,0.0,1.6,52.3,47.7,14.9,546.0,,,,,,,,,,
1637,John W. McDevitt Middle School,Public School,Waltham,"06,07,08",8.4,3.1,0.0,0.2,3.4,52.4,47.6,17.6,603.0,,,,,,,,,,
1638,Northeast Elementary School,Public School,Waltham,"PK,K,01,02,03,04,05",10.3,8.4,0.6,0.0,3.4,52.0,48.0,17.1,570.0,,,,,,,,,,
1639,Thomas R Plympton Elementary School,Public School,Waltham,"K,01,02,03,04,05",11.8,5.0,0.0,0.0,3.6,54.4,45.6,17.2,462.0,,,,,,,,,,
1640,Waltham Public Schools Dual Language Program,Public School,Waltham,K,2.5,2.5,0.0,0.0,2.5,47.5,52.5,,,,,,,,,,,,
1641,Waltham Sr High,Public School,Waltham,"09,10,11,12",11.6,5.0,0.2,0.3,2.3,54.1,45.9,17.1,1502.0,85.7,6.0,49.0,75.0,118.0,118.0,81.0,473.0,471.0,500.0
1642,William F. Stanley Elementary School,Public School,Waltham,"PK,K,01,02,03,04,05",7.0,8.1,0.0,0.0,1.8,54.9,45.1,16.2,534.0,,,,,,,,,,
1643,Stanley M Koziol Elementary School,Public School,Ware,"PK,K,01,02,03",1.2,0.5,0.0,0.0,5.8,53.4,46.6,19.3,461.0,,,,,,,,,,
1644,Ware Junior/Senior High School,Public School,Ware,"07,08,09,10,11,12",2.5,1.1,0.4,0.2,3.2,52.4,47.6,18.8,512.0,76.5,2.9,1.0,15.0,13.0,8.0,3.0,482.0,448.0,487.0
1645,Ware Middle School,Public School,Ware,"04,05,06",2.1,0.6,0.0,0.3,5.3,48.1,51.9,26.7,332.0,,,,,,,,,,
1646,John William Decas,Public School,Wareham,"K,01,02",6.1,1.0,0.8,0.0,12.3,50.7,49.3,24.4,663.0,,,,,,,,,,
1647,Minot Forest,Public School,Wareham,"PK,03,04",7.1,1.2,1.2,0.0,9.9,51.7,48.3,16.3,505.0,,,,,,,,,,
1648,Wareham Cooperative Alternative School,Public School,Wareham,"09,10,11,12",9.8,0.0,1.6,0.0,8.2,60.7,39.3,5.9,69.0,33.3,23.1,,,,,,,,
1649,Wareham Middle,Public School,Wareham,"05,06,07,08",7.2,0.7,1.3,0.1,8.2,52.7,47.3,17.0,813.0,,,,,,,,,,
1650,Wareham Senior High,Public School,Wareham,"09,10,11,12",9.7,1.5,0.8,0.2,10.4,51.0,49.0,12.0,570.0,92.3,2.3,52.0,41.0,36.0,10.0,3.0,479.0,452.0,483.0
1651,Cunniff,Public School,Watertown,"PK,K,01,02,03,04,05",4.4,5.7,0.0,0.0,3.0,53.7,46.3,19.6,313.0,,,,,,,,,,
1652,Hosmer,Public School,Watertown,"PK,K,01,02,03,04,05",3.0,7.7,0.3,0.0,6.3,50.9,49.1,17.1,698.0,,,,,,,,,,
1653,James Russell Lowell,Public School,Watertown,"PK,K,01,02,03,04,05",2.1,8.8,0.2,0.0,6.5,52.1,47.9,21.4,426.0,,,,,,,,,,
1654,Watertown High,Public School,Watertown,"09,10,11,12",3.2,6.5,0.8,0.2,2.9,50.2,49.8,13.7,713.0,87.9,4.4,12.0,29.0,65.0,57.0,45.0,503.0,487.0,534.0
1655,Watertown Middle,Public School,Watertown,"06,07,08",4.9,9.5,0.7,0.2,4.6,50.1,49.9,16.7,562.0,,,,,,,,,,
1656,Claypit Hill School,Public School,Wayland,"K,01,02,03,04,05",5.9,11.9,0.0,0.6,5.8,48.4,51.6,22.1,522.0,,,,,,,,,,
1657,Happy Hollow School,Public School,Wayland,"K,01,02,03,04,05",7.0,15.8,0.0,0.3,6.2,54.1,45.9,22.5,394.0,,,,,,,,,,
1658,Loker School,Public School,Wayland,"K,01,02,03,04,05",3.9,15.6,0.0,0.4,4.7,53.3,46.7,21.9,264.0,,,,,,,,,,
1659,Wayland High School,Public School,Wayland,"09,10,11,12",4.8,15.0,0.0,0.1,4.2,53.1,46.9,14.9,841.0,98.7,0.9,7.0,22.0,67.0,127.0,186.0,595.0,593.0,619.0
1660,Wayland Middle School,Public School,Wayland,"06,07,08",5.2,17.5,0.0,0.2,6.8,48.3,51.7,15.5,650.0,,,,,,,,,,
1661,Bartlett High School,Public School,Webster,"09,10,11,12",4.3,2.9,0.0,0.0,5.0,54.2,45.8,15.7,465.0,66.7,6.3,67.0,94.0,37.0,13.0,5.0,493.0,470.0,491.0
1662,Park Avenue Elementary,Public School,Webster,"PK,K,01,02,03,04",3.9,1.3,0.2,0.1,5.9,52.9,47.1,24.1,839.0,,,,,,,,,,
1663,Webster Middle School,Public School,Webster,"05,06,07,08",5.7,1.9,0.2,0.5,6.4,45.9,54.1,24.4,594.0,,,,,,,,,,
1664,Ernest F Upham,Public School,Wellesley,"K,01,02,03,04,05",2.7,10.4,0.0,0.0,2.7,53.6,46.4,20.4,224.0,,,,,,,,,,
1665,Hunnewell,Public School,Wellesley,"K,01,02,03,04,05",4.8,6.0,0.0,0.0,10.0,47.8,52.2,20.9,272.0,,,,,,,,,,
1666,John D Hardy,Public School,Wellesley,"K,01,02,03,04,05",3.9,20.8,0.0,0.0,6.2,47.4,52.6,18.3,313.0,,,,,,,,,,
1667,Joseph E Fiske,Public School,Wellesley,"PK,K,01,02,03,04,05",4.1,22.7,0.0,0.0,6.6,49.9,50.1,19.0,472.0,,,,,,,,,,
1668,Katharine Lee Bates,Public School,Wellesley,"K,01,02,03,04,05",3.7,6.3,0.0,0.0,6.1,45.1,54.9,21.9,394.0,,,,,,,,,,
1669,Schofield,Public School,Wellesley,"K,01,02,03,04,05",5.7,14.7,0.0,0.0,6.5,47.6,52.4,20.7,372.0,,,,,,,,,,
1670,Sprague Elementary School,Public School,Wellesley,"K,01,02,03,04,05",3.8,13.3,0.0,0.0,11.2,53.6,46.4,21.0,400.0,,,,,,,,,,
1671,Wellesley Middle,Public School,Wellesley,"06,07,08",3.3,10.9,0.0,0.0,6.1,51.5,48.5,17.5,1159.0,,,,,,,,,,
1672,Wellesley Sr High,Public School,Wellesley,"09,10,11,12",6.1,11.6,0.0,0.1,4.0,48.2,51.8,16.2,1513.0,97.3,1.3,7.0,20.0,117.0,219.0,255.0,601.0,598.0,614.0
1673,Wellfleet Elementary,Public School,Wellfleet,"PK,K,01,02,03,04,05",1.8,0.0,0.0,0.0,5.3,47.8,52.2,13.4,118.0,,,,,,,,,,
1674,Major Edwards Elementary,Public School,West Boylston,"PK,K,01,02,03,04,05",1.5,1.2,0.0,0.0,4.2,51.0,49.0,19.1,428.0,,,,,,,,,,
1675,West Boylston Junior/Senior High,Public School,West Boylston,"06,07,08,09,10,11,12",1.6,0.8,0.2,0.0,3.3,47.6,52.4,14.4,496.0,93.2,3.4,4.0,17.0,28.0,12.0,11.0,523.0,504.0,525.0
1676,Howard School,Public School,West Bridgewater,"04,05,06",3.0,0.4,0.4,0.0,2.6,51.1,48.9,20.7,278.0,,,,,,,,,,
1677,Rose L Macdonald,Public School,West Bridgewater,"01,02,03",3.9,1.6,0.0,0.4,3.9,47.1,52.9,22.1,267.0,,,,,,,,,,
1678,Spring Street School,Public School,West Bridgewater,"PK,K",1.4,2.1,0.0,0.0,4.3,53.2,46.8,20.2,144.0,,,,,,,,,,
1679,West Bridgewater Junior/Senior,Public School,West Bridgewater,"07,08,09,10,11,12",3.1,1.3,0.2,0.2,2.1,44.9,55.1,17.3,634.0,98.2,0.9,36.0,51.0,41.0,21.0,17.0,506.0,496.0,508.0
1680,21st Century Skills Academy,Public School,West Springfield,"09,10,11,12",7.1,0.0,0.0,0.0,0.0,78.6,21.4,6.3,21.0,92.3,7.7,,,,,,,,
1681,Cowing Early Childhood,Public School,West Springfield,PK,3.3,11.7,0.0,0.0,1.7,50.0,50.0,16.4,148.0,,,,,,,,,,
1682,John Ashley,Public School,West Springfield,K,2.7,2.2,0.0,0.0,2.7,53.5,46.5,19.8,237.0,,,,,,,,,,
1683,John R Fausey,Public School,West Springfield,"K,01,02,03,04,05",3.5,4.8,0.0,0.2,3.9,55.0,45.0,17.6,449.0,,,,,,,,,,
1684,Memorial,Public School,West Springfield,"01,02,03,04,05",5.1,8.9,0.0,0.0,4.7,51.7,48.3,20.6,227.0,,,,,,,,,,
1685,Mittineague,Public School,West Springfield,"01,02,03,04,05",4.3,1.8,0.0,0.0,4.3,46.6,53.4,12.9,161.0,,,,,,,,,,
1686,Philip G Coburn,Public School,West Springfield,"K,01,02,03,04,05",4.9,15.3,0.0,0.0,2.3,49.7,50.3,16.8,517.0,,,,,,,,,,
1687,Tatham,Public School,West Springfield,"01,02,03,04,05",1.3,2.6,0.0,0.0,5.3,48.5,51.5,21.9,223.0,,,,,,,,,,
1688,West Springfield High,Public School,West Springfield,"09,10,11,12",3.6,6.8,0.1,0.1,1.9,52.3,47.7,15.3,1235.0,86.3,5.2,99.0,159.0,109.0,58.0,21.0,487.0,479.0,508.0
1689,West Springfield Middle,Public School,West Springfield,"06,07,08",3.2,6.8,0.2,0.0,1.4,52.4,47.6,17.3,904.0,,,,,,,,,,
1690,Annie E Fales,Public School,Westborough,"K,01,02,03",1.2,35.2,0.6,0.0,2.9,50.7,49.3,17.8,317.0,,,,,,,,,,
1691,Elsie A Hastings Elementary,Public School,Westborough,"PK,K,01,02,03",2.1,40.9,0.4,0.0,3.1,51.2,48.8,20.0,510.0,,,,,,,,,,
1692,J Harding Armstrong,Public School,Westborough,"K,01,02,03",3.0,41.8,0.0,0.0,1.8,50.5,49.5,19.4,389.0,,,,,,,,,,
1693,Mill Pond School,Public School,Westborough,"04,05,06",0.7,33.5,0.0,0.1,3.4,50.5,49.5,22.1,880.0,,,,,,,,,,
1694,Sarah W Gibbons Middle,Public School,Westborough,"07,08",1.3,26.7,0.2,0.2,4.4,53.3,46.7,15.7,594.0,,,,,,,,,,
1695,Westborough High,Public School,Westborough,"09,10,11,12",2.0,21.2,0.0,0.0,2.3,49.3,50.7,14.4,1048.0,97.3,0.4,3.0,20.0,67.0,129.0,198.0,583.0,577.0,608.0
1696,Abner Gibbs,Public School,Westfield,"K,01,02,03,04,05",3.7,6.0,0.0,0.0,2.8,48.2,51.8,18.4,221.0,,,,,,,,,,
1697,Fort Meadow Early Childhood Center,Public School,Westfield,PK,0.0,6.9,0.0,0.0,2.3,56.6,43.4,11.2,223.0,,,,,,,,,,
1698,Franklin Ave,Public School,Westfield,"K,01,02,03,04,05",2.8,2.0,0.4,0.4,1.2,49.0,51.0,20.4,243.0,,,,,,,,,,
1699,Highland,Public School,Westfield,"K,01,02,03,04,05",1.5,8.6,0.0,0.0,1.0,53.5,46.5,17.8,418.0,,,,,,,,,,
1700,Munger Hill,Public School,Westfield,"K,01,02,03,04,05",3.0,2.3,0.0,0.3,2.8,52.5,47.5,19.9,398.0,,,,,,,,,,
1701,North Middle School,Public School,Westfield,"06,07,08",1.1,1.6,0.0,0.3,2.3,50.3,49.7,19.6,686.0,,,,,,,,,,
1702,Paper Mill,Public School,Westfield,"K,01,02,03,04,05",4.2,0.9,0.2,0.0,3.0,51.3,48.7,18.7,445.0,,,,,,,,,,
1703,Russell Elementary School,Public School,Russell,"K,01,02,03,04,05",1.6,0.5,0.0,0.0,1.1,52.7,47.3,18.2,200.0,,,,,,,,,,
1704,South Middle School,Public School,Westfield,"06,07,08",2.5,3.1,0.0,0.0,0.7,51.7,48.3,17.4,626.0,,,,,,,,,,
1705,Southampton Road,Public School,Westfield,"K,01,02,03,04,05",0.9,0.9,0.2,0.0,3.5,48.8,51.2,18.6,445.0,,,,,,,,,,
1706,Westfield High,Public School,Westfield,"09,10,11,12",2.9,3.2,0.2,0.2,1.9,45.3,54.7,17.3,1261.0,84.2,5.5,198.0,202.0,155.0,63.0,58.0,527.0,503.0,526.0
1707,Westfield Technical Academy,Public School,Westfield,"09,10,11,12",2.2,1.9,0.2,0.2,1.3,63.9,36.1,14.0,502.0,90.8,0.0,,,,,,452.0,399.0,458.0
1708,Abbot Elementary,Public School,Westford,"03,04,05",0.3,15.4,2.0,0.0,2.2,47.8,52.2,19.9,396.0,,,,,,,,,,
