,DATE,STATION,NAME,"Weekday (Sunday is 1, Saturday is 7)",PRCP,TAVG,TMAX,TMIN,incident_num,TIME,district,shooting_type_v2,victim_gender,victim_race,victim_ethnicity_NIBRS,multi_victim
1,1/1/2015,USW00014739,"BOSTON, MA US",5,0,26,33,22,I152000196-00,13:30:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
2,1/2/2015,USW00014739,"BOSTON, MA US",6,0,34,41,31,NA,NA,NA,NA,NA,NA,NA,NA
3,1/3/2015,USW00014739,"BOSTON, MA US",7,0.62,28,37,22,NA,NA,NA,NA,NA,NA,NA,NA
4,1/4/2015,USW00014739,"BOSTON, MA US",1,0.57,38,52,35,I152000879-00,01:58:00+00,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
5,1/4/2015,USW00014739,"BOSTON, MA US",1,0.57,38,52,35,I152001014-00,18:52:00+00,E5,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
6,1/5/2015,USW00014739,"BOSTON, MA US",2,0,40,50,17,NA,NA,NA,NA,NA,NA,NA,NA
7,1/6/2015,USW00014739,"BOSTON, MA US",3,0.02,17,18,15,NA,NA,NA,NA,NA,NA,NA,NA
8,1/7/2015,USW00014739,"BOSTON, MA US",5,0,19,26,4,NA,NA,NA,NA,NA,NA,NA,NA
9,1/8/2015,USW00014739,"BOSTON, MA US",5,0,8,19,-1,I152002232-00,22:45:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
10,1/8/2015,USW00014739,"BOSTON, MA US",5,0,8,19,-1,I152002233-00,22:45:00+00,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t
11,1/8/2015,USW00014739,"BOSTON, MA US",5,0,8,19,-1,I152002234-00,22:45:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
12,1/8/2015,USW00014739,"BOSTON, MA US",5,0,8,19,-1,I152002215-00,22:45:00+00,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
13,1/9/2015,USW00014739,"BOSTON, MA US",6,0.01,23,30,19,NA,NA,NA,NA,NA,NA,NA,NA
14,1/10/2015,USW00014739,"BOSTON, MA US",7,0,22,24,17,NA,NA,NA,NA,NA,NA,NA,NA
15,1/11/2015,USW00014739,"BOSTON, MA US",1,0,21,33,15,NA,NA,NA,NA,NA,NA,NA,NA
16,1/12/2015,USW00014739,"BOSTON, MA US",2,0.2,35,38,33,I152003226-00,23:58:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
17,1/13/2015,USW00014739,"BOSTON, MA US",3,0,27,35,15,NA,NA,NA,NA,NA,NA,NA,NA
18,1/14/2015,USW00014739,"BOSTON, MA US",4,0,18,25,14,NA,NA,NA,NA,NA,NA,NA,NA
19,1/15/2015,USW00014739,"BOSTON, MA US",5,0.12,26,31,25,NA,NA,NA,NA,NA,NA,NA,NA
20,1/16/2015,USW00014739,"BOSTON, MA US",6,0,28,38,15,I152004092-00,02:25:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
21,1/17/2015,USW00014739,"BOSTON, MA US",7,0,16,22,9,NA,NA,NA,NA,NA,NA,NA,NA
22,1/18/2015,USW00014739,"BOSTON, MA US",1,0.15,32,51,20,NA,NA,NA,NA,NA,NA,NA,NA
23,1/19/2015,USW00014739,"BOSTON, MA US",2,0,42,46,32,I152005008-00,12:38:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
24,1/20/2015,USW00014739,"BOSTON, MA US",3,0,33,39,27,I152005490-00,23:30:00+00,E13,Non-Fatal,Male,White,Hispanic or Latinx,f
25,1/20/2015,USW00014739,"BOSTON, MA US",3,0,33,39,27,I152005465-00,11:03:00+00,B2,Fatal,Male,White,Not Hispanic or Latinx,f
26,1/21/2015,USW00014739,"BOSTON, MA US",4,0,27,34,22,NA,NA,NA,NA,NA,NA,NA,NA
27,1/22/2015,USW00014739,"BOSTON, MA US",5,0,32,37,29,I152005806-00,01:47:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
28,1/22/2015,USW00014739,"BOSTON, MA US",5,0,32,37,29,I152006073-00,19:32:00+00,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t
29,1/22/2015,USW00014739,"BOSTON, MA US",5,0,32,37,29,I152006114-00,19:32:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
30,1/23/2015,USW00014739,"BOSTON, MA US",6,0,31,37,24,I152006505-00,23:05:00+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
31,1/23/2015,USW00014739,"BOSTON, MA US",6,0,31,37,24,I152006535-00,23:05:00+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
32,1/23/2015,USW00014739,"BOSTON, MA US",6,0,31,37,24,I152006455-00,23:05:00+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
33,1/23/2015,USW00014739,"BOSTON, MA US",6,0,31,37,24,I152006514-00,23:05:00+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
34,1/23/2015,USW00014739,"BOSTON, MA US",6,0,31,37,24,I152006534-00,23:05:00+00,E13,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t
35,1/23/2015,USW00014739,"BOSTON, MA US",6,0,31,37,24,I152006502-00,23:05:00+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
36,1/24/2015,USW00014739,"BOSTON, MA US",7,0.71,32,34,31,NA,NA,NA,NA,NA,NA,NA,NA
37,1/25/2015,USW00014739,"BOSTON, MA US",1,0,33,38,19,NA,NA,NA,NA,NA,NA,NA,NA
38,1/26/2015,USW00014739,"BOSTON, MA US",2,0.1,20,29,11,NA,NA,NA,NA,NA,NA,NA,NA
39,1/27/2015,USW00014739,"BOSTON, MA US",3,0.95,18,19,14,NA,NA,NA,NA,NA,NA,NA,NA
40,1/28/2015,USW00014739,"BOSTON, MA US",4,0.01,17,24,13,NA,NA,NA,NA,NA,NA,NA,NA
41,1/29/2015,USW00014739,"BOSTON, MA US",5,0,21,32,10,NA,NA,NA,NA,NA,NA,NA,NA
42,1/30/2015,USW00014739,"BOSTON, MA US",6,0.06,31,34,19,NA,NA,NA,NA,NA,NA,NA,NA
43,1/31/2015,USW00014739,"BOSTON, MA US",7,0.05,18,21,11,NA,NA,NA,NA,NA,NA,NA,NA
44,2/1/2015,USW00014739,"BOSTON, MA US",1,0,19,30,12,NA,NA,NA,NA,NA,NA,NA,NA
45,2/2/2015,USW00014739,"BOSTON, MA US",2,0.78,20,31,10,NA,NA,NA,NA,NA,NA,NA,NA
46,2/3/2015,USW00014739,"BOSTON, MA US",3,0,13,22,6,NA,NA,NA,NA,NA,NA,NA,NA
47,2/4/2015,USW00014739,"BOSTON, MA US",4,0.01,23,38,14,I152009379-00,19:40:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
48,2/5/2015,USW00014739,"BOSTON, MA US",5,0.09,31,36,7,NA,NA,NA,NA,NA,NA,NA,NA
49,2/6/2015,USW00014739,"BOSTON, MA US",6,0,12,21,5,NA,NA,NA,NA,NA,NA,NA,NA
50,2/7/2015,USW00014739,"BOSTON, MA US",7,0.07,23,29,16,NA,NA,NA,NA,NA,NA,NA,NA
51,2/8/2015,USW00014739,"BOSTON, MA US",1,0.37,26,29,13,I152010507-00,19:34:00+00,B3,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
52,2/9/2015,USW00014739,"BOSTON, MA US",2,0.88,17,25,14,NA,NA,NA,NA,NA,NA,NA,NA
53,2/10/2015,USW00014739,"BOSTON, MA US",3,0.05,20,30,14,I152011034-00,20:33:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
54,2/11/2015,USW00014739,"BOSTON, MA US",4,0.01,22,25,14,I152011169-00,10:30:00+00,E13,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
55,2/12/2015,USW00014739,"BOSTON, MA US",5,0.03,21,30,16,NA,NA,NA,NA,NA,NA,NA,NA
56,2/13/2015,USW00014739,"BOSTON, MA US",6,0,16,22,7,NA,NA,NA,NA,NA,NA,NA,NA
57,2/14/2015,USW00014739,"BOSTON, MA US",7,0.23,13,30,3,NA,NA,NA,NA,NA,NA,NA,NA
58,2/15/2015,USW00014739,"BOSTON, MA US",1,0.39,19,20,-2,NA,NA,NA,NA,NA,NA,NA,NA
59,2/16/2015,USW00014739,"BOSTON, MA US",2,0,6,19,-3,NA,NA,NA,NA,NA,NA,NA,NA
60,2/17/2015,USW00014739,"BOSTON, MA US",3,0.02,15,23,10,NA,NA,NA,NA,NA,NA,NA,NA
61,2/18/2015,USW00014739,"BOSTON, MA US",4,0.01,23,29,17,NA,NA,NA,NA,NA,NA,NA,NA
62,2/19/2015,USW00014739,"BOSTON, MA US",5,0.06,25,30,10,NA,NA,NA,NA,NA,NA,NA,NA
63,2/20/2015,USW00014739,"BOSTON, MA US",6,0,11,20,5,NA,NA,NA,NA,NA,NA,NA,NA
64,2/21/2015,USW00014739,"BOSTON, MA US",7,0.17,17,34,4,NA,NA,NA,NA,NA,NA,NA,NA
65,2/22/2015,USW00014739,"BOSTON, MA US",1,0.11,33,39,28,NA,NA,NA,NA,NA,NA,NA,NA
66,2/23/2015,USW00014739,"BOSTON, MA US",2,0,27,33,4,NA,NA,NA,NA,NA,NA,NA,NA
67,2/24/2015,USW00014739,"BOSTON, MA US",3,0,9,19,2,NA,NA,NA,NA,NA,NA,NA,NA
68,2/25/2015,USW00014739,"BOSTON, MA US",4,0.07,23,35,14,NA,NA,NA,NA,NA,NA,NA,NA
69,2/26/2015,USW00014739,"BOSTON, MA US",5,0.02,21,22,17,NA,NA,NA,NA,NA,NA,NA,NA
70,2/27/2015,USW00014739,"BOSTON, MA US",6,0,20,27,15,NA,NA,NA,NA,NA,NA,NA,NA
71,2/28/2015,USW00014739,"BOSTON, MA US",7,0,21,31,12,NA,NA,NA,NA,NA,NA,NA,NA
72,3/1/2015,USW00014739,"BOSTON, MA US",1,0.17,23,30,12,I152016667-00,22:28:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
73,3/2/2015,USW00014739,"BOSTON, MA US",2,0.01,30,37,26,NA,NA,NA,NA,NA,NA,NA,NA
74,3/3/2015,USW00014739,"BOSTON, MA US",3,0.26,26,33,20,I152017250-00,19:12:00+00,B2,Non-Fatal,Male,White,Hispanic or Latinx,f
75,3/4/2015,USW00014739,"BOSTON, MA US",4,0.02,36,43,33,NA,NA,NA,NA,NA,NA,NA,NA
76,3/5/2015,USW00014739,"BOSTON, MA US",5,0,33,39,18,NA,NA,NA,NA,NA,NA,NA,NA
77,3/6/2015,USW00014739,"BOSTON, MA US",6,0,18,24,9,NA,NA,NA,NA,NA,NA,NA,NA
78,3/7/2015,USW00014739,"BOSTON, MA US",7,0,25,38,17,I152018392-00,02:03:00+00,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
79,3/8/2015,USW00014739,"BOSTON, MA US",1,0,33,42,24,NA,NA,NA,NA,NA,NA,NA,NA
80,3/9/2015,USW00014739,"BOSTON, MA US",2,0,37,48,26,NA,NA,NA,NA,NA,NA,NA,NA
81,3/10/2015,USW00014739,"BOSTON, MA US",3,0.06,39,48,31,NA,NA,NA,NA,NA,NA,NA,NA
82,3/11/2015,USW00014739,"BOSTON, MA US",4,0.01,46,57,37,I152019788-00,18:12:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
83,3/12/2015,USW00014739,"BOSTON, MA US",5,0,39,43,25,I152019839-00,00:11:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
84,3/13/2015,USW00014739,"BOSTON, MA US",6,0,30,40,24,I152020404-00,18:21:03+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
85,3/13/2015,USW00014739,"BOSTON, MA US",6,0,30,40,24,I152020435-00,20:03:15+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
86,3/14/2015,USW00014739,"BOSTON, MA US",7,0.8,34,39,31,I152020724-00,21:05:20+00,E18,Non-Fatal,Male,White,Hispanic or Latinx,f
87,3/14/2015,USW00014739,"BOSTON, MA US",7,0.8,34,39,31,I152020647-00,15:46:13+00,B2,Fatal,Male,White,Hispanic or Latinx,f
88,3/15/2015,USW00014739,"BOSTON, MA US",1,0.27,36,41,27,I152020804-00,03:58:11+00,E18,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
89,3/15/2015,USW00014739,"BOSTON, MA US",1,0.27,36,41,27,I152020820-00,03:59:42+00,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
90,3/16/2015,USW00014739,"BOSTON, MA US",2,0,33,45,26,NA,NA,NA,NA,NA,NA,NA,NA
91,3/17/2015,USW00014739,"BOSTON, MA US",3,0.14,39,51,28,NA,NA,NA,NA,NA,NA,NA,NA
92,3/18/2015,USW00014739,"BOSTON, MA US",4,0,27,30,22,I152021830-00,12:30:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
93,3/19/2015,USW00014739,"BOSTON, MA US",5,0,25,34,19,NA,NA,NA,NA,NA,NA,NA,NA
94,3/20/2015,USW00014739,"BOSTON, MA US",6,0.05,27,32,23,NA,NA,NA,NA,NA,NA,NA,NA
95,3/21/2015,USW00014739,"BOSTON, MA US",7,0.09,30,41,28,NA,NA,NA,NA,NA,NA,NA,NA
96,3/22/2015,USW00014739,"BOSTON, MA US",1,0,32,39,21,NA,NA,NA,NA,NA,NA,NA,NA
97,3/23/2015,USW00014739,"BOSTON, MA US",2,0,24,33,18,I152023517-00,22:02:00+00,A7,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
98,3/24/2015,USW00014739,"BOSTON, MA US",3,0,27,35,20,NA,NA,NA,NA,NA,NA,NA,NA
99,3/25/2015,USW00014739,"BOSTON, MA US",4,0.04,35,49,28,NA,NA,NA,NA,NA,NA,NA,NA
100,3/26/2015,USW00014739,"BOSTON, MA US",5,0.8,44,56,38,NA,NA,NA,NA,NA,NA,NA,NA
101,3/27/2015,USW00014739,"BOSTON, MA US",6,0.21,42,44,37,I152025087-00,14:44:43+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
102,3/27/2015,USW00014739,"BOSTON, MA US",6,0.21,42,44,37,I152025018-00,18:40:00+00,B2,Non-Fatal,Male,White,Not Hispanic or Latinx,t
103,3/27/2015,USW00014739,"BOSTON, MA US",6,0.21,42,44,37,I152025097-00,10:54:14+00,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t
104,3/28/2015,USW00014739,"BOSTON, MA US",7,0.12,36,40,30,I152025357-00,20:48:08+00,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
105,3/29/2015,USW00014739,"BOSTON, MA US",1,0,33,42,26,NA,NA,NA,NA,NA,NA,NA,NA
106,3/30/2015,USW00014739,"BOSTON, MA US",2,0,36,45,30,NA,NA,NA,NA,NA,NA,NA,NA
107,3/31/2015,USW00014739,"BOSTON, MA US",3,0,42,50,37,I152026045-00,11:26:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
108,3/31/2015,USW00014739,"BOSTON, MA US",3,0,42,50,37,I152026103-00,11:26:00+00,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t
109,4/1/2015,USW00014739,"BOSTON, MA US",4,0,39,47,30,I152026538-00,20:29:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
110,4/2/2015,USW00014739,"BOSTON, MA US",5,0,43,61,30,NA,NA,NA,NA,NA,NA,NA,NA
111,4/3/2015,USW00014739,"BOSTON, MA US",6,0.03,54,59,45,I152027279-00,23:15:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
112,4/3/2015,USW00014739,"BOSTON, MA US",6,0.03,54,59,45,I152027279-00,23:15:00+00,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t
113,4/4/2015,USW00014739,"BOSTON, MA US",7,0.39,47,52,36,NA,NA,NA,NA,NA,NA,NA,NA
114,4/5/2015,USW00014739,"BOSTON, MA US",1,0,39,49,32,NA,NA,NA,NA,NA,NA,NA,NA
115,4/6/2015,USW00014739,"BOSTON, MA US",2,0,39,42,36,I152028043-00,21:17:12+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
116,4/7/2015,USW00014739,"BOSTON, MA US",3,0.03,39,42,36,NA,NA,NA,NA,NA,NA,NA,NA
117,4/8/2015,USW00014739,"BOSTON, MA US",4,0.26,37,42,34,I152028582-00,20:21:00+00,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
118,4/8/2015,USW00014739,"BOSTON, MA US",4,0.26,37,42,34,I152028599-00,20:20:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
119,4/9/2015,USW00014739,"BOSTON, MA US",5,0.09,35,37,33,I152028762-00,15:45:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
120,4/10/2015,USW00014739,"BOSTON, MA US",6,0.09,40,55,36,NA,NA,NA,NA,NA,NA,NA,NA
121,4/11/2015,USW00014739,"BOSTON, MA US",7,0,53,57,42,NA,NA,NA,NA,NA,NA,NA,NA
122,4/12/2015,USW00014739,"BOSTON, MA US",1,0,51,68,39,I152029808-00,21:51:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
123,4/12/2015,USW00014739,"BOSTON, MA US",1,0,51,68,39,I152029808-00,21:51:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
124,4/13/2015,USW00014739,"BOSTON, MA US",2,0,56,69,41,NA,NA,NA,NA,NA,NA,NA,NA
125,4/14/2015,USW00014739,"BOSTON, MA US",3,0.01,59,65,52,NA,NA,NA,NA,NA,NA,NA,NA
126,4/15/2015,USW00014739,"BOSTON, MA US",4,0,59,67,50,NA,NA,NA,NA,NA,NA,NA,NA
127,4/16/2015,USW00014739,"BOSTON, MA US",5,0,51,60,41,NA,NA,NA,NA,NA,NA,NA,NA
128,4/17/2015,USW00014739,"BOSTON, MA US",6,0.06,54,65,47,NA,NA,NA,NA,NA,NA,NA,NA
129,4/18/2015,USW00014739,"BOSTON, MA US",7,0,54,60,43,NA,NA,NA,NA,NA,NA,NA,NA
130,4/19/2015,USW00014739,"BOSTON, MA US",1,0,46,50,41,NA,NA,NA,NA,NA,NA,NA,NA
131,4/20/2015,USW00014739,"BOSTON, MA US",2,0.61,43,51,41,NA,NA,NA,NA,NA,NA,NA,NA
132,4/21/2015,USW00014739,"BOSTON, MA US",3,0.54,56,65,46,NA,NA,NA,NA,NA,NA,NA,NA
133,4/22/2015,USW00014739,"BOSTON, MA US",4,0,56,67,43,NA,NA,NA,NA,NA,NA,NA,NA
134,4/23/2015,USW00014739,"BOSTON, MA US",5,0,47,51,38,NA,NA,NA,NA,NA,NA,NA,NA
135,4/24/2015,USW00014739,"BOSTON, MA US",6,0,43,50,37,I152033518-00,23:00:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
136,4/25/2015,USW00014739,"BOSTON, MA US",7,0,45,56,36,NA,NA,NA,NA,NA,NA,NA,NA
137,4/26/2015,USW00014739,"BOSTON, MA US",1,0,47,56,43,NA,NA,NA,NA,NA,NA,NA,NA
138,4/27/2015,USW00014739,"BOSTON, MA US",2,0.1,51,57,45,I152034171-00,10:15:00+00,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
139,4/28/2015,USW00014739,"BOSTON, MA US",3,0.07,49,64,42,I152034689-00,17:53:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
140,4/29/2015,USW00014739,"BOSTON, MA US",4,0,52,54,48,NA,NA,NA,NA,NA,NA,NA,NA
141,4/30/2015,USW00014739,"BOSTON, MA US",5,0,50,55,44,NA,NA,NA,NA,NA,NA,NA,NA
142,5/1/2015,USW00014739,"BOSTON, MA US",6,0,45,49,39,NA,NA,NA,NA,NA,NA,NA,NA
143,5/2/2015,USW00014739,"BOSTON, MA US",7,0,43,50,39,I152035802-00,15:08:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
144,5/3/2015,USW00014739,"BOSTON, MA US",1,0,53,67,45,I152036137-00,19:30:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
145,5/3/2015,USW00014739,"BOSTON, MA US",1,0,53,67,45,I152036159-00,20:02:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
146,5/4/2015,USW00014739,"BOSTON, MA US",2,0,63,84,49,NA,NA,NA,NA,NA,NA,NA,NA
147,5/5/2015,USW00014739,"BOSTON, MA US",3,0.02,66,70,54,I152036563-00,04:03:00+00,E5,Non-Fatal,Male,Unknown,Unknown,f
148,5/6/2015,USW00014739,"BOSTON, MA US",4,0,61,73,52,NA,NA,NA,NA,NA,NA,NA,NA
149,5/7/2015,USW00014739,"BOSTON, MA US",5,0,65,79,53,I152037218-00,04:00:00+00,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
150,5/7/2015,USW00014739,"BOSTON, MA US",5,0,65,79,53,I152037334-00,13:31:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
151,5/8/2015,USW00014739,"BOSTON, MA US",6,0,60,71,46,I152037866-00,11:44:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
152,5/9/2015,USW00014739,"BOSTON, MA US",7,0,51,71,46,NA,NA,NA,NA,NA,NA,NA,NA
153,5/10/2015,USW00014739,"BOSTON, MA US",1,0,71,89,59,I152038380-00,13:40:00+00,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
154,5/11/2015,USW00014739,"BOSTON, MA US",2,0,68,80,50,NA,NA,NA,NA,NA,NA,NA,NA
155,5/12/2015,USW00014739,"BOSTON, MA US",3,0.02,57,87,48,I152038963-00,18:39:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
156,5/13/2015,USW00014739,"BOSTON, MA US",4,0,64,69,53,NA,NA,NA,NA,NA,NA,NA,NA
157,5/14/2015,USW00014739,"BOSTON, MA US",5,0,58,69,49,NA,NA,NA,NA,NA,NA,NA,NA
158,5/15/2015,USW00014739,"BOSTON, MA US",6,0,59,67,48,I152039988-00,23:47:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
159,5/16/2015,USW00014739,"BOSTON, MA US",7,0,61,71,55,NA,NA,NA,NA,NA,NA,NA,NA
160,5/17/2015,USW00014739,"BOSTON, MA US",1,0,61,67,52,NA,NA,NA,NA,NA,NA,NA,NA
161,5/18/2015,USW00014739,"BOSTON, MA US",2,0,53,58,49,I152040876-00,21:21:00+00,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
162,5/19/2015,USW00014739,"BOSTON, MA US",3,0.27,56,65,52,NA,NA,NA,NA,NA,NA,NA,NA
163,5/20/2015,USW00014739,"BOSTON, MA US",4,0,61,66,51,I152041419-00,11:09:35+00,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
164,5/21/2015,USW00014739,"BOSTON, MA US",5,0,57,67,45,I152041784-00,17:56:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
165,5/21/2015,USW00014739,"BOSTON, MA US",5,0,57,67,45,I152041857-00,21:00:00+00,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
166,5/22/2015,USW00014739,"BOSTON, MA US",6,0,62,76,52,NA,NA,NA,NA,NA,NA,NA,NA
167,5/23/2015,USW00014739,"BOSTON, MA US",7,0,56,65,44,I152042211-00,00:50:09+00,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
168,5/24/2015,USW00014739,"BOSTON, MA US",1,0,65,83,51,I152042681-00,16:16:27+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
169,5/24/2015,USW00014739,"BOSTON, MA US",1,0,65,83,51,I152042637-00,16:16:30+00,C11,Non-Fatal,Male,White,Hispanic or Latinx,t
170,5/24/2015,USW00014739,"BOSTON, MA US",1,0,65,83,51,I152042638-00,16:23:11+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
171,5/24/2015,USW00014739,"BOSTON, MA US",1,0,65,83,51,I152042735-00,23:27:49+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
172,5/25/2015,USW00014739,"BOSTON, MA US",2,0,70,81,58,I152042765-00,01:15:36+00,E13,Non-Fatal,Male,White,Hispanic or Latinx,f
173,5/25/2015,USW00014739,"BOSTON, MA US",2,0,70,81,58,I152043021-00,23:04:35+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
174,5/26/2015,USW00014739,"BOSTON, MA US",3,0,73,87,64,I152043193-00,13:33:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
175,5/27/2015,USW00014739,"BOSTON, MA US",4,0,74,85,65,NA,NA,NA,NA,NA,NA,NA,NA
176,5/28/2015,USW00014739,"BOSTON, MA US",5,0,74,86,64,NA,NA,NA,NA,NA,NA,NA,NA
177,5/29/2015,USW00014739,"BOSTON, MA US",6,0,67,72,55,I152044413-00,18:00:00+00,A7,Non-Fatal,Female,White,Hispanic or Latinx,f
178,5/30/2015,USW00014739,"BOSTON, MA US",7,0,69,88,58,I152044761-00,19:22:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
179,5/30/2015,USW00014739,"BOSTON, MA US",7,0,69,88,58,I152044549-00,02:48:00+00,A1,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
180,5/31/2015,USW00014739,"BOSTON, MA US",1,0.91,67,77,48,NA,NA,NA,NA,NA,NA,NA,NA
181,6/1/2015,USW00014739,"BOSTON, MA US",2,0.38,48,49,47,I152045258,14:42:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
182,6/2/2015,USW00014739,"BOSTON, MA US",3,0.74,47,49,46,NA,NA,NA,NA,NA,NA,NA,NA
183,6/3/2015,USW00014739,"BOSTON, MA US",4,0,50,56,47,NA,NA,NA,NA,NA,NA,NA,NA
184,6/4/2015,USW00014739,"BOSTON, MA US",5,0,52,58,49,NA,NA,NA,NA,NA,NA,NA,NA
185,6/5/2015,USW00014739,"BOSTON, MA US",6,0,54,59,50,NA,NA,NA,NA,NA,NA,NA,NA
186,6/6/2015,USW00014739,"BOSTON, MA US",7,0.09,58,67,52,NA,NA,NA,NA,NA,NA,NA,NA
187,6/7/2015,USW00014739,"BOSTON, MA US",1,0,59,67,53,NA,NA,NA,NA,NA,NA,NA,NA
188,6/8/2015,USW00014739,"BOSTON, MA US",2,0,63,76,53,NA,NA,NA,NA,NA,NA,NA,NA
189,6/9/2015,USW00014739,"BOSTON, MA US",3,0,69,78,64,NA,NA,NA,NA,NA,NA,NA,NA
190,6/10/2015,USW00014739,"BOSTON, MA US",4,0,71,82,62,I152048250,23:44:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
191,6/10/2015,USW00014739,"BOSTON, MA US",4,0,71,82,62,I152048254,23:44:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
192,6/10/2015,USW00014739,"BOSTON, MA US",4,0,71,82,62,I152047934,05:06:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
193,6/10/2015,USW00014739,"BOSTON, MA US",4,0,71,82,62,I152048199,19:53:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
