,DATE,STATION,NAME,"Weekday (Sunday is 1, Saturday is 7)",PRCP,TAVG,TMAX,TMIN,incident_num,TIME,district,shooting_type_v2,victim_gender,victim_race,victim_ethnicity_NIBRS,multi_victim
805,10/3/2016,USW00014739,"BOSTON, MA US",2,0,60,68,55,NA,NA,NA,NA,NA,NA,NA,NA
806,10/4/2016,USW00014739,"BOSTON, MA US",3,0,59,63,50,NA,NA,NA,NA,NA,NA,NA,NA
807,10/5/2016,USW00014739,"BOSTON, MA US",4,0,54,60,48,NA,NA,NA,NA,NA,NA,NA,NA
808,10/6/2016,USW00014739,"BOSTON, MA US",5,0,56,67,49,I162081907,17:30:48+00,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
809,10/6/2016,USW00014739,"BOSTON, MA US",5,0,56,67,49,I162081928,18:36:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
810,10/7/2016,USW00014739,"BOSTON, MA US",6,0,60,68,53,NA,NA,NA,NA,NA,NA,NA,NA
811,10/8/2016,USW00014739,"BOSTON, MA US",7,0.01,60,68,52,I162082657,22:56:53+00,E13,Fatal,Male,White,Not Hispanic or Latinx,f
812,10/9/2016,USW00014739,"BOSTON, MA US",1,1.84,59,65,48,I162082684,01:03:01+00,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
813,10/9/2016,USW00014739,"BOSTON, MA US",1,1.84,59,65,48,I162082704,03:30:48+00,B3,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
814,10/10/2016,USW00014739,"BOSTON, MA US",2,0,51,59,45,NA,NA,NA,NA,NA,NA,NA,NA
815,10/11/2016,USW00014739,"BOSTON, MA US",3,0,51,59,44,NA,NA,NA,NA,NA,NA,NA,NA
816,10/12/2016,USW00014739,"BOSTON, MA US",4,0,55,62,48,I162083769,22:51:14+00,A7,Non-Fatal,Male,White,Hispanic or Latinx,t
817,10/12/2016,USW00014739,"BOSTON, MA US",4,0,55,62,48,I162083769,22:51:13+00,A7,Non-Fatal,Male,White,Hispanic or Latinx,t
818,10/13/2016,USW00014739,"BOSTON, MA US",5,0,60,72,51,NA,NA,NA,NA,NA,NA,NA,NA
819,10/14/2016,USW00014739,"BOSTON, MA US",6,0,54,60,46,NA,NA,NA,NA,NA,NA,NA,NA
820,10/15/2016,USW00014739,"BOSTON, MA US",7,0,49,56,42,I162084533,15:58:44+00,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
821,10/16/2016,USW00014739,"BOSTON, MA US",1,0,56,71,46,I162084852,19:36:35+00,E13,Non-Fatal,Male,White,Not Hispanic or Latinx,f
822,10/17/2016,USW00014739,"BOSTON, MA US",2,0,66,75,62,I162085177,20:55:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
823,10/18/2016,USW00014739,"BOSTON, MA US",3,0.14,62,69,57,I162085432,17:42:58+00,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
824,10/19/2016,USW00014739,"BOSTON, MA US",4,0,71,81,62,I162085838,22:52:39+00,B2,Fatal,Female,Black or African American,Not Hispanic or Latinx,f
825,10/20/2016,USW00014739,"BOSTON, MA US",5,0.08,60,62,56,I162086029,15:40:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
826,10/21/2016,USW00014739,"BOSTON, MA US",6,1.11,62,75,59,NA,NA,NA,NA,NA,NA,NA,NA
827,10/22/2016,USW00014739,"BOSTON, MA US",7,0.15,61,65,44,I162086460,14:30:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
828,10/23/2016,USW00014739,"BOSTON, MA US",1,0,50,58,44,I162086825,11:30:00+00,E18,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
829,10/24/2016,USW00014739,"BOSTON, MA US",2,0,54,61,46,I162087131,13:33:49+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
830,10/25/2016,USW00014739,"BOSTON, MA US",3,0,46,49,39,NA,NA,NA,NA,NA,NA,NA,NA
831,10/26/2016,USW00014739,"BOSTON, MA US",4,0,42,49,37,I162087894,23:51:29+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
832,10/27/2016,USW00014739,"BOSTON, MA US",5,0.65,40,49,34,NA,NA,NA,NA,NA,NA,NA,NA
833,10/28/2016,USW00014739,"BOSTON, MA US",6,0.61,48,55,44,NA,NA,NA,NA,NA,NA,NA,NA
834,10/29/2016,USW00014739,"BOSTON, MA US",7,0,47,57,42,I162088581,14:27:20+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
835,10/29/2016,USW00014739,"BOSTON, MA US",7,0,47,57,42,I162088581,14:27:35+00,C11,Fatal,Female,Black or African American,Not Hispanic or Latinx,t
836,10/29/2016,USW00014739,"BOSTON, MA US",7,0,47,57,42,I162088605,16:24:05+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
837,10/30/2016,USW00014739,"BOSTON, MA US",1,0.13,58,65,46,NA,NA,NA,NA,NA,NA,NA,NA
838,10/31/2016,USW00014739,"BOSTON, MA US",2,0,47,52,38,NA,NA,NA,NA,NA,NA,NA,NA
839,11/1/2016,USW00014739,"BOSTON, MA US",3,0,42,51,34,I162089429,14:16:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
840,11/2/2016,USW00014739,"BOSTON, MA US",4,0,55,70,45,NA,NA,NA,NA,NA,NA,NA,NA
841,11/3/2016,USW00014739,"BOSTON, MA US",5,0.08,56,64,51,I162090277,23:45:20+00,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
842,11/4/2016,USW00014739,"BOSTON, MA US",6,0,52,57,39,I162090282,00:04:36+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
843,11/5/2016,USW00014739,"BOSTON, MA US",7,0,45,57,35,I162090597,00:39:00+00,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
844,11/5/2016,USW00014739,"BOSTON, MA US",7,0,45,57,35,I162090599,01:16:00+00,B3,Non-Fatal,Male,White,Hispanic or Latinx,f
845,11/5/2016,USW00014739,"BOSTON, MA US",7,0,45,57,35,I162090649,10:10:00+00,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
846,11/6/2016,USW00014739,"BOSTON, MA US",1,0.09,48,52,43,I162091087,19:47:00+00,B2,Non-Fatal,Male,White,Hispanic or Latinx,f
847,11/7/2016,USW00014739,"BOSTON, MA US",2,0,42,47,36,I162091158,02:40:37+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
848,11/8/2016,USW00014739,"BOSTON, MA US",3,0,46,59,38,I162091710,22:45:28+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
849,11/9/2016,USW00014739,"BOSTON, MA US",4,0.01,52,62,44,NA,NA,NA,NA,NA,NA,NA,NA
850,11/10/2016,USW00014739,"BOSTON, MA US",5,0,47,53,39,NA,NA,NA,NA,NA,NA,NA,NA
851,11/11/2016,USW00014739,"BOSTON, MA US",6,0,50,60,38,I162092494,17:27:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
852,11/12/2016,USW00014739,"BOSTON, MA US",7,0,41,48,34,I162092746,16:46:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
853,11/12/2016,USW00014739,"BOSTON, MA US",7,0,41,48,34,I162092746,16:46:46+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
854,11/12/2016,USW00014739,"BOSTON, MA US",7,0,41,48,34,I162092748,17:46:00+00,B2,Non-Fatal,Male,White,Hispanic or Latinx,t
855,11/12/2016,USW00014739,"BOSTON, MA US",7,0,41,48,34,I162092748,17:46:00+00,B2,Non-Fatal,Male,White,Hispanic or Latinx,t
856,11/13/2016,USW00014739,"BOSTON, MA US",1,0,49,60,41,NA,NA,NA,NA,NA,NA,NA,NA
857,11/14/2016,USW00014739,"BOSTON, MA US",2,0,53,66,39,I162093358,23:31:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
858,11/14/2016,USW00014739,"BOSTON, MA US",2,0,53,66,39,I162093213,14:55:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
859,11/15/2016,USW00014739,"BOSTON, MA US",3,0.99,51,58,46,I162093473,12:16:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
860,11/16/2016,USW00014739,"BOSTON, MA US",4,0.03,53,55,51,NA,NA,NA,NA,NA,NA,NA,NA
861,11/17/2016,USW00014739,"BOSTON, MA US",5,0,51,57,45,NA,NA,NA,NA,NA,NA,NA,NA
862,11/18/2016,USW00014739,"BOSTON, MA US",6,0,50,63,43,NA,NA,NA,NA,NA,NA,NA,NA
863,11/19/2016,USW00014739,"BOSTON, MA US",7,0,48,51,43,I162094630,02:54:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
864,11/20/2016,USW00014739,"BOSTON, MA US",1,0.08,44,49,32,NA,NA,NA,NA,NA,NA,NA,NA
865,11/21/2016,USW00014739,"BOSTON, MA US",2,0,34,38,30,NA,NA,NA,NA,NA,NA,NA,NA
866,11/22/2016,USW00014739,"BOSTON, MA US",3,0,36,43,32,I162095771,23:51:00+00,B2,Non-Fatal,Male,White,Not Hispanic or Latinx,f
867,11/23/2016,USW00014739,"BOSTON, MA US",4,0,37,45,33,NA,NA,NA,NA,NA,NA,NA,NA
868,11/24/2016,USW00014739,"BOSTON, MA US",5,0.05,37,44,33,NA,NA,NA,NA,NA,NA,NA,NA
869,11/25/2016,USW00014739,"BOSTON, MA US",6,0.03,42,48,39,NA,NA,NA,NA,NA,NA,NA,NA
870,11/26/2016,USW00014739,"BOSTON, MA US",7,0,42,47,38,NA,NA,NA,NA,NA,NA,NA,NA
871,11/27/2016,USW00014739,"BOSTON, MA US",1,0,41,46,36,NA,NA,NA,NA,NA,NA,NA,NA
872,11/28/2016,USW00014739,"BOSTON, MA US",2,0,39,46,33,NA,NA,NA,NA,NA,NA,NA,NA
873,11/29/2016,USW00014739,"BOSTON, MA US",3,0.43,42,58,33,NA,NA,NA,NA,NA,NA,NA,NA
874,11/30/2016,USW00014739,"BOSTON, MA US",4,0.91,48,52,42,I162097703,14:20:00+00,C11,Non-Fatal,Male,White,Not Hispanic or Latinx,f
875,12/1/2016,USW00014739,"BOSTON, MA US",5,0.31,50,57,43,I162097972,13:30:56+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
876,12/1/2016,USW00014739,"BOSTON, MA US",5,0.31,50,57,43,I162098159,23:51:09+00,B2,Non-Fatal,Male,White,Hispanic or Latinx,f
877,12/1/2016,USW00014739,"BOSTON, MA US",5,0.31,50,57,43,I162097868,06:23:29+00,A1,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
878,12/2/2016,USW00014739,"BOSTON, MA US",6,0,45,51,38,I162098343,15:08:27+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
879,12/2/2016,USW00014739,"BOSTON, MA US",6,0,45,51,38,I162098292,13:30:32+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
880,12/3/2016,USW00014739,"BOSTON, MA US",7,0,42,44,35,I162098714,19:16:58+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
881,12/3/2016,USW00014739,"BOSTON, MA US",7,0,42,44,35,I162098498,00:12:00+00,E18,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
882,12/4/2016,USW00014739,"BOSTON, MA US",1,0,37,42,31,NA,NA,NA,NA,NA,NA,NA,NA
883,12/5/2016,USW00014739,"BOSTON, MA US",2,0.14,34,40,31,NA,NA,NA,NA,NA,NA,NA,NA
884,12/6/2016,USW00014739,"BOSTON, MA US",3,0,39,44,34,NA,NA,NA,NA,NA,NA,NA,NA
885,12/7/2016,USW00014739,"BOSTON, MA US",4,0.08,40,42,36,NA,NA,NA,NA,NA,NA,NA,NA
886,12/8/2016,USW00014739,"BOSTON, MA US",5,0,39,43,34,I162100193,17:06:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
887,12/9/2016,USW00014739,"BOSTON, MA US",6,0,34,37,25,I162100329,04:09:00+00,E13,Non-Fatal,Male,White,Not Hispanic or Latinx,f
888,12/10/2016,USW00014739,"BOSTON, MA US",7,0,26,29,21,NA,NA,NA,NA,NA,NA,NA,NA
889,12/11/2016,USW00014739,"BOSTON, MA US",1,0.02,26,35,20,I162101004,16:13:00+00,B2,Non-Fatal,Male,White,Not Hispanic or Latinx,t
890,12/11/2016,USW00014739,"BOSTON, MA US",1,0.02,26,35,20,I162101031,18:19:00+00,D4,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
891,12/11/2016,USW00014739,"BOSTON, MA US",1,0.02,26,35,20,I162101004,16:13:00+00,B2,Non-Fatal,Male,White,Not Hispanic or Latinx,t
892,12/12/2016,USW00014739,"BOSTON, MA US",2,0.42,36,44,29,I162101338,20:03:00+00,C6,Non-Fatal,Male,White,Not Hispanic or Latinx,f
893,12/12/2016,USW00014739,"BOSTON, MA US",2,0.42,36,44,29,I162101338,14:55:00+00,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
894,12/13/2016,USW00014739,"BOSTON, MA US",3,0,38,43,35,I162101528,12:45:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
895,12/13/2016,USW00014739,"BOSTON, MA US",3,0,38,43,35,I162101528,12:45:00+00,B2,Non-Fatal,Male,White,Hispanic or Latinx,t
896,12/14/2016,USW00014739,"BOSTON, MA US",4,0,38,42,27,NA,NA,NA,NA,NA,NA,NA,NA
897,12/15/2016,USW00014739,"BOSTON, MA US",5,0,27,32,14,NA,NA,NA,NA,NA,NA,NA,NA
898,12/16/2016,USW00014739,"BOSTON, MA US",6,0,13,21,4,NA,NA,NA,NA,NA,NA,NA,NA
899,12/17/2016,USW00014739,"BOSTON, MA US",7,0.53,26,36,21,I162102801,20:08:14+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
900,12/18/2016,USW00014739,"BOSTON, MA US",1,0.11,44,57,33,NA,NA,NA,NA,NA,NA,NA,NA
901,12/19/2016,USW00014739,"BOSTON, MA US",2,0,27,33,19,NA,NA,NA,NA,NA,NA,NA,NA
902,12/20/2016,USW00014739,"BOSTON, MA US",3,0,24,34,18,NA,NA,NA,NA,NA,NA,NA,NA
903,12/21/2016,USW00014739,"BOSTON, MA US",4,0,35,45,29,NA,NA,NA,NA,NA,NA,NA,NA
904,12/22/2016,USW00014739,"BOSTON, MA US",5,0.02,35,39,31,I162104173,16:52:00+00,B3,Non-Fatal,Male,White,Not Hispanic or Latinx,f
905,12/23/2016,USW00014739,"BOSTON, MA US",6,0,39,46,35,I162104474,18:15:21+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
906,12/24/2016,USW00014739,"BOSTON, MA US",7,0.38,40,45,35,NA,NA,NA,NA,NA,NA,NA,NA
907,12/25/2016,USW00014739,"BOSTON, MA US",1,0,40,45,27,NA,NA,NA,NA,NA,NA,NA,NA
908,12/26/2016,USW00014739,"BOSTON, MA US",2,0.01,30,48,24,NA,NA,NA,NA,NA,NA,NA,NA
909,12/27/2016,USW00014739,"BOSTON, MA US",3,0,51,58,39,NA,NA,NA,NA,NA,NA,NA,NA
910,12/28/2016,USW00014739,"BOSTON, MA US",4,0,39,42,32,I162105651,22:00:04+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
911,12/29/2016,USW00014739,"BOSTON, MA US",5,1.16,35,43,29,NA,NA,NA,NA,NA,NA,NA,NA
912,12/30/2016,USW00014739,"BOSTON, MA US",6,0,36,41,30,I162106131,16:29:57+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
913,12/31/2016,USW00014739,"BOSTON, MA US",7,0.07,31,42,26,NA,NA,NA,NA,NA,NA,NA,NA
914,1/1/2017,USW00014739,"BOSTON, MA US",1,0.07,40,44,33,I172000047,02:27:00+00,B3,Non-Fatal,Male,White,Hispanic or Latinx,t
915,1/1/2017,USW00014739,"BOSTON, MA US",1,0.07,40,44,33,I172000047,02:27:00+00,B3,Non-Fatal,Male,White,Hispanic or Latinx,t
916,1/2/2017,USW00014739,"BOSTON, MA US",2,0,35,41,28,NA,NA,NA,NA,NA,NA,NA,NA
917,1/3/2017,USW00014739,"BOSTON, MA US",3,0.89,41,44,40,NA,NA,NA,NA,NA,NA,NA,NA
918,1/4/2017,USW00014739,"BOSTON, MA US",4,0.06,43,48,33,NA,NA,NA,NA,NA,NA,NA,NA
919,1/5/2017,USW00014739,"BOSTON, MA US",5,0,32,34,27,NA,NA,NA,NA,NA,NA,NA,NA
920,1/6/2017,USW00014739,"BOSTON, MA US",6,0.06,29,31,24,NA,NA,NA,NA,NA,NA,NA,NA
921,1/7/2017,USW00014739,"BOSTON, MA US",7,0.53,23,24,17,NA,NA,NA,NA,NA,NA,NA,NA
922,1/8/2017,USW00014739,"BOSTON, MA US",1,0.01,18,22,13,I172002024,13:44:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
923,1/9/2017,USW00014739,"BOSTON, MA US",2,0,15,20,11,I172002376,19:27:14+00,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
924,1/10/2017,USW00014739,"BOSTON, MA US",3,0.14,23,39,16,NA,NA,NA,NA,NA,NA,NA,NA
925,1/11/2017,USW00014739,"BOSTON, MA US",4,0.09,45,55,39,I172002902,18:45:43+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
926,1/11/2017,USW00014739,"BOSTON, MA US",4,0.09,45,55,39,I172002902,18:45:52+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
927,1/11/2017,USW00014739,"BOSTON, MA US",4,0.09,45,55,39,I172002970,22:29:47+00,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
928,1/12/2017,USW00014739,"BOSTON, MA US",5,0.15,50,61,41,NA,NA,NA,NA,NA,NA,NA,NA
929,1/13/2017,USW00014739,"BOSTON, MA US",6,0,49,58,25,NA,NA,NA,NA,NA,NA,NA,NA
930,1/14/2017,USW00014739,"BOSTON, MA US",7,0,26,31,18,NA,NA,NA,NA,NA,NA,NA,NA
931,1/15/2017,USW00014739,"BOSTON, MA US",1,0,31,37,27,NA,NA,NA,NA,NA,NA,NA,NA
932,1/16/2017,USW00014739,"BOSTON, MA US",2,0,31,42,23,NA,NA,NA,NA,NA,NA,NA,NA
933,1/17/2017,USW00014739,"BOSTON, MA US",3,0.3,37,42,32,I172004542,22:05:00+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
934,1/18/2017,USW00014739,"BOSTON, MA US",4,0.36,38,40,32,NA,NA,NA,NA,NA,NA,NA,NA
935,1/19/2017,USW00014739,"BOSTON, MA US",5,0,37,46,31,NA,NA,NA,NA,NA,NA,NA,NA
936,1/20/2017,USW00014739,"BOSTON, MA US",6,0,38,40,34,NA,NA,NA,NA,NA,NA,NA,NA
937,1/21/2017,USW00014739,"BOSTON, MA US",7,0,43,55,37,I172005603,16:45:00+00,C11,Non-Fatal,Male,White,Not Hispanic or Latinx,f
938,1/21/2017,USW00014739,"BOSTON, MA US",7,0,43,55,37,I172005625,18:34:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
939,1/21/2017,USW00014739,"BOSTON, MA US",7,0,43,55,37,I172005430,02:19:00+00,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
940,1/21/2017,USW00014739,"BOSTON, MA US",7,0,43,55,37,I172005430,02:19:00+00,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
941,1/22/2017,USW00014739,"BOSTON, MA US",1,0.06,44,48,39,NA,NA,NA,NA,NA,NA,NA,NA
942,1/23/2017,USW00014739,"BOSTON, MA US",2,0.31,38,40,35,I172006241,21:43:00+00,B3,Non-Fatal,Male,White,Hispanic or Latinx,f
943,1/24/2017,USW00014739,"BOSTON, MA US",3,1.09,39,42,35,NA,NA,NA,NA,NA,NA,NA,NA
944,1/25/2017,USW00014739,"BOSTON, MA US",4,0.02,38,44,36,NA,NA,NA,NA,NA,NA,NA,NA
945,1/26/2017,USW00014739,"BOSTON, MA US",5,0.05,42,51,37,NA,NA,NA,NA,NA,NA,NA,NA
946,1/27/2017,USW00014739,"BOSTON, MA US",6,0,41,44,36,I172007456,22:48:22+00,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
947,1/28/2017,USW00014739,"BOSTON, MA US",7,0,37,40,32,NA,NA,NA,NA,NA,NA,NA,NA
948,1/29/2017,USW00014739,"BOSTON, MA US",1,0,36,43,30,I172007832,07:03:07+00,C11,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
949,1/30/2017,USW00014739,"BOSTON, MA US",2,0,33,36,24,I172008274,18:39:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
950,1/30/2017,USW00014739,"BOSTON, MA US",2,0,33,36,24,I172008070,06:24:00+00,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
951,1/31/2017,USW00014739,"BOSTON, MA US",3,0.06,25,28,20,NA,NA,NA,NA,NA,NA,NA,NA
952,2/1/2017,USW00014739,"BOSTON, MA US",4,0.05,32,43,27,NA,NA,NA,NA,NA,NA,NA,NA
953,2/2/2017,USW00014739,"BOSTON, MA US",5,0,36,40,29,NA,NA,NA,NA,NA,NA,NA,NA
954,2/3/2017,USW00014739,"BOSTON, MA US",6,0,30,33,25,NA,NA,NA,NA,NA,NA,NA,NA
955,2/4/2017,USW00014739,"BOSTON, MA US",7,0,27,33,21,I172009433,00:17:00+00,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
956,2/5/2017,USW00014739,"BOSTON, MA US",1,0,32,44,26,I172009839,17:49:00+00,C11,Fatal,Female,Black or African American,Not Hispanic or Latinx,f
957,2/6/2017,USW00014739,"BOSTON, MA US",2,0,36,39,32,NA,NA,NA,NA,NA,NA,NA,NA
958,2/7/2017,USW00014739,"BOSTON, MA US",3,0.44,35,38,33,I172010342,20:12:07+00,B3,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
959,2/8/2017,USW00014739,"BOSTON, MA US",4,0.02,37,52,25,NA,NA,NA,NA,NA,NA,NA,NA
960,2/9/2017,USW00014739,"BOSTON, MA US",5,1.25,32,39,11,NA,NA,NA,NA,NA,NA,NA,NA
961,2/10/2017,USW00014739,"BOSTON, MA US",6,0,17,25,11,NA,NA,NA,NA,NA,NA,NA,NA
962,2/11/2017,USW00014739,"BOSTON, MA US",7,0.21,21,30,15,NA,NA,NA,NA,NA,NA,NA,NA
963,2/12/2017,USW00014739,"BOSTON, MA US",1,0.77,25,35,19,NA,NA,NA,NA,NA,NA,NA,NA
964,2/13/2017,USW00014739,"BOSTON, MA US",2,0.09,30,34,24,NA,NA,NA,NA,NA,NA,NA,NA
965,2/14/2017,USW00014739,"BOSTON, MA US",3,0,27,34,22,NA,NA,NA,NA,NA,NA,NA,NA
966,2/15/2017,USW00014739,"BOSTON, MA US",4,0.22,32,40,27,NA,NA,NA,NA,NA,NA,NA,NA
967,2/16/2017,USW00014739,"BOSTON, MA US",5,0.07,33,35,27,NA,NA,NA,NA,NA,NA,NA,NA
968,2/17/2017,USW00014739,"BOSTON, MA US",6,0,30,41,23,NA,NA,NA,NA,NA,NA,NA,NA
969,2/18/2017,USW00014739,"BOSTON, MA US",7,0,36,49,26,NA,NA,NA,NA,NA,NA,NA,NA
970,2/19/2017,USW00014739,"BOSTON, MA US",1,0,49,59,39,NA,NA,NA,NA,NA,NA,NA,NA
971,2/20/2017,USW00014739,"BOSTON, MA US",2,0,44,48,33,I172013903,14:08:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
972,2/21/2017,USW00014739,"BOSTON, MA US",3,0,35,40,30,I172014254,17:09:00+00,B2,Fatal,Male,Black or African American,Hispanic or Latinx,f
973,2/22/2017,USW00014739,"BOSTON, MA US",4,0,43,56,38,I172014595,20:50:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
974,2/22/2017,USW00014739,"BOSTON, MA US",4,0,43,56,38,I172014595,20:50:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
975,2/23/2017,USW00014739,"BOSTON, MA US",5,0,49,68,39,I172014754,15:33:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
976,2/23/2017,USW00014739,"BOSTON, MA US",5,0,49,68,39,I172014851,21:59:32+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
977,2/24/2017,USW00014739,"BOSTON, MA US",6,0,57,73,46,NA,NA,NA,NA,NA,NA,NA,NA
978,2/25/2017,USW00014739,"BOSTON, MA US",7,0.1,57,69,49,NA,NA,NA,NA,NA,NA,NA,NA
979,2/26/2017,USW00014739,"BOSTON, MA US",1,0,44,49,32,NA,NA,NA,NA,NA,NA,NA,NA
980,2/27/2017,USW00014739,"BOSTON, MA US",2,0,40,55,30,NA,NA,NA,NA,NA,NA,NA,NA
981,2/28/2017,USW00014739,"BOSTON, MA US",3,0,44,51,39,I172016312,18:16:15+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
982,3/1/2017,USW00014739,"BOSTON, MA US",4,0.02,53,63,48,NA,NA,NA,NA,NA,NA,NA,NA
983,3/2/2017,USW00014739,"BOSTON, MA US",5,0,50,58,31,NA,NA,NA,NA,NA,NA,NA,NA
984,3/3/2017,USW00014739,"BOSTON, MA US",6,0,31,36,20,NA,NA,NA,NA,NA,NA,NA,NA
985,3/4/2017,USW00014739,"BOSTON, MA US",7,0,20,21,10,NA,NA,NA,NA,NA,NA,NA,NA
986,3/5/2017,USW00014739,"BOSTON, MA US",1,0,18,32,9,NA,NA,NA,NA,NA,NA,NA,NA
987,3/6/2017,USW00014739,"BOSTON, MA US",2,0,25,37,16,NA,NA,NA,NA,NA,NA,NA,NA
988,3/7/2017,USW00014739,"BOSTON, MA US",3,0.02,36,48,30,NA,NA,NA,NA,NA,NA,NA,NA
989,3/8/2017,USW00014739,"BOSTON, MA US",4,0.05,51,57,43,I172018486,15:51:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
990,3/9/2017,USW00014739,"BOSTON, MA US",5,0,46,51,38,NA,NA,NA,NA,NA,NA,NA,NA
991,3/10/2017,USW00014739,"BOSTON, MA US",6,0.2,34,38,23,I172019108,16:36:00+00,C11,Non-Fatal,Male,White,Hispanic or Latinx,f
992,3/11/2017,USW00014739,"BOSTON, MA US",7,0.02,19,23,10,NA,NA,NA,NA,NA,NA,NA,NA
993,3/12/2017,USW00014739,"BOSTON, MA US",1,0,17,27,9,NA,NA,NA,NA,NA,NA,NA,NA
994,3/13/2017,USW00014739,"BOSTON, MA US",2,0,22,34,14,NA,NA,NA,NA,NA,NA,NA,NA
995,3/14/2017,USW00014739,"BOSTON, MA US",3,1.62,31,38,27,NA,NA,NA,NA,NA,NA,NA,NA
996,3/15/2017,USW00014739,"BOSTON, MA US",4,0,26,28,19,I172020425,22:03:29+00,A15,Non-Fatal,Female,White,Not Hispanic or Latinx,f
997,3/16/2017,USW00014739,"BOSTON, MA US",5,0,26,35,22,NA,NA,NA,NA,NA,NA,NA,NA
998,3/17/2017,USW00014739,"BOSTON, MA US",6,0,33,42,27,NA,NA,NA,NA,NA,NA,NA,NA
999,3/18/2017,USW00014739,"BOSTON, MA US",7,0,32,36,24,NA,NA,NA,NA,NA,NA,NA,NA
