,artist,album_name,track,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
344,Green Day,Kerplunk,Christie Road,1992-01-17,0.36,0.959,6,-3.959,1,0.0737,0.014,0.000122,0.0669,0.68,126.43,213427,4
345,Green Day,Kerplunk,One Of My Lies,1992-01-17,0.336,0.976,1,-4.06,1,0.113,0.0282,2.55E-05,0.592,0.777,94.925,139413,4
346,Green Day,Kerplunk,Best Thing In Town,1992-01-17,0.274,0.993,6,-3.887,1,0.177,0.0242,0,0.0877,0.44,111.551,123173,4
347,Green Day,"1,039 / Smoothed out Slappy Hours",At the Library,1991-07-01,0.242,0.946,7,-3.823,1,0.0721,0.00024,0.00812,0.189,0.817,92.511,147240,4
348,Green Day,"1,039 / Smoothed out Slappy Hours",Don't Leave Me,1991-07-01,0.404,0.965,9,-3.309,1,0.0583,5.80E-05,0.0295,0.275,0.729,100.7,156960,4
349,Green Day,"1,039 / Smoothed out Slappy Hours",I Was There,1991-07-01,0.174,0.974,5,-3.858,1,0.11,0.000434,0.000107,0.698,0.747,196.13,214693,4
350,Green Day,"1,039 / Smoothed out Slappy Hours",Disappearing Boy,1991-07-01,0.139,0.934,2,-4.391,1,0.0801,4.59E-05,0.00101,0.383,0.603,186.437,170360,4
351,Green Day,"1,039 / Smoothed out Slappy Hours",Green Day,1991-07-01,0.147,0.979,4,-3.418,1,0.0795,9.90E-06,0.824,0.0481,0.55,193.987,207667,4
352,Green Day,"1,039 / Smoothed out Slappy Hours",Going to Pasalacqua,1991-07-01,0.222,0.943,9,-3.23,1,0.0734,0.000603,0.0475,0.247,0.691,192.185,208613,4
353,Green Day,"1,039 / Smoothed out Slappy Hours",16,1991-07-01,0.462,0.961,9,-3.888,1,0.0505,0.000343,1.42E-05,0.0859,0.837,135.065,202547,4
354,Green Day,"1,039 / Smoothed out Slappy Hours",Road to Acceptance,1991-07-01,0.278,0.891,7,-4.739,1,0.0856,0.000308,0.000799,0.353,0.783,180.934,213080,4
355,Green Day,"1,039 / Smoothed out Slappy Hours",Rest,1991-07-01,0.332,0.474,0,-6.096,1,0.0285,0.000363,0,0.186,0.287,95.471,184147,3
356,Green Day,"1,039 / Smoothed out Slappy Hours",The Judge's Daughter,1991-07-01,0.316,0.91,0,-4.48,1,0.108,0.000217,1.62E-05,0.155,0.931,190.134,152933,4
357,Green Day,"1,039 / Smoothed out Slappy Hours",Paper Lanterns,1991-07-01,0.243,0.996,2,-2.811,1,0.174,0.000514,1.09E-05,0.0607,0.452,172.794,143160,4
358,Green Day,"1,039 / Smoothed out Slappy Hours",Why Do You Want Him?,1991-07-01,0.271,0.991,2,-3.374,1,0.117,9.13E-05,0,0.321,0.717,190.153,152627,4
359,Green Day,"1,039 / Smoothed out Slappy Hours",409 in Your Coffeemaker,1991-07-01,0.213,0.992,0,-2.232,1,0.119,0.00476,9.25E-05,0.336,0.616,178.665,171573,4
360,Green Day,"1,039 / Smoothed out Slappy Hours",Knowledge,1991-07-01,0.581,0.785,7,-4.761,1,0.0789,0.149,0,0.286,0.721,136.485,138933,4
361,Green Day,"1,039 / Smoothed out Slappy Hours","1,000 Hours",1991-07-01,0.141,0.966,6,-4.102,0,0.103,0.00207,0,0.335,0.646,179.954,145907,4
362,Green Day,"1,039 / Smoothed out Slappy Hours",Dry Ice,1991-07-01,0.232,0.993,8,-3.134,1,0.142,0.00247,0,0.0625,0.29,181.414,224827,4
363,Green Day,"1,039 / Smoothed out Slappy Hours",Only of You,1991-07-01,0.147,0.981,8,-4.201,0,0.162,0.000519,0.00055,0.314,0.404,188.187,164173,4
364,Green Day,"1,039 / Smoothed out Slappy Hours",The One I Want,1991-07-01,0.376,0.988,3,-3.667,1,0.0899,0.000125,2.45E-06,0.317,0.596,90.246,179827,4
365,Green Day,"1,039 / Smoothed out Slappy Hours",I Want to Be Alone,1991-07-01,0.184,0.987,7,-2.304,1,0.137,0.00338,0.000792,0.244,0.679,191.251,189240,4
366,Green Day,"1,039 / Smoothed out Slappy Hours","Paper Lanterns - Live at WMMR, 1991",1991-07-01,0.683,0.341,3,-12.278,0,0.11,0.971,0.00516,0.138,0.839,88.668,96000,4
367,Green Day,"1,039 / Smoothed out Slappy Hours","Words I Might Have Ate - Live from WMMR, 1991",1991-07-01,0.454,0.199,1,-18.494,1,0.121,0.962,0.051,0.112,0.611,171.978,104837,4
368,Green Day,"1,039 / Smoothed out Slappy Hours","One for the Razorbacks - Live at WMMR, Minneapolis, MN, 4/18/91",1991-07-01,0.709,0.313,6,-11.589,1,0.175,0.975,7.70E-05,0.213,0.7,92.194,84984,4
369,Green Day,"1,039 / Smoothed out Slappy Hours",Studio Banter - Interview,1991-07-01,0.672,0.0956,10,-27.541,0,0.907,0.84,0,0.437,0.589,84.542,176379,4
370,Green Day,1039/Smoothed Out Slappy Hours,The Judges Daughter,1991-07-01,0.315,0.906,0,-4.507,1,0.103,0.000236,1.31E-05,0.17,0.943,190.442,154427,4
371,Green Day,1039/Smoothed Out Slappy Hours,409 In Your Coffee Maker,1991-07-01,0.217,0.991,0,-2.231,1,0.14,0.00583,4.87E-05,0.501,0.603,178.62,173987,4
372,Green Day,1039/Smoothed Out Slappy Hours,1000 Hours,1991-07-01,0.191,0.967,6,-4.126,0,0.117,0.00247,0,0.328,0.589,180.155,145907,4
