"","State","Year","Month","Number_of_Deaths","Number_of_OD_Deaths"
"3625","WA",2017,"April",56114,1097
"3626","WA",2017,"August",56505,1065
"3627","WA",2017,"December",56980,1168
"3628","WA",2017,"February",56091,1108
"3629","WA",2017,"January",55778,1105
"3630","WA",2017,"July",56178,1060
"3631","WA",2017,"June",56115,1068
"3632","WA",2017,"March",56124,1120
"3633","WA",2017,"May",56195,1093
"3634","WA",2017,"November",57004,1133
"3635","WA",2017,"October",56641,1112
"3636","WA",2017,"September",56600,1094
"3637","WA",2018,"April",56570,1159
"3638","WA",2018,"August",56994,1168
"3639","WA",2018,"December",56919,1163
"3640","WA",2018,"February",56165,1169
"3641","WA",2018,"January",56438,1165
"3642","WA",2018,"July",57075,1167
"3643","WA",2018,"June",56834,1182
"3644","WA",2018,"March",56335,1165
"3645","WA",2018,"May",56535,1160
"3646","WA",2018,"November",57068,1175
"3647","WA",2018,"October",57102,1182
"3648","WA",2018,"September",56917,1169
"3649","WA",2019,"April",57269,1182
"3650","WA",2019,"August",57744,1215
"3651","WA",2019,"December",58220,1251
"3652","WA",2019,"February",56976,1180
"3653","WA",2019,"January",56744,1181
"3654","WA",2019,"July",57716,1203
"3655","WA",2019,"June",57697,1190
"3656","WA",2019,"March",57184,1181
"3657","WA",2019,"May",57620,1182
"3658","WA",2019,"November",58019,1238
"3659","WA",2019,"October",57964,1220
"3660","WA",2019,"September",57850,1223
"3661","WA",2020,"April",58986,1390
"3662","WA",2020,"August",60351,1579
"3663","WA",2020,"December",63019,1726
"3664","WA",2020,"February",58305,1276
"3665","WA",2020,"January",58351,1265
"3666","WA",2020,"July",59651,1549
"3667","WA",2020,"June",59138,1507
"3668","WA",2020,"March",58437,1318
"3669","WA",2020,"May",59038,1462
"3670","WA",2020,"November",61998,1681
"3671","WA",2020,"October",61197,1637
"3672","WA",2020,"September",60928,1596
"3673","WA",2021,"February",63976,1803
"3674","WA",2021,"January",63691,1772
"3675","WA",2021,"March",63803,1838
"3676","WI",2015,"April",51340,871
"3677","WI",2015,"August",51338,836
"3678","WI",2015,"December",51074,873
"3679","WI",2015,"February",50801,872
"3680","WI",2015,"January",50658,849
"3681","WI",2015,"July",51319,849
"3682","WI",2015,"June",51287,860
"3683","WI",2015,"March",51128,872
"3684","WI",2015,"May",51231,862
"3685","WI",2015,"November",51286,867
"3686","WI",2015,"October",51449,887
"3687","WI",2015,"September",51390,880
"3688","WI",2016,"April",50822,934
"3689","WI",2016,"August",51239,1054
"3690","WI",2016,"December",51650,1079
"3691","WI",2016,"February",50878,912
"3692","WI",2016,"January",50651,895
"3693","WI",2016,"July",51026,1004
"3694","WI",2016,"June",51012,972
"3695","WI",2016,"March",50880,924
"3696","WI",2016,"May",51035,968
"3697","WI",2016,"November",51336,1066
"3698","WI",2016,"October",51210,1062
"3699","WI",2016,"September",51256,1056
"3700","WI",2017,"April",51832,1094
"3701","WI",2017,"August",52273,1149
"3702","WI",2017,"December",52591,1177
"3703","WI",2017,"February",51891,1104
"3704","WI",2017,"January",51923,1100
"3705","WI",2017,"July",52278,1146
"3706","WI",2017,"June",52162,1131
"3707","WI",2017,"March",51824,1095
"3708","WI",2017,"May",51987,1095
"3709","WI",2017,"November",52528,1170
"3710","WI",2017,"October",52401,1170
"3711","WI",2017,"September",52393,1146
"3712","WI",2018,"April",53312,1154
"3713","WI",2018,"August",53616,1098
"3714","WI",2018,"December",53515,1087
"3715","WI",2018,"February",53093,1144
"3716","WI",2018,"January",52994,1158
"3717","WI",2018,"July",53472,1112
"3718","WI",2018,"June",53304,1152
"3719","WI",2018,"March",53170,1165
"3720","WI",2018,"May",53300,1173
"3721","WI",2018,"November",53696,1075
"3722","WI",2018,"October",53738,1069
"3723","WI",2018,"September",53583,1087
"3724","WI",2019,"April",52864,1118
"3725","WI",2019,"August",53265,1152
"3726","WI",2019,"December",53985,1200
"3727","WI",2019,"February",52886,1069
"3728","WI",2019,"January",53094,1081
"3729","WI",2019,"July",53151,1138
"3730","WI",2019,"June",53132,1113
"3731","WI",2019,"March",52886,1085
"3732","WI",2019,"May",52997,1116
"3733","WI",2019,"November",53789,1199
"3734","WI",2019,"October",53634,1179
"3735","WI",2019,"September",53428,1167
"3736","WI",2020,"April",55324,1308
"3737","WI",2020,"August",56742,1469
"3738","WI",2020,"December",62467,1531
"3739","WI",2020,"February",54549,1288
"3740","WI",2020,"January",54101,1236
"3741","WI",2020,"July",56312,1453
"3742","WI",2020,"June",55925,1429
"3743","WI",2020,"March",54874,1285
"3744","WI",2020,"May",55616,1371
"3745","WI",2020,"November",60623,1518
"3746","WI",2020,"October",58103,1504
"3747","WI",2020,"September",57133,1494
"3748","WI",2021,"February",63086,1530
"3749","WI",2021,"January",63207,1543
"3750","WI",2021,"March",62639,1531
"3751","WV",2015,"April",22086,683
"3752","WV",2015,"August",22290,682
"3753","WV",2015,"December",22173,729
"3754","WV",2015,"February",21811,653
"3755","WV",2015,"January",21732,644
"3756","WV",2015,"July",22290,684
"3757","WV",2015,"June",22163,681
"3758","WV",2015,"March",21882,671
"3759","WV",2015,"May",22201,681
"3760","WV",2015,"November",22251,719
"3761","WV",2015,"October",22365,717
"3762","WV",2015,"September",22294,686
"3763","WV",2016,"April",21727,764
"3764","WV",2016,"August",21807,821
"3765","WV",2016,"December",21990,879
"3766","WV",2016,"February",21824,755
"3767","WV",2016,"January",21943,731
"3768","WV",2016,"July",21830,809
"3769","WV",2016,"June",21817,804
"3770","WV",2016,"March",21804,757
"3771","WV",2016,"May",21717,779
"3772","WV",2016,"November",21916,856
"3773","WV",2016,"October",21840,824
"3774","WV",2016,"September",21845,838
"3775","WV",2017,"April",22448,983
"3776","WV",2017,"August",22358,1027
"3777","WV",2017,"December",22562,997
"3778","WV",2017,"February",22226,929
"3779","WV",2017,"January",22174,911
"3780","WV",2017,"July",22275,1026
"3781","WV",2017,"June",22365,1007
"3782","WV",2017,"March",22371,949
"3783","WV",2017,"May",22418,991
"3784","WV",2017,"November",22403,999
"3785","WV",2017,"October",22354,1011
"3786","WV",2017,"September",22283,1006
"3787","WV",2018,"April",22827,898
"3788","WV",2018,"August",23043,914
"3789","WV",2018,"December",22901,882
"3790","WV",2018,"February",22841,942
"3791","WV",2018,"January",22846,963
"3792","WV",2018,"July",23083,891
"3793","WV",2018,"June",23038,900
"3794","WV",2018,"March",22835,929
"3795","WV",2018,"May",22956,902
"3796","WV",2018,"November",23054,900
"3797","WV",2018,"October",23127,920
"3798","WV",2018,"September",23165,924
"3799","WV",2019,"April",22668,854
"3800","WV",2019,"August",22794,816
"3801","WV",2019,"December",22897,852
"3802","WV",2019,"February",22609,863
"3803","WV",2019,"January",22617,887
"3804","WV",2019,"July",22770,826
"3805","WV",2019,"June",22776,820
"3806","WV",2019,"March",22635,850
"3807","WV",2019,"May",22713,838
"3808","WV",2019,"November",22887,844
"3809","WV",2019,"October",22865,818
"3810","WV",2019,"September",22797,811
"3811","WV",2020,"April",23201,929
"3812","WV",2020,"August",23818,1160
"3813","WV",2020,"December",25648,1331
"3814","WV",2020,"February",23054,889
"3815","WV",2020,"January",22923,869
"3816","WV",2020,"July",23508,1135
"3817","WV",2020,"June",23249,1112
"3818","WV",2020,"March",23104,900
"3819","WV",2020,"May",23248,1038
"3820","WV",2020,"November",24649,1287
"3821","WV",2020,"October",24146,1245
"3822","WV",2020,"September",24040,1224
"3823","WV",2021,"February",26623,1413
"3824","WV",2021,"January",26403,1386
"3825","WV",2021,"March",26696,1443
"3826","WY",2015,"April",4526,112
"3827","WY",2015,"August",4541,102
"3828","WY",2015,"December",4507,92
"3829","WY",2015,"February",4395,104
"3830","WY",2015,"January",4365,105
"3831","WY",2015,"July",4521,105
"3832","WY",2015,"June",4487,104
"3833","WY",2015,"March",4456,104
"3834","WY",2015,"May",4507,113
"3835","WY",2015,"November",4500,93
"3836","WY",2015,"October",4499,95
"3837","WY",2015,"September",4508,100
"3838","WY",2016,"April",4379,93
"3839","WY",2016,"August",4395,95
"3840","WY",2016,"December",4347,93
"3841","WY",2016,"February",4454,90
"3842","WY",2016,"January",4445,94
"3843","WY",2016,"July",4387,99
"3844","WY",2016,"June",4430,101
"3845","WY",2016,"March",4422,98
"3846","WY",2016,"May",4404,94
"3847","WY",2016,"November",4337,94
"3848","WY",2016,"October",4365,94
"3849","WY",2016,"September",4358,93
"3850","WY",2017,"April",4380,80
"3851","WY",2017,"August",4297,64
"3852","WY",2017,"December",4374,66
"3853","WY",2017,"February",4339,90
"3854","WY",2017,"January",4352,91
"3855","WY",2017,"July",4321,62
"3856","WY",2017,"June",4323,64
"3857","WY",2017,"March",4346,82
"3858","WY",2017,"May",4383,73
"3859","WY",2017,"November",4380,71
"3860","WY",2017,"October",4354,66
"3861","WY",2017,"September",4332,62
"3862","WY",2018,"April",4447,66
"3863","WY",2018,"August",4511,64
"3864","WY",2018,"December",4664,61
"3865","WY",2018,"February",4431,64
"3866","WY",2018,"January",4425,63
"3867","WY",2018,"July",4505,60
"3868","WY",2018,"June",4450,63
"3869","WY",2018,"March",4456,65
"3870","WY",2018,"May",4447,64
"3871","WY",2018,"November",4607,59
"3872","WY",2018,"October",4569,66
"3873","WY",2018,"September",4561,68
"3874","WY",2019,"April",4640,62
"3875","WY",2019,"August",4674,72
"3876","WY",2019,"December",4700,72
"3877","WY",2019,"February",4627,59
"3878","WY",2019,"January",4645,60
"3879","WY",2019,"July",4690,74
"3880","WY",2019,"June",4705,71
"3881","WY",2019,"March",4657,64
"3882","WY",2019,"May",4686,63
"3883","WY",2019,"November",4708,64
"3884","WY",2019,"October",4717,67
"3885","WY",2019,"September",4695,69
"3886","WY",2020,"April",4828,83
"3887","WY",2020,"August",5008,88
"3888","WY",2020,"December",5527,101
"3889","WY",2020,"February",4783,80
"3890","WY",2020,"January",4748,78
"3891","WY",2020,"July",4910,88
"3892","WY",2020,"June",4855,84
"3893","WY",2020,"March",4757,81
"3894","WY",2020,"May",4808,88
"3895","WY",2020,"November",5344,109
"3896","WY",2020,"October",5176,99
"3897","WY",2020,"September",5071,96
"3898","WY",2021,"February",5637,99
"3899","WY",2021,"January",5598,97
"3900","WY",2021,"March",5633,93
"3901","YC",2015,"April",53978,796
"3902","YC",2015,"August",54505,858
"3903","YC",2015,"December",54120,959
"3904","YC",2015,"February",54100,800
"3905","YC",2015,"January",53516,794
"3906","YC",2015,"July",54291,826
"3907","YC",2015,"June",54107,814
"3908","YC",2015,"March",54149,781
"3909","YC",2015,"May",54029,810
"3910","YC",2015,"November",54320,944
"3911","YC",2015,"October",54572,918
"3912","YC",2015,"September",54449,886
"3913","YC",2016,"April",53516,1118
"3914","YC",2016,"August",53485,1279
"3915","YC",2016,"December",54280,1424
"3916","YC",2016,"February",53421,1019
"3917","YC",2016,"January",53624,987
"3918","YC",2016,"July",53502,1251
"3919","YC",2016,"June",53435,1192
"3920","YC",2016,"March",53547,1076
"3921","YC",2016,"May",53496,1146
"3922","YC",2016,"November",53882,1371
"3923","YC",2016,"October",53545,1344
"3924","YC",2016,"September",53533,1311
"3925","YC",2017,"April",54067,1468
"3926","YC",2017,"August",54191,1497
"3927","YC",2017,"December",54319,1493
"3928","YC",2017,"February",54403,1494
"3929","YC",2017,"January",54566,1483
"3930","YC",2017,"July",54200,1503
"3931","YC",2017,"June",54245,1509
"3932","YC",2017,"March",54145,1466
"3933","YC",2017,"May",54194,1488
"3934","YC",2017,"November",54241,1509
"3935","YC",2017,"October",54287,1507
"3936","YC",2017,"September",54331,1514
"3937","YC",2018,"April",55057,1545
"3938","YC",2018,"August",54973,1544
"3939","YC",2018,"December",55081,1482
"3940","YC",2018,"February",54911,1495
"3941","YC",2018,"January",54731,1488
"3942","YC",2018,"July",55015,1513
"3943","YC",2018,"June",54979,1524
"3944","YC",2018,"March",54983,1520
"3945","YC",2018,"May",54901,1529
"3946","YC",2018,"November",55185,1482
"3947","YC",2018,"October",55130,1499
"3948","YC",2018,"September",54954,1508
"3949","YC",2019,"April",54245,1437
"3950","YC",2019,"August",54503,1448
"3951","YC",2019,"December",54561,1548
"3952","YC",2019,"February",54361,1475
"3953","YC",2019,"January",54507,1456
"3954","YC",2019,"July",54589,1466
"3955","YC",2019,"June",54405,1438
"3956","YC",2019,"March",54381,1470
"3957","YC",2019,"May",54374,1444
"3958","YC",2019,"November",54359,1514
"3959","YC",2019,"October",54386,1487
"3960","YC",2019,"September",54447,1457
"3961","YC",2020,"April",78382,1683
"3962","YC",2020,"August",81277,1928
"3963","YC",2020,"December",82143,2131
"3964","YC",2020,"February",54786,1615
"3965","YC",2020,"January",54603,1580
"3966","YC",2020,"July",81185,1882
"3967","YC",2020,"June",81243,1825
"3968","YC",2020,"March",58699,1653
"3969","YC",2020,"May",80956,1777
"3970","YC",2020,"November",81402,2091
"3971","YC",2020,"October",81208,2039
"3972","YC",2020,"September",81302,1989
"3973","YC",2021,"February",85457,2210
"3974","YC",2021,"January",83856,2203
"3975","YC",2021,"March",83057,2243
